# VP05   2013-02-26_16-46-24
# Elapsed time of measurement: 238 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 69,  14,  1, 1,   19.73,   -0.84,  -19.36,   29.05,   19.00,   -1.17,    0.07,    4.40
 71,  14,  2, 1,   20.10,   -0.96,  -19.42,   33.61,    5.87,   -3.29,    0.13,    4.26
 68,  14,  3, 1,   18.29,   -2.38,  -19.24,   -8.75,  -13.95,   -0.75,    0.07,    2.45
 20,  14,  4, 1,   18.16,   -2.41,  -19.40,    0.61,  -10.20,    0.19,    0.25,    2.86
 18,  14,  5, 1,   18.09,   -2.87,  -19.04,  -30.71,  -26.75,   -6.38,    0.06,    2.46
 82,  28,  6, 1,   18.64,   -1.93,  -19.41,    1.80,    0.00,   -0.87,    0.10,    1.79
 77,  28,  7, 1,   18.66,   -2.07,  -19.38,    1.54,   -1.13,   -0.38,    0.08,    2.37
 19,  28,  8, 1,   18.01,   -2.74,  -19.38,   -4.26,   -5.95,    0.01,    0.10,    2.65
 85,  28,  9, 1,   18.64,   -2.55,  -19.18,  -24.21,  -24.20,   -5.91,    0.35,    2.03
 25,  28, 10, 1,   18.28,   -3.12,  -19.25,  -15.66,  -20.75,   -2.86,    0.26,    2.73
 70,  56, 11, 1,   18.38,   -2.41,  -19.22,  -13.91,  -11.00,   -2.21,    0.15,    3.03
 26,  56, 12, 1,   18.30,   -3.09,  -19.28,  -13.48,  -25.13,   -2.37,    0.09,    3.69
 80,  56, 13, 1,   18.44,   -2.50,  -19.28,  -11.54,  -25.95,   -2.18,    0.05,    2.26
 51,  56, 14, 1,   18.97,   -1.51,  -19.44,   15.44,    7.80,   -0.11,    0.61,    3.83
 42,  56, 15, 1,   18.42,   -1.81,  -19.35,    5.00,   -5.75,   -0.04,    0.23,    2.04
 74,   0, 16, 1,   18.69,   -2.45,  -19.30,  -13.79,   -5.70,   -3.52,    0.07,    2.46
 28,   0, 17, 1,   18.54,   -1.97,  -19.43,    9.47,   -5.70,   -0.17,    0.12,    2.00
 73,  14,  1, 1,   19.69,   -0.96,  -19.41,   28.92,   19.00,   -1.50,    0.09,    3.47
 29,  14,  2, 1,   18.96,   -1.54,  -19.47,   19.70,    5.87,   -0.73,    0.06,    2.27
 36,  14,  3, 1,   18.10,   -2.82,  -19.12,  -19.78,  -13.95,   -3.26,    0.12,    2.15
 60,  14,  4, 1,   18.49,   -2.62,  -19.21,  -16.03,  -10.20,   -2.70,    0.04,    3.14
  3,  14,  5, 1,   18.03,   -3.23,  -19.07,  -31.44,  -26.75,   -5.60,    0.50,    2.05
 30,  28,  6, 1,   18.47,   -2.23,  -19.42,    1.63,    0.00,   -0.57,    0.12,    2.07
 34,  28,  7, 1,   18.69,   -1.88,  -19.47,   13.25,   -1.13,   -0.67,    0.05,    1.91
 61,  28,  8, 1,   18.47,   -2.40,  -19.30,   -7.72,   -5.95,   -1.23,    0.10,    3.03
 37,  28,  9, 1,   18.12,   -2.69,  -19.14,  -19.24,  -24.20,   -3.42,    0.24,    3.56
 32,  28, 10, 1,   18.29,   -2.58,  -19.31,   -9.31,  -20.75,   -1.65,    0.17,    2.07
 22,  56, 11, 1,   18.40,   -2.41,  -19.42,    5.62,  -11.00,   -0.04,    0.29,    4.58
 49,  56, 12, 1,   18.47,   -2.69,  -19.15,  -19.55,  -25.13,   -3.56,    0.18,    2.68
  7,  56, 13, 1,   17.97,   -3.03,  -19.07,  -25.39,  -25.95,   -4.20,    0.08,    3.64
