# VP13   2013-02-25_09-23-50
# Elapsed time of measurement: 282 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
  1,  14,  1, 1,   17.12,    0.22,  -22.42,   13.71,   19.00,    1.38,    0.15,    2.55
 36,  14,  2, 1,   17.52,    0.60,  -22.37,   15.50,    5.87,    0.58,    0.13,    3.11
 46,  14,  3, 1,   16.91,    0.99,  -22.17,  -11.18,  -13.95,   -0.97,    0.08,    3.11
  7,  14,  4, 1,   17.09,    0.72,  -22.21,  -19.25,  -10.20,   -3.27,    0.05,    3.27
 32,  14,  5, 1,   16.98,    0.78,  -22.18,  -24.92,  -26.75,   -3.83,    0.13,    6.50
 51,  28,  6, 1,   17.21,    0.64,  -22.30,   -0.97,    0.00,   -0.32,    0.09,    3.21
 30,  28,  7, 1,   17.46,    0.85,  -22.29,    3.26,   -1.13,   -0.70,    0.20,    3.17
 43,  28,  8, 1,   16.95,    1.25,  -22.10,   -6.74,   -5.95,   -0.16,    0.11,    4.04
 50,  28,  9, 1,   16.95,    0.64,  -22.22,  -18.05,  -24.20,   -2.01,    0.04,    3.25
 73,  28, 10, 1,   17.27,    0.60,  -22.22,  -19.26,  -20.75,   -3.69,    0.07,    4.58
 78,  56, 11, 1,   17.08,    0.42,  -22.34,  -10.38,  -11.00,   -0.34,    0.18,    2.98
 40,  56, 12, 1,   16.66,    0.61,  -22.16,  -22.71,  -25.13,   -1.62,    0.08,    4.11
 11,  56, 13, 1,   16.91,    0.58,  -22.20,  -26.22,  -25.95,   -4.35,    0.08,    4.33
 12,  56, 14, 1,   17.27,    0.74,  -22.34,    5.79,    7.80,    0.52,    0.19,    3.79
 62,  56, 15, 1,   17.42,    1.05,  -22.22,   -6.74,   -5.75,   -2.64,    0.03,    4.27
 61,   0, 16, 1,   17.31,    0.68,  -22.28,   -7.81,   -5.70,   -2.00,    0.04,    2.01
 53,   0, 17, 1,   17.09,    0.61,  -22.27,   -7.67,   -5.70,   -0.83,    0.09,    2.74
 80,  14,  1, 1,   17.70,    0.31,  -22.39,   14.56,   19.00,   -0.59,    0.16,    2.88
 75,  14,  2, 1,   17.77,   -0.00,  -22.43,   20.85,    5.87,   -1.13,    0.13,    2.89
 14,  14,  3, 1,   17.01,    0.57,  -22.28,  -13.21,  -13.95,   -1.56,    0.12,    4.10
 56,  14,  4, 1,   17.20,    0.65,  -22.21,  -19.46,  -10.20,   -3.51,    0.11,    2.16
  2,  14,  5, 1,   16.61,    1.01,  -22.00,  -28.09,  -26.75,   -4.66,    0.14,    2.89
 52,  28,  6, 1,   17.17,    0.73,  -22.27,   -1.98,    0.00,   -0.21,    0.19,    1.77
 69,  28,  7, 1,   17.60,    0.68,  -22.30,   -2.75,   -1.13,   -2.39,    0.09,    2.80
 38,  28,  8, 1,   17.06,    0.83,  -22.23,   -5.95,   -5.95,   -0.29,    0.04,    2.24
 60,  28,  9, 1,   16.94,    0.65,  -22.20,  -21.60,  -24.20,   -2.55,    0.15,    2.45
 18,  28, 10, 1,   16.89,    0.89,  -22.14,  -21.05,  -20.75,   -3.04,    0.13,    2.29
 41,  56, 11, 1,   16.98,    0.68,  -22.22,   -8.90,  -11.00,   -0.82,    0.35,    3.54
 57,  56, 12, 1,   17.07,    0.70,  -22.15,  -26.69,  -25.13,   -4.46,    0.14,    2.48
  5,  56, 13, 1,   16.89,    0.88,  -22.15,  -24.21,  -25.95,   -4.03,    0.20,    1.88
 10,  56, 14, 1,   17.22,    0.72,  -22.37,    5.44,    7.80,    1.18,    0.25,    2.89
 84,  56, 15, 1,   17.47,    0.58,  -22.32,   -4.16,   -5.75,   -1.79,    0.05,    2.07
 27,   0, 16, 1,   17.42,    1.01,  -22.21,   -6.87,   -5.70,   -2.26,    0.12,    2.97
 21,   0, 17, 1,   17.16,    0.49,  -22.32,   -7.38,   -5.70,   -0.82,    0.06,    2.51
 72,  14,  1, 1,   17.74,    0.06,  -22.44,   17.03,   19.00,   -0.74,    0.09,    5.29
 33,  14,  2, 1,   17.63,    0.57,  -22.36,   20.88,    5.87,    0.90,    0.13,    2.98
  8,  14,  3, 1,   17.14,    0.71,  -22.32,   -8.99,  -13.95,   -1.46,    0.10,    2.62
 74,  14,  4, 1,   17.25,    0.50,  -22.27,  -18.92,  -10.20,   -3.30,    0.09,    3.45
 81,  14,  5, 1,   16.94,    0.36,  -22.23,  -23.76,  -26.75,   -1.79,    0.14,    2.90
 70,  28,  6, 1,   17.39,    1.28,  -22.15,   -3.55,    0.00,   -1.61,    0.27,    2.90
 64,  28,  7, 1,   17.55,    0.63,  -22.32,    0.69,   -1.13,   -1.79,    0.13,    3.90
 28,  28,  8, 1,   17.14,    0.88,  -22.25,  -12.84,   -5.95,   -1.99,    0.17,    3.67
 79,  28,  9, 1,   17.06,    0.43,  -22.24,  -19.66,  -24.20,   -1.77,    0.19,    2.49
  4,  28, 10, 1,   17.19,    0.83,  -22.18,  -15.98,  -20.75,   -3.65,    0.23,    2.91
 37,  56, 11, 1,   17.02,    0.61,  -22.21,   -9.79,  -11.00,   -0.36,    0.14,    2.93
 26,  56, 12, 1,   16.99,    0.86,  -22.12,  -24.48,  -25.13,   -4.02,    0.12,    4.53
 55,  56, 13, 1,   17.24,    0.67,  -22.18,  -24.84,  -25.95,   -4.87,    0.18,    6.84
 13,  56, 14, 1,   17.32,    0.86,  -22.29,    4.74,    7.80,    0.51,    0.21,    1.80
 58,  56, 15, 1,   17.38,    0.69,  -22.28,   -6.06,   -5.75,   -1.94,    0.19,    3.39
 67,   0, 16, 1,   17.31,    0.48,  -22.34,   -6.94,   -5.70,   -1.69,    0.06,    3.14
 29,   0, 17, 1,   17.36,    0.84,  -22.28,   -5.10,   -5.70,   -1.47,    0.15,    2.45
 77,  14,  1, 1,   17.69,    0.27,  -22.39,   16.40,   19.00,   -0.40,    0.20,    3.15
  6,  14,  2, 1,   17.82,    0.53,  -22.39,   19.48,    5.87,   -0.11,    0.15,    3.25
 17,  14,  3, 1,   17.20,    1.06,  -22.17,  -10.70,  -13.95,   -2.20,    0.11,    3.33
 45,  14,  4, 1,   16.69,    0.90,  -22.11,  -21.57,  -10.20,   -2.19,    0.14,    2.83
  3,  14,  5, 1,   16.63,    0.86,  -22.03,  -30.70,  -26.75,   -5.32,    0.52,    2.12
 35,  28,  6, 1,   17.16,    0.61,  -22.34,   -2.62,    0.00,    0.12,    0.19,    2.94
