# VP03   2013-02-21_15-13-37
# Elapsed time of measurement: 282 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 28,  14,  1, 1,   17.21,   -7.09,  -18.18,   15.74,   12.00,    3.13,    0.12,    2.91
  9,  14,  2, 1,   17.46,   -7.06,  -18.19,   20.68,  -14.31,    1.80,    0.19,    3.04
 59,  14,  3, 1,   17.36,   -6.93,  -18.15,    6.73,  -25.80,    1.10,    0.15,    2.54
 39,  14,  4, 1,   17.35,   -7.18,  -18.13,    4.88,  -40.96,    1.12,    0.17,    4.59
 12,  14,  5, 1,   17.12,   -7.29,  -17.86,  -12.85,  -52.66,   -0.04,    0.30,    3.56
 84,  28,  6, 1,   17.33,   -7.35,  -18.25,   18.51,   20.00,    1.75,    0.21,    2.69
 76,  28,  7, 1,   17.55,   -7.27,  -17.94,  -17.09,  -33.31,   -3.12,    0.10,    2.73
 15,  28,  8, 1,   17.17,   -7.34,  -17.92,  -12.71,  -34.80,   -0.20,    0.03,    3.28
 63,  28,  9, 1,   17.46,   -7.20,  -17.98,  -11.70,  -35.96,   -2.25,    0.08,    3.19
 72,  28, 10, 1,   17.27,   -7.05,  -18.29,   30.68,  -12.66,    3.91,    0.29,    3.16
 66,  56, 11, 1,   17.27,   -7.13,  -18.12,    4.73,   -3.00,    1.19,    0.12,    2.83
  6,  56, 12, 1,   17.23,   -7.27,  -18.05,   -0.93,  -13.31,    0.98,    0.09,    2.69
 85,  56, 13, 1,   17.16,   -7.42,  -18.16,    6.88,    2.20,    2.01,    0.05,    2.97
 50,  56, 14, 1,   17.46,   -7.15,  -17.98,   -8.19,  -14.96,   -1.30,    0.07,    4.02
 68,  56, 15, 1,   17.23,   -7.16,  -17.89,  -17.26,  -21.66,   -1.57,    0.09,    3.17
  8,   0, 16, 1,   17.28,   -7.10,  -18.07,    1.38,   -5.70,    1.04,    0.11,    2.55
 22,   0, 17, 1,   17.14,   -7.18,  -18.03,   -2.93,   -5.70,    1.10,    0.12,    2.75
 13,  14,  1, 1,   17.29,   -7.28,  -18.22,   14.38,   12.00,    1.93,    0.09,    2.70
 46,  14,  2, 1,   17.47,   -7.15,  -18.22,   11.65,  -14.31,    0.84,    0.05,    2.37
  4,  14,  3, 1,   17.32,   -7.17,  -18.20,   12.21,  -25.80,    1.63,    0.21,    2.53
 24,  14,  4, 1,   17.43,   -7.16,  -18.09,    5.43,  -40.96,    0.23,    0.15,    3.22
 75,  14,  5, 1,   17.41,   -7.38,  -18.01,   -9.49,  -52.66,   -1.12,    0.21,    2.37
 42,  28,  6, 1,   17.32,   -7.20,  -18.26,   25.50,   20.00,    3.07,    0.09,    2.51
 43,  28,  7, 1,   17.44,   -7.31,  -17.98,  -13.36,  -33.31,   -1.59,    0.13,    2.98
 23,  28,  8, 1,   17.29,   -7.34,  -17.79,  -24.49,  -34.80,   -2.79,    0.18,    3.58
 18,  28,  9, 1,   17.26,   -7.33,  -18.01,   -6.21,  -35.96,   -0.17,    0.06,    2.38
 30,  28, 10, 1,   17.25,   -7.07,  -18.05,   -0.66,  -12.66,    0.91,    0.20,    6.28
 21,  56, 11, 1,   17.15,   -7.25,  -18.06,    0.46,   -3.00,    1.44,    0.15,    2.56
  3,  56, 12, 1,   17.26,   -7.08,  -18.05,   -0.57,  -13.31,    0.55,    0.04,    5.19
 81,  56, 13, 1,   17.26,   -7.32,  -18.21,   10.23,    2.20,    1.68,    0.12,    2.94
 38,  56, 14, 1,   17.25,   -7.33,  -18.05,   -3.39,  -14.96,    0.72,    0.10,    3.25
 77,  56, 15, 1,   17.50,   -7.38,  -17.98,  -14.05,  -21.66,   -2.46,    0.07,    3.54
 53,   0, 16, 1,   17.47,   -7.01,  -18.06,    0.29,   -5.70,   -0.34,    0.09,    2.39
 82,   0, 17, 1,   17.18,   -7.41,  -18.14,    1.16,   -5.70,    1.30,    0.06,    2.41
 20,  14,  1, 1,   17.28,   -7.21,  -18.14,    9.59,   12.00,    1.71,    0.13,    3.07
 80,  14,  2, 1,   17.39,   -7.43,  -18.16,    4.35,  -14.31,    0.22,    0.10,    2.74
 36,  14,  3, 1,   17.36,   -7.09,  -18.17,    9.80,  -25.80,    2.06,    0.20,    3.96
 55,  14,  4, 1,   17.52,   -6.99,  -18.11,   10.03,  -40.96,    0.76,    0.16,    5.17
 16,  14,  5, 1,   17.18,   -7.32,  -17.96,   -8.47,  -52.66,    0.10,    0.23,    2.89
  1,  28,  6, 1,   17.46,   -7.27,  -18.21,   22.52,   20.00,    1.42,    0.11,    3.51
 79,  28,  7, 1,   17.44,   -7.41,  -18.00,  -12.23,  -33.31,   -1.95,    0.08,    2.49
 56,  28,  8, 1,   17.39,   -7.07,  -17.91,  -11.87,  -34.80,   -1.62,    0.31,    3.37
 31,  28,  9, 1,   17.42,   -7.17,  -17.91,  -14.09,  -35.96,   -2.03,    0.04,    3.23
 69,  28, 10, 1,   17.52,   -7.14,  -18.26,   22.05,  -12.66,    1.23,    0.24,    4.48
