# VP09   2013-02-27_13-16-04
# Elapsed time of measurement: 497 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 57,  14,  1, 1,   18.19,   -4.01,  -20.73,   16.70,   12.00,    1.52,    0.12,    5.58
 43,  14,  2, 1,   18.23,   -3.98,  -21.14,    3.75,    7.00,   -1.68,    0.09,    5.10
  1,  14,  3, 1,   18.43,    0.99,  -21.58,   10.04,    9.00,    2.07,    0.17,    5.87
  3,  14,  4, 1,   17.98,    0.86,  -21.61,   -2.10,    2.00,    2.07,    0.10,    5.14
 17,  14,  5, 1,   18.16,    1.17,  -21.60,   -2.33,   -7.00,   -1.77,    0.06,   17.21
 46,  28,  6, 1,   18.34,   -3.71,  -21.15,   19.55,   20.00,    2.56,    0.19,    5.46
 44,  28,  7, 1,   17.32,   -4.03,  -20.95,  -10.94,  -18.00,   -0.70,    0.09,    8.33
 82,  28,  8, 1,   17.67,   -4.72,  -20.37,   -7.50,  -13.00,   -2.10,    0.03,    4.29
 22,  28,  9, 1,   18.37,    1.65,  -21.72,    8.60,   -5.00,   -0.48,    0.11,    4.48
 24,  28, 10, 1,   18.67,    1.35,  -21.86,   22.15,   16.00,    1.19,    0.04,    4.17
 36,  56, 11, 1,   17.42,   -4.52,  -20.97,   -3.13,   -3.00,   -0.29,    0.04,    4.23
 85,  56, 12, 1,   17.12,   -4.87,  -20.26,  -14.08,  -10.00,   -1.96,    0.27,    4.05
 34,  56, 13, 1,   17.33,   -4.05,  -21.00,   13.76,   13.00,    4.02,    0.10,    4.75
 28,  56, 14, 1,   17.87,   -4.70,  -20.93,   -0.89,    1.00,   -1.29,    0.11,    5.53
 72,  56, 15, 1,   17.36,   -4.42,  -20.56,   -4.22,   -9.00,   -0.72,    0.08,    5.28
 74,   0, 16, 1,   17.58,   -4.28,  -20.60,   -2.47,   -5.70,   -1.08,    0.07,    2.84
 75,   0, 17, 1,   17.67,   -4.23,  -20.61,    0.30,   -5.70,   -0.91,    0.31,    2.11
 78,  14,  1, 1,   18.31,   -4.13,  -20.76,   12.41,   12.00,   -0.03,    0.03,    5.38
 77,  14,  2, 1,   18.03,   -4.49,  -20.78,    9.78,    7.00,    0.10,    0.06,    6.34
 37,  14,  3, 1,   17.96,   -4.16,  -21.09,   12.32,    9.00,    0.88,    0.06,    5.28
 48,  14,  4, 1,   17.69,   -4.45,  -20.75,   -0.89,    2.00,   -0.51,    0.05,   10.20
 40,  14,  5, 1,   17.74,   -3.99,  -21.15,    0.08,   -7.00,   -1.49,    0.13,    5.13
 49,  28,  6, 1,   18.22,   -4.23,  -20.85,   23.82,   20.00,    2.09,    0.03,    5.27
  2,  28,  7, 1,   17.98,    0.70,  -21.53,   -9.85,  -18.00,    0.14,    0.26,    3.80
 26,  28,  8, 1,   17.98,   -4.50,  -20.84,   -4.69,  -13.00,   -2.76,    0.21,    5.43
 51,  28,  9, 1,   17.63,   -4.53,  -20.68,   -1.79,   -5.00,   -0.87,    0.06,    2.49
 38,  28, 10, 1,   17.92,   -3.49,  -21.16,   18.46,   16.00,    1.35,    0.14,    7.66
