# VP08   2013-02-27_12-23-09
# Elapsed time of measurement: 249 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 26,  14,  1, 1,   18.45,   -3.38,  -20.59,   15.70,   19.00,    0.90,    0.18,    2.52
 68,  14,  2, 1,   18.11,   -4.43,  -20.48,    3.35,   20.00,    0.54,    0.11,    5.35
 79,  14,  3, 1,   17.47,   -5.12,  -19.98,  -21.13,    9.00,   -1.07,    0.11,    2.06
 60,  14,  4, 1,   17.64,   -5.36,  -20.10,  -21.88,   15.00,   -1.33,    0.21,    1.75
 67,  14,  5, 1,   17.50,   -5.49,  -20.01,  -25.17,   18.00,   -1.29,    0.15,    3.60
 70,  28,  6, 1,   18.02,   -4.70,  -20.36,   -3.16,    0.00,    0.28,    0.37,    1.92
 75,  28,  7, 1,   17.74,   -4.78,  -20.17,  -10.55,   10.00,   -0.30,    0.35,    2.03
 16,  28,  8, 1,   17.66,   -4.31,  -20.18,  -12.99,   18.00,   -1.52,    0.17,    1.44
  2,  28,  9, 1,   17.52,   -4.82,  -20.09,  -26.29,   13.00,   -3.96,    0.23,    3.16
 41,  28, 10, 1,   17.69,   -4.75,  -20.22,  -15.60,   29.00,   -1.57,    0.19,    2.95
 85,  56, 11, 1,   17.78,   -4.87,  -20.23,  -12.21,  -11.00,   -0.88,    0.32,    1.59
 14,  56, 12, 1,   17.43,   -4.72,  -20.10,  -24.84,  -13.00,   -2.83,    0.25,    2.94
 27,  56, 13, 1,   17.35,   -5.18,  -20.00,  -23.43,   -1.00,   -0.36,    0.27,    3.60
  1,  56, 14, 1,   18.06,   -4.03,  -20.50,   -2.54,   43.00,   -0.32,    0.40,    7.24
 55,  56, 15, 1,   18.03,   -4.41,  -20.32,   -3.27,   45.00,   -0.04,    0.28,    1.91
 57,   0, 16, 1,   17.98,   -4.53,  -20.34,   -4.10,   -5.70,   -0.20,    0.13,    2.28
