# VP02   2013-02-28_10-13-55
# Elapsed time of measurement: 345 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 79,  14,  1, 1,   19.36,    5.37,  -23.95,   17.15,   19.00,   -1.68,    0.13,    2.94
 51,  14,  2, 1,   19.23,    4.93,  -24.19,   15.91,   15.00,   -2.28,    0.16,    3.73
 55,  14,  3, 1,   18.24,    4.86,  -24.07,   -8.65,    1.00,   -2.47,    0.19,    5.03
 61,  14,  4, 1,   18.34,    5.16,  -23.94,   -6.74,   -7.00,   -2.67,    0.11,    4.48
  3,  14,  5, 1,   17.72,    2.94,  -24.24,  -25.80,   -9.00,   -2.89,    0.09,    3.35
 68,  28,  6, 1,   18.36,    5.12,  -23.94,   -5.58,    0.00,   -2.09,    0.11,    2.08
 35,  28,  7, 1,   18.93,    4.51,  -24.24,   11.59,    5.00,   -1.94,    0.37,    1.93
 26,  28,  8, 1,   18.52,    4.32,  -24.33,    3.60,    5.00,   -1.45,    0.20,    3.61
 25,  28,  9, 1,   18.09,    4.19,  -24.27,   -8.73,   -9.00,   -1.37,    0.05,    5.35
 14,  28, 10, 1,   18.75,    4.10,  -24.23,   10.03,   -8.00,   -0.29,    0.10,    6.19
 80,  56, 11, 1,   18.08,    5.11,  -23.83,  -17.97,  -11.00,   -3.40,    0.08,    3.13
 22,  56, 12, 1,   17.59,    3.74,  -24.23,  -27.49,  -20.00,   -3.55,    0.14,    2.89
 45,  56, 13, 1,   17.96,    4.10,  -24.13,  -22.32,  -16.00,   -3.69,    0.14,    2.34
 15,  56, 14, 1,   18.93,    4.17,  -24.22,   15.54,   16.00,   -0.48,    0.08,    3.84
 82,  56, 15, 1,   18.62,    5.38,  -23.90,   -1.83,    5.00,   -1.75,    0.15,    2.78
 28,   0, 16, 1,   18.14,    4.13,  -24.29,   -8.22,   -5.70,   -1.58,    0.11,    2.94
 70,   0, 17, 1,   18.16,    5.29,  -23.87,  -12.34,   -5.70,   -2.74,    0.11,    2.45
 44,  14,  1, 1,   19.17,    4.55,  -24.27,   16.79,   19.00,   -2.42,    0.18,    3.75
 83,  14,  2, 1,   19.34,    5.33,  -23.95,   15.12,   15.00,   -1.77,    0.24,    2.69
 73,  14,  3, 1,   17.99,    5.20,  -23.81,  -17.07,    1.00,   -3.26,    0.14,    3.12
 10,  14,  4, 1,   17.82,    3.44,  -24.23,  -10.18,   -7.00,   -0.43,    0.16,    3.01
 75,  14,  5, 1,   17.76,    4.89,  -23.77,  -26.88,   -9.00,   -4.92,    0.08,    2.95
 39,  28,  6, 1,   18.48,    4.45,  -24.24,   -0.12,    0.00,   -1.27,    0.15,    2.83
  9,  28,  7, 1,   18.31,    3.40,  -24.28,    3.00,    5.00,   -0.18,    0.21,    6.76
 65,  28,  8, 1,   18.91,    5.35,  -23.98,    7.34,    5.00,   -1.61,    0.13,    6.03
 57,  28,  9, 1,   18.26,    4.98,  -23.98,   -8.42,   -9.00,   -2.60,    0.21,    2.86
 16,  28, 10, 1,   18.57,    3.91,  -24.25,    8.53,   -8.00,    0.23,    0.05,    6.32
 54,  56, 11, 1,   17.96,    4.74,  -24.03,  -16.14,  -11.00,   -2.96,    0.17,    2.12
