# VP03   2013-02-26_13-48-16
# Elapsed time of measurement: 265 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 46,  14,  1, 1,   18.64,   -3.72,  -19.17,   16.74,   19.00,    0.02,    0.06,    3.13
  7,  14,  2, 1,   18.54,   -3.38,  -19.10,   12.76,   15.00,    0.89,    0.33,    3.14
 73,  14,  3, 1,   18.54,   -3.89,  -19.04,   -4.30,    1.00,   -0.94,    0.06,    1.39
  8,  14,  4, 1,   18.37,   -3.37,  -19.02,    1.79,   -7.00,    0.77,    0.13,    2.77
 18,  14,  5, 1,   18.36,   -3.47,  -18.82,  -20.27,   -9.00,   -2.64,    0.12,    4.18
 10,  28,  6, 1,   18.35,   -3.41,  -18.98,   -0.73,    0.00,    0.47,    0.07,    3.36
 15,  28,  7, 1,   18.56,   -3.36,  -19.04,    5.04,    5.00,   -0.20,    0.11,    3.50
 83,  28,  8, 1,   18.44,   -3.84,  -19.11,    8.14,    5.00,    0.66,    0.07,    3.16
 75,  28,  9, 1,   18.41,   -3.92,  -19.01,   -5.78,   -9.00,   -0.13,    0.17,    3.10
 29,  28, 10, 1,   18.54,   -3.61,  -19.07,    0.91,   -8.00,   -0.63,    0.04,    3.33
 21,  56, 11, 1,   18.27,   -3.43,  -18.95,   -8.69,  -11.00,   -0.32,    0.13,    3.87
 45,  56, 12, 1,   18.57,   -3.80,  -18.92,  -16.76,  -20.00,   -2.30,    0.06,    3.31
 42,  56, 13, 1,   18.41,   -3.80,  -18.96,  -14.20,  -16.00,   -1.12,    0.22,    2.88
 57,  56, 14, 1,   18.56,   -3.71,  -19.15,   13.47,   16.00,    0.42,    0.11,    2.62
 31,  56, 15, 1,   18.53,   -3.55,  -19.12,    8.36,    5.00,    0.13,    0.07,    3.19
 26,   0, 16, 1,   18.31,   -3.52,  -18.97,   -6.80,   -5.70,   -0.07,    0.06,    1.61
  6,   0, 17, 1,   18.37,   -3.51,  -18.98,   -2.97,   -5.70,   -0.05,    0.13,    2.98
 82,  14,  1, 1,   18.61,   -3.78,  -19.15,   19.36,   19.00,    0.22,    0.12,    3.01
 58,  14,  2, 1,   18.57,   -3.71,  -19.14,   13.91,   15.00,    0.34,    0.05,    2.25
 72,  14,  3, 1,   18.58,   -3.85,  -19.03,   -4.45,    1.00,   -1.11,    0.06,    2.10
 25,  14,  4, 1,   18.31,   -3.49,  -18.96,   -7.05,   -7.00,   -0.12,    0.07,    2.29
 19,  14,  5, 1,   18.27,   -3.51,  -18.82,  -21.20,   -9.00,   -2.32,    0.11,    3.36
  1,  28,  6, 1,   18.39,   -3.86,  -19.04,   -2.33,    0.00,    0.02,    0.08,    3.95
  2,  28,  7, 1,   18.46,   -3.81,  -19.09,    3.06,    5.00,    0.05,    0.12,    3.83
 74,  28,  8, 1,   18.50,   -3.86,  -19.11,    2.90,    5.00,   -0.15,    0.10,    2.66
 70,  28,  9, 1,   18.59,   -3.70,  -19.04,   -4.73,   -9.00,   -1.18,    0.14,    2.81
 38,  28, 10, 1,   18.53,   -3.72,  -19.11,    9.20,   -8.00,    0.13,    0.11,    1.77
 35,  56, 11, 1,   18.37,   -3.77,  -18.99,  -10.57,  -11.00,   -0.68,    0.11,    4.21
 28,  56, 12, 1,   18.46,   -3.51,  -18.91,  -15.46,  -20.00,   -2.06,    0.16,    3.87
 48,  56, 13, 1,   18.64,   -3.67,  -18.96,  -13.43,  -16.00,   -2.33,    0.07,    3.18
 50,  56, 14, 1,   18.66,   -3.72,  -19.16,   16.82,   16.00,   -0.28,    0.11,    2.87
 52,  56, 15, 1,   18.57,   -3.64,  -19.11,    8.32,    5.00,    0.05,    0.06,    2.99
 36,   0, 16, 1,   18.46,   -3.75,  -19.03,   -4.48,   -5.70,   -0.58,    0.09,    2.83
  4,   0, 17, 1,   18.41,   -3.51,  -18.99,   -4.18,   -5.70,   -0.61,    0.03,    2.21
 12,  14,  1, 1,   18.58,   -3.40,  -19.09,   11.14,   19.00,    0.38,    0.04,    3.54
 68,  14,  2, 1,   18.53,   -3.79,  -19.13,   20.61,   15.00,    0.69,    0.12,    1.71
 56,  14,  3, 1,   18.45,   -3.71,  -19.04,   -2.57,    1.00,   -0.11,    0.10,    3.02
 40,  14,  4, 1,   18.38,   -3.77,  -19.03,   -3.99,   -7.00,   -0.15,    0.05,    1.95
  3,  14,  5, 1,   18.42,   -3.62,  -18.91,  -13.87,   -9.00,   -1.96,    0.06,    3.08
 49,  28,  6, 1,   18.66,   -3.69,  -19.05,    0.27,    0.00,   -1.01,    0.14,    2.73
 23,  28,  7, 1,   18.35,   -3.44,  -19.04,    1.65,    5.00,    0.74,    0.11,    3.66
 33,  28,  8, 1,   18.43,   -3.55,  -19.11,   10.13,    5.00,    0.96,    0.04,    3.41
 66,  28,  9, 1,   18.48,   -3.83,  -19.03,   -6.42,   -9.00,   -0.50,    0.14,    3.56
 41,  28, 10, 1,   18.47,   -3.73,  -19.09,    2.41,   -8.00,   -0.11,    0.07,    2.62
 30,  56, 11, 1,   18.42,   -3.68,  -19.00,   -8.73,  -11.00,   -0.88,    0.20,    3.89
 65,  56, 12, 1,   18.51,   -3.79,  -18.93,  -15.13,  -20.00,   -1.56,    0.13,    4.00
 51,  56, 13, 1,   18.49,   -3.69,  -18.98,  -11.00,  -16.00,   -1.17,    0.18,    3.40
 85,  56, 14, 1,   18.65,   -3.77,  -19.15,   20.04,   16.00,   -0.06,    0.12,    3.59
 54,  56, 15, 1,   18.51,   -3.69,  -19.14,   11.26,    5.00,    0.59,    0.12,    2.78
 39,   0, 16, 1,   18.44,   -3.75,  -19.03,   -4.15,   -5.70,   -0.47,    0.06,    3.77
 71,   0, 17, 1,   18.59,   -3.78,  -19.04,   -4.48,   -5.70,   -1.19,    0.06,    1.70
 64,  14,  1, 1,   18.51,   -3.71,  -19.18,   20.55,   19.00,    0.97,    0.15,    3.83
 67,  14,  2, 1,   18.55,   -3.77,  -19.14,   21.00,   15.00,    0.64,    0.32,    4.41
 80,  14,  3, 1,   18.51,   -3.88,  -19.03,   -2.62,    1.00,   -0.62,    0.06,    3.40
 81,  14,  4, 1,   18.50,   -4.03,  -19.06,   -2.27,   -7.00,   -0.50,    0.08,    3.12
 69,  14,  5, 1,   18.60,   -3.71,  -18.94,  -15.36,   -9.00,   -2.14,    0.08,    3.20
 44,  28,  6, 1,   18.51,   -3.83,  -19.09,    1.37,    0.00,   -0.43,    0.04,    1.55
 76,  28,  7, 1,   18.47,   -3.90,  -19.05,    0.71,    5.00,   -0.10,    0.07,    3.10
 55,  28,  8, 1,   18.51,   -3.75,  -19.13,   11.33,    5.00,    0.51,    0.10,    2.57
 34,  28,  9, 1,   18.46,   -3.68,  -19.03,   -4.74,   -9.00,   -0.57,    0.05,    4.15
 37,  28, 10, 1,   18.46,   -3.74,  -19.12,    9.11,   -8.00,    0.36,    0.14,    3.60
 59,  56, 11, 1,   18.44,   -3.63,  -19.02,   -4.28,  -11.00,    0.04,    0.16,    2.86
 79,  56, 12, 1,   18.35,   -3.94,  -18.92,  -16.82,  -20.00,   -0.73,    0.08,    1.53
 13,  56, 13, 1,   18.45,   -3.45,  -18.94,  -10.65,  -16.00,   -1.70,    0.13,    3.78
 63,  56, 14, 1,   18.54,   -3.82,  -19.15,   14.97,   16.00,    0.43,    0.05,    3.23
 16,  56, 15, 1,   18.48,   -3.39,  -19.10,   10.27,    5.00,    0.81,    0.03,    3.64
 60,   0, 16, 1,   18.40,   -3.69,  -19.00,   -3.92,   -5.70,    0.21,    0.04,    1.72
 84,   0, 17, 1,   18.41,   -3.85,  -19.03,   -4.05,   -5.70,   -0.05,    0.13,    3.51
 22,  14,  1, 1,   18.49,   -3.34,  -19.11,   18.56,   19.00,    1.45,    0.16,    3.82
 27,  14,  2, 1,   18.57,   -3.35,  -19.14,   20.62,   15.00,    1.40,    0.08,    3.30
  9,  14,  3, 1,   18.30,   -3.41,  -18.95,   -4.44,    1.00,    0.29,    0.09,    3.32
 62,  14,  4, 1,   18.53,   -3.73,  -19.04,   -3.45,   -7.00,   -0.61,    0.08,    2.92
 61,  14,  5, 1,   18.56,   -3.74,  -18.89,  -19.01,   -9.00,   -2.41,    0.10,    3.29
 53,  28,  6, 1,   18.48,   -3.61,  -19.06,    0.30,    0.00,    0.04,    0.07,    2.45
 20,  28,  7, 1,   18.45,   -3.37,  -19.03,    2.23,    5.00,   -0.05,    0.11,    3.20
 43,  28,  8, 1,   18.52,   -3.76,  -19.08,    1.25,    5.00,   -0.47,    0.04,    3.25
 14,  28,  9, 1,   18.49,   -3.34,  -18.96,   -2.60,   -9.00,   -0.85,    0.13,    2.65
  5,  28, 10, 1,   18.53,   -3.49,  -19.09,    8.41,   -8.00,    0.37,    0.04,    3.28
 11,  56, 11, 1,   18.29,   -3.52,  -18.94,   -7.76,  -11.00,   -0.14,    0.18,    3.71
 78,  56, 12, 1,   18.38,   -3.96,  -18.92,  -16.85,  -20.00,   -0.82,    0.05,    3.18
 17,  56, 13, 1,   18.44,   -3.36,  -18.92,  -10.14,  -16.00,   -1.52,    0.09,    4.12
 32,  56, 14, 1,   18.49,   -3.50,  -19.14,   19.64,   16.00,    1.15,    0.11,    3.00
 47,  56, 15, 1,   18.61,   -3.78,  -19.18,   16.66,    5.00,   -0.03,    0.10,    2.43
 24,   0, 16, 1,   18.32,   -3.50,  -18.96,   -7.66,   -5.70,   -0.15,    0.12,    2.87
 77,   0, 17, 1,   18.39,   -3.90,  -19.02,   -4.55,   -5.70,    0.06,    0.09,    3.09
