# VP13   2013-02-25_09-18-07
# Elapsed time of measurement: 317 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 84,  14,  1, 1,   17.52,    0.52,  -22.31,   12.99,   13.00,    0.05,    0.29,    2.37
 98,  14,  2, 1,   17.12,    0.62,  -22.24,   -4.44,   -4.00,   -0.22,    0.13,    1.98
 73,  14,  3, 1,   17.56,    0.74,  -22.25,    5.15,    2.00,   -1.38,    0.12,    2.95
 72,  14,  4, 1,   17.08,    0.70,  -22.17,  -11.36,   -4.00,   -1.69,    0.09,    3.18
 46,  14,  5, 1,   17.46,    0.81,  -22.24,   11.50,    8.00,    0.56,    0.18,    3.46
  5,  14,  6, 1,   16.83,    0.83,  -22.15,   -7.59,    9.00,   -0.36,    0.07,    2.66
  9,  28,  7, 1,   16.88,    0.88,  -22.11,   -9.04,   -9.00,   -0.81,    0.13,    4.87
 29,  28,  8, 1,   16.99,    0.37,  -22.30,    0.39,   -1.00,    0.87,    0.09,    2.95
 75,  28,  9, 1,   17.43,    0.68,  -22.27,    5.26,    6.00,   -0.47,    0.11,    2.33
 35,  28, 10, 1,   16.94,    0.54,  -22.17,  -12.83,  -17.00,   -1.64,    0.09,    4.04
 42,  28, 11, 1,   17.17,    0.60,  -22.25,   -1.16,   -4.00,   -0.39,    0.10,    3.33
 58,  28, 12, 1,   17.24,    0.64,  -22.24,    0.15,    4.00,   -0.52,    0.07,    2.32
 22,  56, 13, 1,   17.08,    0.88,  -22.15,   -6.68,   -6.00,   -1.16,    0.07,    2.31
 45,  56, 14, 1,   17.36,    0.82,  -22.20,    0.04,   -2.00,   -1.08,    0.10,    2.03
 56,  56, 15, 1,   17.54,    0.75,  -22.22,    8.29,    3.00,   -0.49,    0.15,    2.74
 97,  56, 16, 1,   17.41,    0.80,  -22.25,    3.98,    4.00,   -0.36,    0.10,    2.41
 20,  56, 17, 1,   16.95,    0.74,  -22.03,  -16.84,  -19.00,   -2.64,    0.12,    2.68
 86,  56, 18, 1,   17.22,    0.46,  -22.29,   -5.08,   -9.00,   -1.07,    0.10,    1.66
 55,   0, 19, 1,   17.38,    0.70,  -22.23,    0.59,   -5.70,   -1.17,    0.11,    2.06
 31,   0, 20, 1,   16.90,    0.39,  -22.26,   -3.73,   -5.70,    0.40,    0.02,    2.29
 28,  14,  1, 1,   17.42,    0.48,  -22.31,   15.62,   13.00,    1.01,    0.08,    2.70
  6,  14,  2, 1,   17.14,    0.78,  -22.20,   -0.06,   -4.00,   -0.53,    0.18,    3.51
 76,  14,  3, 1,   17.26,    0.73,  -22.26,    4.69,    2.00,    0.56,    0.16,    5.56
 18,  14,  4, 1,   16.96,    0.84,  -22.12,  -13.35,   -4.00,   -2.27,    0.16,    5.59
