# VP03   2013-02-21_14-59-45
# Elapsed time of measurement: 264 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 82,  14,  1, 1,   16.32,   -4.70,  -18.85,   22.61,   19.00,   -0.23,    0.10,    4.12
 73,  14,  2, 1,   16.16,   -5.03,  -18.81,    8.52,   20.00,   -1.04,    0.08,    2.48
 31,  14,  3, 1,   15.88,   -4.56,  -18.56,  -12.03,    9.00,   -2.34,    0.04,    3.50
 12,  14,  4, 1,   15.98,   -4.75,  -18.51,  -21.33,   15.00,   -4.39,    0.13,    3.04
 53,  14,  5, 1,   15.89,   -5.00,  -18.46,  -27.99,   18.00,   -4.14,    0.07,    3.13
 84,  28,  6, 1,   15.98,   -4.80,  -18.75,    1.90,    0.00,    0.03,    0.12,    2.69
 65,  28,  7, 1,   16.09,   -4.82,  -18.73,   -1.48,   10.00,   -1.82,    0.14,    2.05
 45,  28,  8, 1,   15.90,   -4.95,  -18.67,   -5.96,   18.00,   -1.19,    0.19,    2.84
 80,  28,  9, 1,   16.07,   -5.01,  -18.45,  -26.24,   13.00,   -4.72,    0.14,    2.98
  9,  28, 10, 1,   16.04,   -4.63,  -18.56,  -18.49,   29.00,   -4.40,    0.10,    2.44
 28,  56, 11, 1,   16.06,   -4.38,  -18.64,   -4.39,  -11.00,   -2.23,    0.17,    4.09
 68,  56, 12, 1,   16.09,   -5.03,  -18.55,  -25.14,  -13.00,   -4.38,    0.16,    2.76
 72,  56, 13, 1,   16.08,   -5.14,  -18.52,  -27.02,   -1.00,   -4.77,    0.19,    2.89
 47,  56, 14, 1,   16.05,   -4.73,  -18.80,   11.20,   43.00,   -0.14,    0.20,    3.57
 30,  56, 15, 1,   16.04,   -4.44,  -18.68,   -0.15,   45.00,   -1.48,    0.24,    5.04
 21,   0, 16, 1,   16.17,   -4.48,  -18.67,   -1.51,   -5.70,   -2.42,    0.07,    2.63
 46,   0, 17, 1,   16.01,   -4.85,  -18.74,    2.43,   -5.70,   -0.89,    0.04,    2.62
 33,  14,  1, 1,   16.15,   -4.56,  -18.81,   16.06,   19.00,    0.33,    0.09,    4.23
 60,  14,  2, 1,   16.13,   -4.89,  -18.76,    5.44,   20.00,   -1.40,    0.09,    2.68
 57,  14,  3, 1,   15.99,   -5.09,  -18.63,  -13.51,    9.00,   -2.54,    0.08,    3.02
 35,  14,  4, 1,   15.88,   -4.71,  -18.55,  -17.21,   15.00,   -2.95,    0.07,    3.41
 74,  14,  5, 1,   16.23,   -5.06,  -18.51,  -28.73,   18.00,   -5.70,    0.19,    2.42
 44,  28,  6, 1,   16.10,   -4.80,  -18.76,    4.92,    0.00,   -1.27,    0.10,    2.92
  1,  28,  7, 1,   15.78,   -5.00,  -18.70,   -2.57,   10.00,   -0.25,    0.13,    5.02
 18,  28,  8, 1,   16.05,   -4.69,  -18.64,   -8.05,   18.00,   -2.76,    0.16,    1.98
 20,  28,  9, 1,   15.87,   -4.67,  -18.43,  -24.30,   13.00,   -4.46,    0.08,    3.21
 69,  28, 10, 1,   16.18,   -4.93,  -18.59,  -16.15,   29.00,   -3.98,    0.12,    2.82
  5,  56, 11, 1,   15.89,   -4.77,  -18.75,   -2.70,  -11.00,   -1.13,    0.13,    3.95
 61,  56, 12, 1,   15.85,   -5.11,  -18.51,  -24.84,  -13.00,   -3.10,    0.21,    2.70
 23,  56, 13, 1,   15.75,   -4.70,  -18.43,  -25.11,   -1.00,   -3.86,    0.12,    3.07
 49,  56, 14, 1,   15.96,   -4.62,  -18.73,    1.18,   43.00,   -0.03,    0.14,    2.87
 22,  56, 15, 1,   16.11,   -4.37,  -18.64,   -3.26,   45.00,   -2.38,    0.15,    4.48
 19,   0, 16, 1,   16.11,   -4.50,  -18.68,   -1.77,   -5.70,   -2.21,    0.10,    3.44
 79,   0, 17, 1,   16.18,   -4.71,  -18.71,   -2.36,   -5.70,   -2.05,    0.05,    3.86
 48,  14,  1, 1,   16.06,   -4.64,  -18.82,   21.99,   19.00,    0.85,    0.14,    3.17
 13,  14,  2, 1,   16.15,   -4.81,  -18.79,    9.43,   20.00,   -1.16,    0.07,    3.11
  7,  14,  3, 1,   15.87,   -4.77,  -18.62,  -10.27,    9.00,   -1.87,    0.04,    3.10
 27,  14,  4, 1,   16.00,   -4.35,  -18.50,  -17.32,   15.00,   -4.24,    0.14,    2.96
 40,  14,  5, 1,   15.99,   -4.97,  -18.49,  -27.04,   18.00,   -4.74,    0.13,    3.45
  6,  28,  6, 1,   16.01,   -4.74,  -18.75,    5.31,    0.00,   -0.90,    0.11,    3.09
 16,  28,  7, 1,   16.19,   -4.68,  -18.71,   -2.98,   10.00,   -2.72,    0.11,    2.70
 37,  28,  8, 1,   15.88,   -4.85,  -18.64,   -8.88,   18.00,   -1.44,    0.07,    3.20
 50,  28,  9, 1,   15.99,   -4.87,  -18.51,  -25.39,   13.00,   -4.38,    0.14,    3.22
 32,  28, 10, 1,   15.84,   -4.65,  -18.53,  -15.77,   29.00,   -2.82,    0.23,    3.56
 17,  56, 11, 1,   16.07,   -4.64,  -18.64,   -8.29,  -11.00,   -2.72,    0.13,    2.53
 43,  56, 12, 1,   16.00,   -4.94,  -18.50,  -20.40,  -13.00,   -3.85,    0.25,    3.54
 34,  56, 13, 1,   15.76,   -4.83,  -18.47,  -25.01,   -1.00,   -3.27,    0.19,    4.05
 42,  56, 14, 1,   16.03,   -4.90,  -18.81,    1.22,   43.00,   -1.39,    0.12,    2.55
 55,  56, 15, 1,   16.07,   -4.89,  -18.68,   -4.45,   45.00,   -2.09,    0.15,    2.14
 56,   0, 16, 1,   16.09,   -4.88,  -18.74,    0.45,   -5.70,   -1.60,    0.13,    3.04
 11,   0, 17, 1,   16.10,   -4.67,  -18.71,   -1.86,   -5.70,   -2.15,    0.05,    1.50
 75,  14,  1, 1,   16.27,   -5.02,  -18.78,   12.61,   19.00,   -1.33,    0.23,    2.49
 67,  14,  2, 1,   16.28,   -4.88,  -18.80,    9.21,   20.00,   -1.60,    0.07,    2.50
  2,  14,  3, 1,   15.77,   -4.89,  -18.62,  -10.65,    9.00,   -1.33,    0.07,    4.30
 25,  14,  4, 1,   15.94,   -4.55,  -18.47,  -20.45,   15.00,   -4.24,    0.17,    3.05
  8,  14,  5, 1,   15.96,   -4.77,  -18.49,  -26.66,   18.00,   -5.08,    0.10,    3.45
 36,  28,  6, 1,   16.04,   -4.78,  -18.73,    0.57,    0.00,   -1.18,    0.17,    3.06
 39,  28,  7, 1,   16.07,   -4.88,  -18.72,   -1.52,   10.00,   -1.76,    0.23,    2.77
 54,  28,  8, 1,   16.03,   -4.88,  -18.74,   -3.97,   18.00,   -1.80,    0.21,    3.01
 58,  28,  9, 1,   15.88,   -5.12,  -18.47,  -28.82,   13.00,   -4.04,    0.11,    3.13
 41,  28, 10, 1,   16.00,   -4.91,  -18.58,  -16.13,   29.00,   -3.40,    0.22,    2.67
 63,  56, 11, 1,   16.05,   -4.91,  -18.60,   -8.48,  -11.00,   -2.45,    0.21,    2.06
 59,  56, 12, 1,   15.91,   -5.06,  -18.48,  -28.24,  -13.00,   -4.15,    0.11,    2.00
 38,  56, 13, 1,   15.90,   -4.99,  -18.53,  -23.83,   -1.00,   -3.67,    0.07,    3.42
 81,  56, 14, 1,   16.26,   -4.76,  -18.77,    6.58,   43.00,   -1.48,    0.18,    2.78
 24,  56, 15, 1,   16.12,   -4.42,  -18.70,    0.35,   45.00,   -1.65,    0.19,    2.88
 29,   0, 16, 1,   16.05,   -4.39,  -18.67,    0.09,   -5.70,   -1.52,    0.01,    3.22
  3,   0, 17, 1,   15.89,   -4.85,  -18.71,    0.31,   -5.70,   -0.72,    0.09,    2.66
 14,  14,  1, 1,   16.16,   -4.92,  -18.85,   21.31,   19.00,   -0.48,    0.10,    2.60
 83,  14,  2, 1,   16.07,   -4.61,  -18.76,   11.77,   20.00,    0.85,    0.04,    2.83
  4,  14,  3, 1,   15.83,   -4.76,  -18.60,  -11.01,    9.00,   -1.87,    0.09,    4.00
 15,  14,  4, 1,   16.07,   -4.75,  -18.55,  -19.29,   15.00,   -4.21,    0.24,    3.39
