# VP03   2013-02-21_14-40-57
# Elapsed time of measurement: 355 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 59,  14,  1, 1,   15.93,   -3.85,  -18.73,   13.92,   12.00,    1.64,    0.11,    4.29
 51,  14,  2, 1,   15.84,   -3.80,  -18.72,    7.78,    9.00,    1.31,    0.16,    4.43
 63,  14,  3, 1,   15.89,   -4.00,  -18.68,    6.86,   15.00,    0.46,    0.10,    3.55
 57,  14,  4, 1,   15.67,   -3.99,  -18.58,   -7.85,    9.00,   -0.85,    0.20,    4.67
 53,  14,  5, 1,   15.71,   -4.02,  -18.49,  -15.03,    4.00,   -2.60,    0.13,    4.55
  9,  28,  6, 1,   16.21,   -3.80,  -18.81,   24.99,   20.00,    2.07,    0.12,    5.17
 78,  28,  7, 1,   15.62,   -4.14,  -18.46,  -18.83,  -15.00,   -2.70,    0.09,    2.12
 17,  28,  8, 1,   15.66,   -4.00,  -18.53,  -15.16,   -9.00,   -2.25,    0.12,    4.57
 82,  28,  9, 1,   15.75,   -4.25,  -18.56,  -12.59,    1.00,   -2.32,    0.10,    3.97
 68,  28, 10, 1,   15.83,   -3.80,  -18.64,    4.66,   25.00,    0.84,    0.11,    3.43
 45,  56, 11, 1,   15.90,   -3.83,  -18.63,    0.83,   -3.00,   -0.70,    0.02,    3.29
 31,  56, 12, 1,   15.87,   -3.71,  -18.48,  -10.80,   -8.00,   -2.91,    0.14,    3.52
 75,  56, 13, 1,   15.94,   -4.10,  -18.73,   11.06,   18.00,    0.74,    0.25,    3.98
 28,  56, 14, 1,   15.79,   -3.71,  -18.50,   -8.70,    7.00,   -2.10,    0.08,    4.34
  5,  56, 15, 1,   15.61,   -4.50,  -18.54,  -17.41,    0.00,   -2.14,    0.14,    5.88
 39,   0, 16, 1,   15.83,   -3.80,  -18.63,   -0.49,   -5.70,   -0.45,    0.07,    3.91
  8,   0, 17, 1,   15.85,   -4.35,  -18.70,   -2.12,   -5.70,   -0.60,    0.05,    1.77
 67,  14,  1, 1,   16.08,   -3.91,  -18.69,   16.35,   12.00,    1.00,    0.18,    3.43
 29,  14,  2, 1,   16.02,   -3.65,  -18.62,    6.14,    9.00,   -0.00,    0.17,    4.57
 15,  14,  3, 1,   15.93,   -3.91,  -18.74,    8.18,   15.00,    0.95,    0.11,    8.56
 18,  14,  4, 1,   15.89,   -3.95,  -18.62,   -3.12,    9.00,   -1.24,    0.13,    3.81
 81,  14,  5, 1,   15.73,   -4.23,  -18.50,  -16.01,    4.00,   -2.77,    0.06,    1.98
 32,  28,  6, 1,   16.32,   -3.57,  -18.76,   25.80,   20.00,    2.16,    0.13,    4.06
 27,  28,  7, 1,   15.56,   -3.85,  -18.42,  -18.03,  -15.00,   -2.72,    0.07,    4.49
 85,  28,  8, 1,   15.65,   -4.49,  -18.50,  -20.93,   -9.00,   -2.59,    0.02,    2.23
 40,  28,  9, 1,   15.66,   -3.89,  -18.49,  -11.65,    1.00,   -1.66,    0.10,    3.62
 70,  28, 10, 1,   15.72,   -3.95,  -18.64,    2.81,   25.00,    0.95,    0.05,    2.29
 20,  56, 11, 1,   15.93,   -3.90,  -18.69,    1.44,   -3.00,   -0.63,    0.16,    4.92
 58,  56, 12, 1,   15.58,   -3.99,  -18.51,  -10.71,   -8.00,   -1.13,    0.14,    4.00
 66,  56, 13, 1,   15.84,   -3.94,  -18.70,    6.86,   18.00,    1.11,    0.09,    3.78
