# VP10   2013-02-26_15-26-58
# Elapsed time of measurement: 179 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 30,  14,  1, 1,   19.10,   -5.72,  -21.00,    5.60,   12.00,   -0.77,    0.09,    1.71
 20,  14,  2, 1,   19.08,   -5.81,  -20.99,    3.58,    7.00,   -0.91,    0.49,    2.07
 57,  14,  3, 1,   19.09,   -5.56,  -20.94,    4.47,    9.00,   -0.66,    0.22,    2.07
 38,  14,  4, 1,   18.94,   -5.85,  -20.87,   -3.91,    2.00,   -1.97,    0.71,    1.88
 10,  14,  5, 1,   18.92,   -6.17,  -20.81,  -15.48,   -7.00,   -4.13,    0.52,    2.28
 16,  28,  6, 1,   19.03,   -5.66,  -21.08,   14.71,   20.00,    1.24,    0.08,    2.08
 19,  28,  7, 1,   19.29,   -6.04,  -20.80,  -17.82,  -18.00,   -6.39,    0.11,    2.15
 68,  28,  8, 1,   19.30,   -5.90,  -20.71,  -16.81,  -13.00,   -6.23,    0.22,    2.11
 26,  28,  9, 1,   19.27,   -5.91,  -20.86,   -9.38,   -5.00,   -4.72,    0.09,    2.91
 84,  28, 10, 1,   18.99,   -5.90,  -21.00,    8.65,   16.00,    0.77,    0.16,    1.98
 15,  56, 11, 1,   19.06,   -5.90,  -20.86,   -7.37,   -3.00,   -3.38,    0.09,    2.03
  4,  56, 12, 1,   18.77,   -5.85,  -20.82,   -7.47,  -10.00,   -1.99,    0.14,    2.07
 27,  56, 13, 1,   19.04,   -5.78,  -21.05,    8.65,   13.00,    0.13,    0.50,    1.98
 11,  56, 14, 1,   18.81,   -5.91,  -20.92,   -0.79,    1.00,   -0.77,    0.12,    2.35
  9,  56, 15, 1,   18.90,   -6.03,  -20.85,  -11.87,   -9.00,   -3.29,    0.24,    1.93
 56,   0, 16, 1,   19.04,   -5.66,  -20.77,   -7.78,   -5.70,   -3.19,    0.06,    2.12
 62,   0, 17, 1,   19.22,   -5.73,  -20.78,   -9.58,   -5.70,   -4.36,    0.16,    2.13
 40,  14,  1, 1,   18.96,   -5.71,  -20.98,    7.48,   12.00,    0.21,    0.09,    1.92
 45,  14,  2, 1,   19.01,   -5.63,  -20.91,    1.87,    7.00,   -0.93,    0.10,    1.94
 73,  14,  3, 1,   18.93,   -5.93,  -20.97,    4.05,    9.00,    0.12,    0.15,    2.00
 69,  14,  4, 1,   19.20,   -5.74,  -20.89,   -3.66,    2.00,   -2.93,    0.07,    2.85
 79,  14,  5, 1,   19.27,   -6.08,  -20.80,  -16.05,   -7.00,   -5.75,    0.17,    2.07
 76,  28,  6, 1,   19.00,   -5.96,  -21.10,   13.52,   20.00,    1.58,    0.38,    2.32
  5,  28,  7, 1,   18.85,   -5.94,  -20.69,  -17.36,  -18.00,   -4.38,    0.16,    1.95
 54,  28,  8, 1,   19.12,   -5.70,  -20.70,  -14.95,  -13.00,   -5.23,    0.22,    1.93
 71,  28,  9, 1,   19.16,   -5.96,  -20.83,   -7.91,   -5.00,   -3.48,    0.10,    1.95
  3,  28, 10, 1,   18.89,   -5.46,  -21.05,   12.02,   16.00,    1.47,    0.44,    1.92
 14,  56, 11, 1,   19.00,   -5.84,  -20.89,   -3.56,   -3.00,   -2.30,    0.11,    1.99
 53,  56, 12, 1,   19.08,   -5.79,  -20.70,  -13.57,  -10.00,   -4.60,    0.36,    1.94
 85,  56, 13, 1,   19.13,   -5.84,  -21.05,   13.64,   13.00,    0.89,    0.40,    1.89
 39,  56, 14, 1,   18.99,   -5.73,  -20.90,    0.11,    1.00,   -1.37,    0.14,    1.97
 25,  56, 15, 1,   19.38,   -5.99,  -20.81,  -14.24,   -9.00,   -6.21,    1.05,    2.00
 70,   0, 16, 1,   19.22,   -5.92,  -20.79,  -11.71,   -5.70,   -4.60,    0.12,    2.11
 47,   0, 17, 1,   18.99,   -5.73,  -20.82,   -5.74,   -5.70,   -2.52,    0.16,    1.94
 21,  14,  1, 1,   19.13,   -5.57,  -21.05,   12.45,   12.00,    0.59,    0.29,    2.08
 61,  14,  2, 1,   19.19,   -5.54,  -20.92,    2.00,    7.00,   -1.60,    0.24,    1.99
 63,  14,  3, 1,   19.04,   -5.61,  -20.93,    2.08,    9.00,   -0.71,    0.14,    2.02
 81,  14,  4, 1,   19.04,   -5.87,  -20.87,   -1.64,    2.00,   -1.40,    0.53,    1.96
 17,  14,  5, 1,   19.18,   -6.04,  -20.85,  -13.68,   -7.00,   -4.96,    0.61,    2.44
 31,  28,  6, 1,   19.04,   -5.67,  -21.04,   12.66,   20.00,    0.88,    0.23,    2.01
 36,  28,  7, 1,   19.14,   -6.01,  -20.68,  -20.65,  -18.00,   -6.56,    0.18,    2.04
 75,  28,  8, 1,   19.19,   -6.23,  -20.78,  -16.46,  -13.00,   -5.34,    0.12,    2.13
  2,  28,  9, 1,   18.81,   -5.67,  -20.93,   -0.03,   -5.00,   -0.51,    0.16,    1.93
 49,  28, 10, 1,   18.97,   -5.45,  -20.95,    9.04,   16.00,    1.04,    0.27,    2.10
 37,  56, 11, 1,   19.09,   -5.85,  -20.82,   -6.98,   -3.00,   -3.49,    0.14,    1.94
  1,  56, 12, 1,   18.86,   -6.04,  -20.86,  -11.70,  -10.00,   -3.14,    0.08,    1.94
 67,  56, 13, 1,   19.15,   -5.57,  -20.98,    7.62,   13.00,   -0.14,    0.16,    1.93
 29,  56, 14, 1,   19.11,   -5.78,  -20.96,    0.33,    1.00,   -1.78,    0.14,    1.89
 59,  56, 15, 1,   19.19,   -5.69,  -20.78,  -11.14,   -9.00,   -4.59,    0.07,    1.86
 44,   0, 16, 1,   18.95,   -5.74,  -20.79,   -7.26,   -5.70,   -2.70,    0.57,    1.98
 74,   0, 17, 1,   19.11,   -6.07,  -20.87,   -8.49,   -5.70,   -3.27,    0.66,    2.23
 60,  14,  1, 1,   19.19,   -5.53,  -20.92,    2.08,   12.00,   -1.68,    0.05,    2.87
 55,  14,  2, 1,   19.04,   -5.60,  -20.90,    2.03,    7.00,   -1.04,    0.63,    1.96
 18,  14,  3, 1,   19.01,   -5.71,  -21.04,    9.77,    9.00,    0.64,    0.15,    2.05
 83,  14,  4, 1,   18.97,   -6.06,  -20.85,   -3.25,    2.00,   -1.45,    0.45,    1.90
 48,  14,  5, 1,   19.04,   -5.89,  -20.73,  -15.33,   -7.00,   -4.76,    0.23,    2.01
 50,  28,  6, 1,   19.14,   -5.39,  -21.03,   14.73,   20.00,    1.21,    0.15,    2.09
 23,  28,  7, 1,   19.06,   -6.02,  -20.77,  -16.22,  -18.00,   -5.29,    0.13,    2.17
 82,  28,  8, 1,   19.11,   -6.11,  -20.74,  -14.31,  -13.00,   -4.53,    0.12,    2.03
 77,  28,  9, 1,   19.20,   -6.10,  -20.91,   -6.13,   -5.00,   -3.05,    0.12,    2.05
 78,  28, 10, 1,   18.98,   -6.02,  -21.03,    9.52,   16.00,    1.08,    0.17,    2.09
  6,  56, 11, 1,   18.78,   -5.81,  -20.90,   -0.24,   -3.00,   -0.36,    0.15,    1.96
 80,  56, 12, 1,   19.12,   -5.96,  -20.79,  -10.00,  -10.00,   -3.69,    0.30,    1.83
