# VP05   2013-02-26_16-30-59
# Elapsed time of measurement: 278 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 78,  14,  1, 1,   18.15,   -2.39,  -19.45,   22.79,   19.00,    1.70,    0.12,    3.36
 14,  14,  2, 1,   17.92,   -2.25,  -19.34,   18.51,   20.00,    2.85,    0.03,    3.34
 62,  14,  3, 1,   18.03,   -3.09,  -19.12,   -4.53,    9.00,   -1.41,    0.17,    3.90
 54,  14,  4, 1,   18.06,   -2.95,  -18.98,   -9.70,   15.00,   -1.75,    0.23,    4.08
 16,  14,  5, 1,   17.81,   -3.06,  -19.00,   -9.57,   18.00,   -1.01,    0.16,    6.62
 37,  28,  6, 1,   17.99,   -2.44,  -19.23,    8.63,    0.00,    1.38,    0.07,    3.38
 49,  28,  7, 1,   17.73,   -2.89,  -19.15,    3.90,   10.00,    1.86,    0.09,    2.23
 75,  28,  8, 1,   18.04,   -2.99,  -19.06,   -5.32,   18.00,   -1.48,    0.20,    1.90
 85,  28,  9, 1,   18.25,   -2.99,  -19.00,  -18.49,   13.00,   -5.28,    0.25,    2.59
 63,  28, 10, 1,   17.82,   -3.19,  -18.82,  -24.69,   29.00,   -4.23,    0.57,    4.70
 57,  56, 11, 1,   18.10,   -2.82,  -19.17,   -0.51,  -11.00,   -0.59,    0.34,    2.09
  6,  56, 12, 1,   17.84,   -2.85,  -19.01,   -9.07,  -13.00,   -1.35,    0.33,    1.97
 53,  56, 13, 1,   17.89,   -3.00,  -18.79,  -25.70,   -1.00,   -4.35,    0.17,    5.92
 11,  56, 14, 1,   18.06,   -2.20,  -19.38,   15.17,   43.00,    2.14,    0.26,    4.96
 84,  56, 15, 1,   18.35,   -2.93,  -19.18,   -5.59,   45.00,   -3.02,    0.22,    2.71
 76,   0, 16, 1,   18.17,   -2.85,  -19.14,   -2.71,   -5.70,   -1.60,    0.15,    2.08
 48,   0, 17, 1,   17.84,   -3.03,  -18.98,  -10.28,   -5.70,   -1.09,    0.27,    3.74
 79,  14,  1, 1,   18.19,   -2.30,  -19.43,   23.16,   19.00,    1.71,    0.18,    1.30
  1,  14,  2, 1,   18.35,   -2.48,  -19.62,   27.27,   20.00,    0.85,    0.24,    2.92
 25,  14,  3, 1,   17.72,   -3.14,  -19.05,   -4.13,    9.00,    0.60,    0.09,    3.16
 31,  14,  4, 1,   17.86,   -3.34,  -18.85,  -19.90,   15.00,   -2.56,    0.28,    2.57
 18,  14,  5, 1,   18.14,   -3.05,  -19.13,   -8.55,   18.00,   -1.88,    0.11,    8.95
  8,  28,  6, 1,   17.82,   -2.68,  -19.21,    7.35,    0.00,    1.48,    0.10,    2.29
 33,  28,  7, 1,   17.79,   -2.88,  -19.21,    2.99,   10.00,    1.57,    0.17,    2.60
 82,  28,  8, 1,   18.26,   -3.07,  -19.14,   -4.01,   18.00,   -1.98,    0.27,    2.91
 22,  28,  9, 1,   17.89,   -2.90,  -18.94,  -14.96,   13.00,   -2.09,    0.33,    2.45
 65,  28, 10, 1,   18.21,   -3.27,  -19.11,   -7.81,   29.00,   -2.39,    0.20,    2.66
 77,  56, 11, 1,   18.14,   -2.93,  -19.08,   -8.68,  -11.00,   -2.44,    0.21,    2.02
 28,  56, 12, 1,   17.88,   -3.17,  -18.87,  -18.45,  -13.00,   -2.72,    0.22,    1.73
 74,  56, 13, 1,   18.10,   -2.92,  -18.90,  -19.80,   -1.00,   -4.69,    0.17,    2.50
 64,  56, 14, 1,   18.05,   -3.13,  -19.27,    6.43,   43.00,    0.47,    0.42,    5.98
 17,  56, 15, 1,   17.96,   -2.59,  -19.30,    9.78,   45.00,    2.40,    0.44,    6.75
 35,   0, 16, 1,   18.02,   -3.13,  -18.90,  -19.79,   -5.70,   -3.54,    0.22,    3.45
 38,   0, 17, 1,   17.91,   -2.76,  -19.02,   -6.32,   -5.70,   -0.49,    0.06,    2.27
 59,  14,  1, 1,   17.98,   -2.46,  -19.41,   21.39,   19.00,    2.17,    0.42,    3.13
 47,  14,  2, 1,   17.72,   -2.87,  -19.21,    8.10,   20.00,    2.41,    0.02,    2.32
 45,  14,  3, 1,   17.80,   -3.09,  -18.97,  -10.62,    9.00,   -0.75,    0.14,    3.58
 13,  14,  4, 1,   17.80,   -2.73,  -18.99,   -8.10,   15.00,   -0.83,    0.11,    4.22
 46,  14,  5, 1,   17.75,   -3.48,  -18.80,  -25.42,   18.00,   -2.82,    0.52,    4.83
 71,  28,  6, 1,   18.21,   -2.85,  -19.43,   11.80,    0.00,    0.40,    0.28,    3.10
 10,  28,  7, 1,   17.95,   -2.70,  -19.13,   -1.16,   10.00,   -0.24,    0.12,    2.38
  3,  28,  8, 1,   17.83,   -2.78,  -19.23,    6.81,   18.00,    1.51,    0.25,    2.18
 12,  28,  9, 1,   17.72,   -2.63,  -19.07,   -7.10,   13.00,   -0.09,    0.32,    3.63
 34,  28, 10, 1,   17.94,   -3.24,  -18.90,  -17.84,   29.00,   -2.78,    0.14,    2.66
 36,  56, 11, 1,   17.98,   -2.89,  -19.11,   -4.38,  -11.00,   -0.43,    0.13,    2.14
 27,  56, 12, 1,   17.88,   -3.20,  -18.89,  -19.43,  -13.00,   -3.01,    0.23,    2.52
