# VP09   2013-02-27_13-45-52
# Elapsed time of measurement: 340 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 83,  14,  1, 1,   18.18,   -5.69,  -20.17,   13.72,   12.00,    2.50,    0.22,    2.41
 34,  14,  2, 1,   18.22,   -6.12,  -20.28,    8.34,    9.00,    2.19,    0.30,    2.54
 55,  14,  3, 1,   18.87,   -5.75,  -20.29,    7.73,   15.00,    0.15,    0.13,    3.30
 53,  14,  4, 1,   18.54,   -5.94,  -20.14,   -4.79,    9.00,   -1.44,    0.16,    3.02
 29,  14,  5, 1,   17.73,   -5.90,  -19.76,  -26.96,    4.00,   -4.85,    0.14,    5.64
  1,  28,  6, 1,   18.68,   -5.72,  -20.23,   24.53,   20.00,    3.25,    0.23,    3.40
 46,  28,  7, 1,   18.28,   -6.08,  -20.09,  -15.73,  -15.00,   -2.90,    0.12,    7.14
 41,  28,  8, 1,   18.05,   -6.17,  -20.03,  -17.32,   -9.00,   -2.68,    0.15,    4.36
 61,  28,  9, 1,   17.57,   -6.27,  -20.09,  -16.42,    1.00,    0.72,    0.12,    5.48
  2,  28, 10, 1,   18.81,   -5.87,  -20.12,    6.36,   25.00,   -0.46,    0.14,    3.38
 13,  56, 11, 1,   18.48,   -5.57,  -19.97,   -2.93,   -3.00,   -0.75,    0.24,    4.51
 26,  56, 12, 1,   18.07,   -6.42,  -20.10,  -10.02,   -8.00,   -1.52,    0.16,    3.60
  8,  56, 13, 1,   18.58,   -5.85,  -20.10,    9.87,   18.00,    1.54,    0.25,    3.76
 50,  56, 14, 1,   18.20,   -5.98,  -20.05,   -4.90,    7.00,    0.21,    0.23,    4.76
 69,  56, 15, 1,   17.41,   -6.30,  -19.82,  -23.97,    0.00,   -2.12,    0.41,    6.99
 54,   0, 16, 1,   18.74,   -6.17,  -20.27,   -1.87,   -5.70,   -1.62,    0.06,    4.04
 59,   0, 17, 1,   18.33,   -6.03,  -20.29,   -1.84,   -5.70,    0.73,    0.07,    5.27
 85,  14,  1, 1,   18.41,   -5.48,  -20.14,   19.94,   12.00,    3.09,    0.15,    3.58
  7,  14,  2, 1,   18.45,   -5.83,  -20.15,    9.34,    9.00,    1.26,    0.18,    3.10
 19,  14,  3, 1,   18.58,   -6.21,  -20.21,    6.83,   15.00,    2.13,    0.12,    5.13
 24,  14,  4, 1,   17.99,   -6.25,  -20.10,   -5.41,    9.00,    0.91,    0.23,    2.86
 64,  14,  5, 1,   17.71,   -5.96,  -20.06,  -16.95,    4.00,   -1.40,    0.10,    4.02
 63,  28,  6, 1,   18.60,   -5.66,  -20.39,   22.32,   20.00,    4.05,    0.14,    3.40
 74,  28,  7, 1,   17.53,   -6.47,  -19.95,  -16.43,  -15.00,    0.05,    0.14,    3.61
 39,  28,  8, 1,   17.51,   -6.86,  -19.97,  -28.52,   -9.00,   -1.49,    0.10,    4.54
 70,  28,  9, 1,   17.87,   -6.06,  -20.09,  -12.65,    1.00,   -1.18,    0.26,    2.70
 31,  28, 10, 1,   18.11,   -5.90,  -20.19,    4.85,   25.00,    1.78,    0.04,    4.31
 68,  56, 11, 1,   18.57,   -5.67,  -20.24,    0.72,   -3.00,   -0.40,    0.17,    4.03
 47,  56, 12, 1,   18.28,   -6.01,  -20.08,  -16.40,   -8.00,   -3.32,    0.12,    2.09
 75,  56, 13, 1,   18.33,   -6.08,  -20.18,    4.45,   18.00,    1.62,    0.28,    3.88
 77,  56, 14, 1,   18.03,   -6.35,  -20.16,   -5.08,    7.00,    0.68,    0.51,    4.10
 10,  56, 15, 1,   18.00,   -6.10,  -19.89,  -17.77,    0.00,   -2.25,    0.27,    3.95
 79,   0, 16, 1,   17.64,   -5.72,  -20.07,   -2.17,   -5.70,    1.26,    0.10,    4.87
 60,   0, 17, 1,   18.43,   -6.06,  -20.29,   -2.38,   -5.70,    0.21,    0.09,    3.10
 20,  14,  1, 1,   18.90,   -5.99,  -20.20,   13.54,   12.00,    2.17,    0.17,    4.95
 58,  14,  2, 1,   18.56,   -5.88,  -20.33,    5.17,    9.00,    0.65,    0.29,    2.65
 67,  14,  3, 1,   18.56,   -5.67,  -20.32,   10.04,   15.00,    2.01,    0.37,    4.53
 81,  14,  4, 1,   17.62,   -5.71,  -20.04,   -5.97,    9.00,    0.75,    0.27,    3.55
 43,  14,  5, 1,   17.62,   -5.96,  -19.98,  -12.05,    4.00,    1.21,    0.20,    3.40
 38,  28,  6, 1,   18.93,   -6.37,  -20.36,   25.94,   20.00,    2.51,    0.21,    3.45
 76,  28,  7, 1,   17.71,   -6.35,  -19.97,  -15.17,  -15.00,   -0.62,    0.06,    6.29
 28,  28,  8, 1,   17.44,   -6.81,  -19.89,  -19.25,   -9.00,   -0.23,    0.15,    3.80
 57,  28,  9, 1,   17.84,   -5.94,  -20.08,  -15.81,    1.00,   -0.99,    0.28,    4.66
 35,  28, 10, 1,   18.17,   -5.99,  -20.29,    5.40,   25.00,    1.99,    0.23,    2.94
 82,  56, 11, 1,   17.79,   -5.69,  -20.13,    0.84,   -3.00,    1.70,    0.26,    1.91
 15,  56, 12, 1,   18.47,   -6.08,  -20.01,  -12.40,   -8.00,   -2.99,    0.56,    4.53
 23,  56, 13, 1,   18.50,   -6.21,  -20.22,    9.34,   18.00,    1.95,    0.25,    2.80
 49,  56, 14, 1,   18.24,   -6.18,  -20.18,   -7.15,    7.00,   -0.42,    0.20,    4.41
 84,  56, 15, 1,   17.01,   -6.21,  -19.84,  -22.73,    0.00,    0.28,    0.37,    3.66
 37,   0, 16, 1,   18.36,   -6.18,  -20.17,   -5.33,   -5.70,   -0.78,    0.09,    8.95
  9,   0, 17, 1,   18.12,   -6.15,  -20.06,   -3.65,   -5.70,    1.08,    0.10,    3.57
 33,  14,  1, 1,   18.19,   -6.13,  -20.27,   17.13,   12.00,    3.63,    0.31,    2.68
 21,  14,  2, 1,   18.52,   -6.01,  -20.13,    7.35,    9.00,    2.23,    0.31,    3.98
 78,  14,  3, 1,   17.68,   -5.53,  -19.99,    2.95,   15.00,    2.76,    0.20,    4.84
 44,  14,  4, 1,   18.73,   -5.65,  -20.08,   -5.79,    9.00,   -2.13,    0.23,    4.55
 72,  14,  5, 1,   17.40,   -6.27,  -19.95,  -19.07,    4.00,   -0.58,    0.19,    5.05
 45,  28,  6, 1,   19.19,   -5.91,  -20.39,   24.71,   20.00,    2.51,    0.28,    3.70
 40,  28,  7, 1,   17.35,   -6.81,  -19.92,  -29.27,  -15.00,   -1.46,    0.09,    2.59
 32,  28,  8, 1,   17.43,   -6.32,  -19.97,  -19.25,   -9.00,   -0.65,    0.18,    2.81
 30,  28,  9, 1,   17.62,   -6.30,  -20.02,  -11.73,    1.00,    0.30,    0.17,    6.29
  5,  28, 10, 1,   18.69,   -5.72,  -20.08,    6.06,   25.00,    0.04,    0.20,    4.06
 22,  56, 11, 1,   18.38,   -6.24,  -20.09,    0.15,   -3.00,    0.87,    0.15,    3.51
 71,  56, 12, 1,   17.99,   -6.05,  -20.06,   -9.24,   -8.00,   -1.05,    0.28,    2.61
 18,  56, 13, 1,   18.90,   -6.21,  -20.23,    8.96,   18.00,    0.09,    0.25,    1.81
  3,  56, 14, 1,   18.49,   -5.77,  -20.02,   -6.89,    7.00,   -2.00,    0.30,    2.81
 25,  56, 15, 1,   17.74,   -6.55,  -19.89,  -21.12,    0.00,   -2.18,    0.16,    3.11
  4,   0, 16, 1,   18.52,   -5.58,  -20.03,   -3.51,   -5.70,   -1.41,    0.06,    4.00
 14,   0, 17, 1,   18.49,   -5.97,  -20.03,   -5.52,   -5.70,   -1.38,    0.05,    5.20
 66,  14,  1, 1,   18.71,   -5.66,  -20.31,   18.29,   12.00,    3.17,    0.53,    4.62
 36,  14,  2, 1,   18.25,   -6.04,  -20.32,    6.79,    9.00,    1.98,    0.22,    2.59
 17,  14,  3, 1,   18.83,   -6.04,  -20.17,    7.48,   15.00,    0.21,    0.14,    2.83
  6,  14,  4, 1,   18.03,   -6.04,  -19.97,  -10.28,    9.00,   -0.67,    0.22,    3.01
 80,  14,  5, 1,   17.18,   -6.42,  -19.97,  -19.59,    4.00,    0.54,    0.15,    5.16
 48,  28,  6, 1,   19.24,   -6.03,  -20.38,   22.37,   20.00,    1.78,    0.19,    4.65
 65,  28,  7, 1,   17.67,   -6.00,  -20.04,  -16.66,  -15.00,   -1.55,    0.31,    2.65
 16,  28,  8, 1,   18.31,   -6.21,  -19.92,  -17.60,   -9.00,   -3.59,    0.29,    2.79
 56,  28,  9, 1,   18.03,   -5.92,  -20.16,  -11.90,    1.00,   -0.87,    0.48,    3.36
 73,  28, 10, 1,   18.35,   -6.02,  -20.13,   -1.67,   25.00,    0.24,    0.12,    2.93
 62,  56, 11, 1,   18.13,   -5.88,  -20.26,   -1.17,   -3.00,    1.12,    0.23,    3.59
 51,  56, 12, 1,   18.54,   -5.75,  -20.01,  -15.88,   -8.00,   -4.52,    0.25,    5.91
 52,  56, 13, 1,   18.83,   -5.91,  -20.24,    4.54,   18.00,   -0.42,    0.19,    2.81
 12,  56, 14, 1,   18.27,   -5.86,  -19.99,   -7.73,    7.00,   -1.42,    0.09,    3.19
 11,  56, 15, 1,   17.98,   -6.03,  -19.92,  -17.62,    0.00,   -2.27,    0.12,    1.58
 27,   0, 16, 1,   17.88,   -6.79,  -20.15,   -6.14,   -5.70,    0.75,    0.09,    6.61
 42,   0, 17, 1,   18.36,   -6.17,  -20.21,   -2.68,   -5.70,   -0.02,    0.09,    7.35
