# VP03   2013-02-21_15-18-57
# Elapsed time of measurement: 272 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 24,  14,  1, 1,   17.28,   -7.25,  -18.21,   13.33,   13.00,    3.06,    0.05,    2.71
 25,  14,  2, 1,   17.18,   -7.26,  -18.09,    0.06,   -4.00,    2.66,    0.06,    2.60
  3,  14,  3, 1,   17.43,   -7.22,  -18.16,    4.59,    2.00,    1.37,    0.12,    2.99
 61,  14,  4, 1,   17.27,   -7.07,  -18.07,   -1.26,   -4.00,    1.89,    0.03,    2.30
 59,  14,  5, 1,   17.18,   -7.01,  -18.18,   14.23,    8.00,    4.12,    0.08,    2.55
  1,  14,  6, 1,   17.48,   -7.29,  -18.07,   -4.15,    9.00,   -0.12,    0.09,    2.82
 31,  28,  7, 1,   17.15,   -7.22,  -18.09,   -1.20,   -9.00,    2.75,    0.04,    2.33
  7,  28,  8, 1,   17.42,   -7.14,  -18.11,    3.69,   -1.00,    1.36,    0.09,    2.56
  8,  28,  9, 1,   17.41,   -7.11,  -18.20,   10.53,    6.00,    2.29,    0.07,    2.25
 56,  28, 10, 1,   17.08,   -7.08,  -18.00,   -6.85,  -17.00,    2.45,    0.16,    2.76
 11,  28, 11, 1,   17.29,   -7.10,  -18.12,    4.01,   -4.00,    2.60,    0.11,    2.63
 64,  28, 12, 1,   17.26,   -7.00,  -18.07,   -0.42,    4.00,    1.99,    0.02,    3.33
  6,  56, 13, 1,   17.35,   -7.18,  -18.08,   -3.30,   -6.00,    0.95,    0.06,    2.11
 18,  56, 14, 1,   17.21,   -7.17,  -18.12,    1.39,   -2.00,    2.83,    0.07,    2.38
 91,  56, 15, 1,   17.33,   -6.97,  -18.11,    4.54,    3.00,    2.86,    0.05,    2.54
 37,  56, 16, 1,   17.19,   -7.18,  -18.18,    9.26,    4.00,    3.51,    0.07,    2.45
 60,  56, 17, 1,   17.23,   -7.14,  -17.93,  -10.41,  -19.00,    1.08,    0.22,    2.84
 53,  56, 18, 1,   17.12,   -6.95,  -17.99,   -3.61,   -9.00,    2.44,    0.07,    2.68
 14,   0, 19, 1,   17.38,   -7.01,  -18.09,   -1.07,   -5.70,    1.44,    0.09,    2.47
 27,   0, 20, 1,   17.14,   -7.32,  -18.08,   -1.83,   -5.70,    2.75,    0.08,    2.34
 90,  14,  1, 1,   17.41,   -6.95,  -18.22,   16.17,   13.00,    3.60,    0.09,    2.73
 21,  14,  2, 1,   17.20,   -7.20,  -18.12,    1.45,   -4.00,    2.82,    0.12,    2.53
 47,  14,  3, 1,   17.34,   -6.82,  -18.16,   11.01,    2.00,    3.17,    0.10,    4.85
 29,  14,  4, 1,   17.13,   -7.30,  -18.03,   -6.23,   -4.00,    2.27,    0.08,    2.59
 95,  14,  5, 1,   17.59,   -6.78,  -18.14,    7.61,    8.00,    1.92,    0.10,    2.63
 87,  14,  6, 1,   17.42,   -6.91,  -18.11,    3.76,    9.00,    1.97,    0.07,    2.62
  5,  28,  7, 1,   17.37,   -7.17,  -18.08,   -3.49,   -9.00,    0.91,    0.11,    2.45
 44,  28,  8, 1,   17.06,   -7.31,  -18.09,   -1.11,   -1.00,    3.08,    0.07,    1.74
100,  28,  9, 1,   17.51,   -7.00,  -18.16,   13.11,    6.00,    2.71,    0.09,    2.50
 34,  28, 10, 1,   17.17,   -7.30,  -18.01,   -8.22,  -17.00,    1.85,    0.11,    2.55
 33,  28, 11, 1,   17.17,   -7.24,  -18.11,    0.63,   -4.00,    2.81,    0.09,    2.30
  4,  28, 12, 1,   17.38,   -7.20,  -18.12,    0.68,    4.00,    1.31,    0.13,    2.46
 96,  56, 13, 1,   17.42,   -6.84,  -18.06,    0.84,   -6.00,    1.99,    0.16,    2.93
 89,  56, 14, 1,   17.42,   -6.94,  -18.08,    2.93,   -2.00,    1.85,    0.16,    2.73
 32,  56, 15, 1,   17.22,   -7.23,  -18.16,    6.01,    3.00,    3.02,    0.01,    2.28
 63,  56, 16, 1,   17.32,   -6.96,  -18.14,    6.64,    4.00,    2.52,    0.12,    1.96
 73,  56, 17, 1,   17.29,   -7.12,  -17.90,  -15.58,  -19.00,    0.15,    0.04,    3.17
 38,  56, 18, 1,   17.12,   -7.22,  -18.08,   -2.72,   -9.00,    2.76,    0.12,    2.44
 84,   0, 19, 1,   17.43,   -7.00,  -18.05,   -1.27,   -5.70,    1.03,    0.05,    3.68
 82,   0, 20, 1,   17.40,   -7.02,  -18.07,   -0.19,   -5.70,    1.40,    0.03,    2.22
 55,  14,  1, 1,   17.38,   -6.80,  -18.19,   18.86,   13.00,    3.69,    0.06,    2.67
 71,  14,  2, 1,   17.33,   -6.90,  -18.19,    6.67,   -4.00,    2.64,    0.12,    3.02
 99,  14,  3, 1,   17.40,   -7.00,  -18.15,    6.35,    2.00,    2.54,    0.07,    2.98
 48,  14,  4, 1,   17.15,   -6.93,  -18.05,   -0.62,   -4.00,    2.69,    0.07,    3.02
 50,  14,  5, 1,   17.24,   -6.91,  -18.12,    7.62,    8.00,    3.20,    0.04,    3.38
 28,  14,  6, 1,   17.14,   -7.32,  -18.08,   -1.14,    9.00,    2.73,    0.09,    2.03
 74,  28,  7, 1,   17.41,   -6.99,  -18.05,   -2.48,   -9.00,    0.94,    0.08,    2.39
 20,  28,  8, 1,   17.17,   -7.19,  -18.07,   -1.78,   -1.00,    2.61,    0.03,    2.35
 78,  28,  9, 1,   17.48,   -6.92,  -18.15,    8.82,    6.00,    2.10,    0.11,    2.35
 81,  28, 10, 1,   17.22,   -7.10,  -17.96,   -8.62,  -17.00,    1.32,    0.10,    2.69
 57,  28, 11, 1,   17.17,   -6.99,  -18.09,    2.96,   -4.00,    3.04,    0.13,    2.93
 51,  28, 12, 1,   17.25,   -6.88,  -18.13,    7.35,    4.00,    3.18,    0.05,    2.34
 43,  56, 13, 1,   17.09,   -7.28,  -18.07,   -1.23,   -6.00,    2.89,    0.09,    2.42
 36,  56, 14, 1,   17.17,   -7.22,  -18.13,    2.62,   -2.00,    2.98,    0.06,    2.40
 15,  56, 15, 1,   17.35,   -7.06,  -18.15,    6.34,    3.00,    2.43,    0.03,    2.26
 62,  56, 16, 1,   17.31,   -6.97,  -18.15,    6.42,    4.00,    2.59,    0.09,    3.10
 69,  56, 17, 1,   17.12,   -7.19,  -17.92,  -13.22,  -19.00,    1.38,    0.13,    2.34
 92,  56, 18, 1,   17.24,   -7.02,  -18.05,   -2.80,   -9.00,    2.43,    0.08,    2.50
 72,   0, 19, 1,   17.30,   -6.98,  -18.05,   -1.47,   -5.70,    1.73,    0.03,    3.20
 65,   0, 20, 1,   17.23,   -7.04,  -18.05,   -3.58,   -5.70,    1.84,    0.08,    3.65
  9,  14,  1, 1,   17.43,   -7.05,  -18.24,   19.64,   13.00,    3.13,    0.05,    7.20
 97,  14,  2, 1,   17.31,   -7.00,  -18.05,   -0.69,   -4.00,    2.18,    0.06,    3.72
 86,  14,  3, 1,   17.60,   -6.89,  -18.19,   13.54,    2.00,    2.07,    0.11,    3.45
 23,  14,  4, 1,   17.09,   -7.30,  -18.03,   -6.73,   -4.00,    2.56,    0.06,    2.56
 98,  14,  5, 1,   17.45,   -6.90,  -18.13,    6.32,    8.00,    2.43,    0.03,    3.39
 93,  14,  6, 1,   17.40,   -6.93,  -18.12,    3.48,    9.00,    2.41,    0.11,    2.47
 77,  28,  7, 1,   17.32,   -7.07,  -18.01,   -5.55,   -9.00,    1.05,    0.15,    2.55
 42,  28,  8, 1,   17.16,   -7.24,  -18.10,    1.63,   -1.00,    2.84,    0.07,    2.98
 30,  28,  9, 1,   17.21,   -7.22,  -18.18,    9.21,    6.00,    3.37,    0.04,    2.39
 66,  28, 10, 1,   17.22,   -7.18,  -17.98,  -12.44,  -17.00,    0.91,    0.11,    3.59
 54,  28, 11, 1,   17.24,   -6.85,  -18.06,    4.01,   -4.00,    2.82,    0.10,    2.86
 85,  28, 12, 1,   17.49,   -7.00,  -18.17,    7.38,    4.00,    1.79,    0.07,    2.22
 10,  56, 13, 1,   17.31,   -7.12,  -18.08,    0.64,   -6.00,    2.13,    0.14,    3.53
 79,  56, 14, 1,   17.42,   -6.93,  -18.07,    0.68,   -2.00,    1.41,    0.12,    2.54
 94,  56, 15, 1,   17.52,   -6.80,  -18.14,    6.54,    3.00,    2.17,    0.14,    2.53
 75,  56, 16, 1,   17.46,   -6.92,  -18.15,    8.27,    4.00,    2.06,    0.04,    2.47
 83,  56, 17, 1,   17.32,   -7.09,  -17.91,  -15.54,  -19.00,   -0.12,    0.21,    3.02
 70,  56, 18, 1,   17.27,   -7.05,  -18.05,   -0.49,   -9.00,    1.98,    0.10,    2.41
 45,   0, 19, 1,   17.05,   -7.26,  -18.07,   -1.39,   -5.70,    3.12,    0.07,    2.93
 88,   0, 20, 1,   17.31,   -7.00,  -18.06,   -1.33,   -5.70,    1.96,    0.05,    2.93
 17,  14,  1, 1,   17.24,   -7.15,  -18.23,   15.86,   13.00,    3.84,    0.10,    2.61
 40,  14,  2, 1,   17.06,   -7.30,  -18.09,   -1.36,   -4.00,    3.19,    0.07,    2.33
 67,  14,  3, 1,   17.31,   -6.99,  -18.18,    9.44,    2.00,    3.06,    0.11,    2.96
 35,  14,  4, 1,   17.20,   -7.25,  -18.05,   -4.12,   -4.00,    2.10,    0.08,    2.19
 46,  14,  5, 1,   17.20,   -7.04,  -18.18,    8.77,    8.00,    3.50,    0.12,    2.68
  2,  14,  6, 1,   17.49,   -7.29,  -18.08,   -3.96,    9.00,   -0.13,    0.05,    1.42
 22,  28,  7, 1,   17.14,   -7.23,  -18.09,   -1.29,   -9.00,    2.84,    0.11,    2.43
 49,  28,  8, 1,   17.23,   -6.92,  -18.09,    4.71,   -1.00,    2.95,    0.07,    2.64
 26,  28,  9, 1,   17.20,   -7.26,  -18.17,    6.85,    6.00,    3.21,    0.08,    2.70
 13,  28, 10, 1,   17.25,   -7.17,  -17.97,  -10.47,  -17.00,    1.02,    0.08,    1.82
 58,  28, 11, 1,   17.16,   -6.99,  -18.09,    2.95,   -4.00,    3.16,    0.11,    1.55
 76,  28, 12, 1,   17.41,   -6.86,  -18.12,    5.25,    4.00,    1.93,    0.11,    2.89
 19,  56, 13, 1,   17.13,   -7.19,  -18.09,   -2.14,   -6.00,    2.82,    0.22,    2.48
 52,  56, 14, 1,   17.16,   -6.91,  -18.09,    3.10,   -2.00,    3.09,    0.12,    2.55
 80,  56, 15, 1,   17.48,   -6.88,  -18.12,    7.31,    3.00,    1.95,    0.09,    2.71
 39,  56, 16, 1,   17.16,   -7.22,  -18.11,    4.83,    4.00,    3.18,    0.05,    2.10
 12,  56, 17, 1,   17.24,   -7.15,  -18.02,  -10.19,  -19.00,    1.10,    0.17,    3.05
 41,  56, 18, 1,   17.03,   -7.34,  -18.05,   -4.92,   -9.00,    2.95,    0.08,    2.21
