# VP11   2013-02-27_14-43-24
# Elapsed time of measurement: 217 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56 => WFS with 14/28/56 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 80,  14,  1, 1,   17.50,   -5.75,  -19.11,    9.17,   19.00,    3.00,    0.69,    3.54
 11,  14,  2, 1,   17.69,   -5.37,  -19.20,    9.40,   13.87,    2.93,    0.23,    2.93
 70,  14,  3, 1,   17.26,   -5.77,  -18.92,  -11.76,   -4.95,    0.95,    0.36,    2.02
 16,  14,  4, 1,   17.30,   -5.91,  -18.85,  -20.14,   -6.20,   -0.74,    0.05,    2.36
  8,  14,  5, 1,   17.77,   -5.75,  -18.92,  -17.10,   -1.75,   -2.44,    0.06,    2.30
 77,  28,  6, 1,   17.40,   -5.78,  -19.06,   -3.00,    0.00,    1.76,    0.28,    1.59
 35,  28,  7, 1,   17.55,   -5.50,  -18.96,   -5.75,    1.87,    0.15,    0.25,    2.69
 51,  28,  8, 1,   17.30,   -5.87,  -18.88,  -13.55,    2.05,    0.29,    0.28,    1.86
 85,  28,  9, 1,   17.24,   -6.07,  -18.81,  -25.66,  -10.20,   -1.87,    0.34,    4.38
 47,  28, 10, 1,   17.39,   -5.89,  -18.77,  -20.31,    0.25,   -1.74,    0.21,    3.91
 58,  56, 11, 1,   17.48,   -5.68,  -18.92,  -11.48,  -11.00,   -0.72,    0.29,    1.78
 18,  56, 12, 1,   17.24,   -5.90,  -18.83,  -23.97,  -22.13,   -1.12,    0.21,    3.01
 48,  56, 13, 1,   17.31,   -5.98,  -18.83,  -25.23,  -14.95,   -2.05,    0.43,    1.83
 76,  56, 14, 1,   17.49,   -5.71,  -19.03,   -6.95,   14.80,    0.28,    0.23,    2.64
 43,  56, 15, 1,   17.39,   -5.62,  -18.98,   -2.92,   17.25,    1.81,    0.29,    2.04
 56,   0, 16, 1,   17.47,   -5.63,  -19.05,   -3.20,   -5.70,    0.90,    0.23,    2.22
 24,   0, 17, 1,   17.43,   -5.61,  -19.06,   -1.84,   -5.70,    1.78,    0.07,    2.22
 82,  14,  1, 1,   17.50,   -5.62,  -19.18,   10.32,   19.00,    3.29,    0.15,    5.20
 37,  14,  2, 1,   17.76,   -5.30,  -19.14,    7.11,   13.87,    2.02,    0.15,    3.59
 84,  14,  3, 1,   17.38,   -5.90,  -18.92,  -14.79,   -4.95,   -0.33,    0.07,    3.44
 63,  14,  4, 1,   17.10,   -6.04,  -18.78,  -20.38,   -6.20,    0.29,    0.47,    2.01
 54,  14,  5, 1,   17.12,   -5.94,  -18.80,  -22.87,   -1.75,   -0.59,    0.10,    1.89
 10,  28,  6, 1,   17.73,   -5.61,  -19.12,    0.62,    0.00,    0.97,    0.12,    2.22
 72,  28,  7, 1,   17.56,   -5.67,  -19.02,   -5.45,    1.87,    0.47,    0.30,    4.05
 45,  28,  8, 1,   17.23,   -5.89,  -18.95,  -13.47,    2.05,    0.70,    0.39,    2.12
 55,  28,  9, 1,   17.13,   -5.97,  -18.79,  -25.39,  -10.20,   -1.57,    0.22,    1.74
 26,  28, 10, 1,   17.50,   -5.70,  -18.89,  -18.46,    0.25,   -1.90,    0.49,    3.67
  4,  56, 11, 1,   17.76,   -5.68,  -19.04,   -8.02,  -11.00,   -0.95,    0.13,    2.20
  1,  56, 12, 1,   17.73,   -5.96,  -18.84,  -29.30,  -22.13,   -4.45,    0.37,    4.01
 75,  56, 13, 1,   17.26,   -6.04,  -18.79,  -28.87,  -14.95,   -2.17,    0.16,    1.93
 36,  56, 14, 1,   17.56,   -5.40,  -18.95,   -5.27,   14.80,    0.15,    0.26,    1.91
 13,  56, 15, 1,   17.58,   -5.71,  -19.05,   -5.67,   17.25,    0.34,    0.12,    2.19
 30,   0, 16, 1,   17.40,   -5.46,  -18.99,   -5.37,   -5.70,    1.24,    0.05,    3.58
  2,   0, 17, 1,   17.79,   -5.40,  -19.00,   -4.20,   -5.70,   -0.53,    0.16,    2.73
  9,  14,  1, 1,   17.70,   -5.59,  -19.31,   18.65,   19.00,    4.02,    0.28,    2.86
 25,  14,  2, 1,   17.63,   -5.46,  -19.13,    4.91,   13.87,    2.02,    0.24,    3.12
 49,  14,  3, 1,   17.26,   -5.89,  -18.89,  -15.84,   -4.95,   -0.02,    0.08,    2.03
 79,  14,  4, 1,   17.30,   -6.00,  -18.85,  -19.44,   -6.20,   -0.88,    0.31,    2.97
 64,  14,  5, 1,   17.04,   -5.98,  -18.79,  -19.95,   -1.75,    0.55,    0.07,    2.09
 22,  28,  6, 1,   17.47,   -5.56,  -19.02,    0.54,    0.00,    2.01,    0.16,    2.50
 33,  28,  7, 1,   17.49,   -5.43,  -18.88,   -7.94,    1.87,   -0.09,    0.16,    1.94
 67,  28,  8, 1,   17.58,   -5.88,  -18.90,  -14.18,    2.05,   -1.33,    0.43,    2.52
 61,  28,  9, 1,   17.04,   -6.02,  -18.72,  -27.85,  -10.20,   -1.27,    0.17,    2.40
 83,  28, 10, 1,   17.38,   -5.91,  -18.92,  -17.70,    0.25,   -1.00,    0.03,    3.34
 14,  56, 11, 1,   17.51,   -5.74,  -19.03,   -7.90,  -11.00,    0.38,    0.25,    1.92
 71,  56, 12, 1,   17.13,   -6.04,  -18.74,  -29.62,  -22.13,   -2.07,    0.24,    2.75
 29,  56, 13, 1,   17.36,   -5.79,  -18.79,  -20.14,  -14.95,   -1.25,    0.24,    2.18
 27,  56, 14, 1,   17.53,   -5.58,  -18.91,  -11.86,   14.80,   -0.83,    0.21,    1.69
 81,  56, 15, 1,   17.57,   -5.85,  -19.07,   -2.85,   17.25,    0.77,    0.13,    4.28
 44,   0, 16, 1,   17.14,   -5.75,  -18.91,   -9.57,   -5.70,    1.73,    0.10,    2.03
  7,   0, 17, 1,   17.72,   -5.64,  -19.06,   -3.97,   -5.70,    0.21,    0.16,    2.08
 41,  14,  1, 1,   17.12,   -5.42,  -19.18,   15.32,   19.00,    6.63,    0.15,    3.40
 42,  14,  2, 1,   17.41,   -5.43,  -19.10,    5.63,   13.87,    3.49,    0.06,    2.27
 73,  14,  3, 1,   17.44,   -6.03,  -18.92,  -14.94,   -4.95,   -0.65,    0.14,    2.94
 62,  14,  4, 1,   17.19,   -5.98,  -18.81,  -19.41,   -6.20,   -0.19,    0.21,    3.24
  6,  14,  5, 1,   17.68,   -5.92,  -18.89,  -22.29,   -1.75,   -2.70,    0.21,    2.47
  3,  28,  6, 1,   17.80,   -5.62,  -19.15,    0.32,    0.00,    0.51,    0.28,    2.69
 78,  28,  7, 1,   17.39,   -5.83,  -19.01,   -9.50,    1.87,    0.38,    0.37,    1.84
 12,  28,  8, 1,   17.61,   -5.78,  -18.98,   -9.79,    2.05,   -0.54,    0.20,    2.22
 31,  28,  9, 1,   17.20,   -5.73,  -18.73,  -27.60,  -10.20,   -2.06,    0.22,    3.00
 53,  28, 10, 1,   17.14,   -5.92,  -18.79,  -21.49,    0.25,   -0.75,    0.20,    1.92
 32,  56, 11, 1,   17.44,   -5.47,  -18.93,   -8.83,  -11.00,    0.17,    0.10,    2.24
 34,  56, 12, 1,   17.25,   -5.88,  -18.68,  -29.19,  -22.13,   -2.74,    0.17,    3.78
  5,  56, 13, 1,   17.63,   -5.88,  -18.88,  -22.44,  -14.95,   -2.74,    0.28,    2.03
 15,  56, 14, 1,   17.60,   -5.72,  -19.01,   -7.13,   14.80,   -0.02,    0.26,    1.58
 68,  56, 15, 1,   17.50,   -5.75,  -18.98,   -6.44,   17.25,    0.38,    0.19,    2.11
 69,   0, 16, 1,   17.34,   -5.73,  -18.96,   -8.60,   -5.70,    0.87,    0.01,    2.28
 50,   0, 17, 1,   17.36,   -5.81,  -19.03,   -6.23,   -5.70,    1.25,    0.02,    2.17
 38,  14,  1, 1,   17.86,   -5.20,  -19.19,   16.69,   19.00,    3.31,    0.11,    2.23
 17,  14,  2, 1,   17.21,   -5.61,  -19.09,    3.83,   13.87,    3.97,    0.24,    2.25
 74,  14,  3, 1,   17.36,   -5.91,  -18.89,  -15.38,   -4.95,   -0.56,    0.11,    1.32
 52,  14,  4, 1,   17.18,   -5.92,  -18.85,  -22.51,   -6.20,   -0.90,    0.23,    2.02
 21,  14,  5, 1,   17.29,   -5.87,  -18.83,  -19.97,   -1.75,   -0.67,    0.15,    2.15
 39,  28,  6, 1,   17.60,   -5.50,  -19.08,   -0.98,    0.00,    1.13,    0.20,    2.21
 28,  28,  7, 1,   17.45,   -5.52,  -19.03,   -8.01,    1.87,    0.43,    0.16,    2.04
 23,  28,  8, 1,   17.31,   -5.62,  -19.06,   -7.31,    2.05,    1.50,    0.32,    1.96
 60,  28,  9, 1,   17.35,   -5.93,  -18.85,  -22.53,  -10.20,   -1.77,    0.31,    2.76
 57,  28, 10, 1,   17.45,   -5.79,  -18.84,  -21.87,    0.25,   -2.32,    0.12,    2.29
 19,  56, 11, 1,   17.34,   -5.76,  -18.91,  -14.19,  -11.00,   -0.01,    0.23,    1.74
 20,  56, 12, 1,   17.29,   -5.83,  -18.87,  -21.65,  -22.13,   -0.78,    0.34,    1.84
 66,  56, 13, 1,   17.36,   -5.96,  -18.75,  -28.71,  -14.95,   -2.62,    0.21,    3.12
 46,  56, 14, 1,   17.30,   -5.68,  -18.99,   -7.54,   14.80,    1.33,    0.25,    1.76
