# VP01   2013-10-16_12-15-51
# Elapsed time of measurement: 437 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
  2,  14,  1, 1,   13.71,    6.92,  -29.40,   14.79,   19.00,   -0.82,    0.09,    4.81,   0
 54,  14,  2, 1,   14.80,    7.15,  -29.27,   17.33,   20.00,   -2.46,    0.36,    2.80,   0
 40,  14,  3, 1,   14.15,    7.40,  -29.36,   12.52,    9.00,   -0.31,    0.45,    3.60,   0
107,  14,  4, 1,   14.99,    6.24,  -29.10,   25.75,   15.00,   -6.64,    0.15,    6.72,   0
 42,  14,  5, 1,   14.11,    7.12,  -29.40,   11.97,   18.00,   -0.56,    0.30,    3.67,   0
 75,  28,  6, 1,   13.74,    7.36,  -29.43,    0.49,    0.00,   -0.81,    0.24,    2.81,   0
 82,  28,  7, 1,   13.61,    6.73,  -29.53,   -3.26,   10.00,   -0.04,    0.11,    3.22,   3
  6,  28,  8, 1,   13.91,    7.61,  -29.37,   13.15,   18.00,   -0.97,    0.30,    3.00,   0
 33,  28,  9, 1,   14.44,    7.17,  -29.32,   17.53,   13.00,   -1.50,    0.16,    3.98,   3
 97,  28, 10, 1,   12.74,    7.45,  -29.45,  -16.65,   29.00,    0.36,    0.07,    2.33,   3
 71,  56, 11, 1,   13.22,    7.20,  -29.56,  -12.02,  -11.00,   -0.47,    0.27,    2.95,   0
 52,  56, 12, 1,   12.66,    7.63,  -29.61,  -17.23,  -13.00,    2.34,    0.11,    1.20,   0
 44,  56, 13, 1,   13.45,    7.19,  -29.57,   -3.67,   -1.00,    1.19,    0.15,    3.00,   0
100,  56, 14, 1,   15.22,    5.34,  -29.11,   39.86,   43.00,  -10.05,    0.21,    2.66,   0
 16,  56, 15, 1,   16.34,    5.77,  -28.91,   44.86,   45.00,  -10.58,    0.46,    5.82,   0
 34, 1456, 16, 1,   13.08,    7.46,  -29.57,  -11.50,  -11.00,    1.42,    0.05,    2.91,   0
 95, 1456, 17, 1,   14.22,    6.90,  -29.26,   10.66,    8.00,   -3.59,    0.07,    4.03,   0
 72, 1456, 18, 1,   12.98,    7.06,  -29.59,  -15.11,    2.00,    0.88,    0.33,    4.78,   0
 39, 1456, 19, 1,   14.55,    7.32,  -29.22,   19.08,    9.00,   -1.27,    0.11,    7.45,   3
 99, 1456, 20, 1,   14.51,    6.03,  -29.12,   28.87,   42.00,   -6.50,    0.07,    3.89,   3
 38,   0, 21, 1,   13.36,    7.12,  -29.59,   -7.63,   -5.70,    0.98,    0.20,    2.87,   0
 28,   0, 22, 1,   13.57,    7.13,  -29.57,   -4.28,   -5.70,    0.34,    0.15,    3.78,   0
