# VP01   2013-10-16_12-05-49
# Elapsed time of measurement: 591 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 72,  14,  1, 1,   12.63,    6.26,  -29.37,   13.29,   12.00,   -0.93,    0.30,    3.98,   0
 78,  14,  2, 1,   13.47,    6.77,  -29.22,   20.80,    9.00,   -2.98,    0.28,    6.07,   3
 15,  14,  3, 1,   14.72,    7.16,  -29.19,   13.45,   15.00,   -5.47,    0.43,    5.83,   3
105,  14,  4, 1,   12.92,    8.61,  -29.25,    6.02,    9.00,   -0.34,    1.31,   50.93,   3
 73,  14,  5, 1,   15.64,    1.72,  -29.02,   80.49,    4.00,  -23.86,    0.05,    3.34,   3
 46,  28,  6, 1,   13.79,    6.31,  -29.32,   21.76,   20.00,   -4.46,    0.17,    3.99,   0
 13,  28,  7, 1,   11.95,    6.62,  -29.88,  -18.85,  -15.00,    3.49,    0.08,    3.16,   0
 59,  28,  8, 1,   11.78,    7.47,  -29.53,  -16.08,   -9.00,    1.69,    0.14,    3.03,   3
106,  28,  9, 1,   11.56,    8.09,  -29.42,  -15.64,    1.00,    1.19,    0.19,   13.39,   3
108,  28, 10, 1,   12.78,    8.03,  -29.31,    4.58,   25.00,    0.22,    0.23,    5.92,   3
 54,  56, 11, 1,   12.56,    6.91,  -29.54,   -2.46,   -3.00,    0.61,    0.12,    2.76,   0
 62,  56, 12, 1,   12.11,    7.25,  -29.55,   -9.23,   -8.00,    0.98,    0.25,    2.52,   0
 30,  56, 13, 1,   14.09,    7.52,  -29.34,   12.87,   18.00,   -3.07,    0.30,    5.12,   0
102,  56, 14, 1,   12.13,    7.20,  -29.48,   -6.07,    7.00,    1.75,    0.27,    5.14,   3
 26,  56, 15, 1,   12.45,    7.63,  -29.63,   -7.54,    0.00,    1.02,    0.65,    6.99,   0
 89, 1456, 16, 1,   13.23,    6.42,  -29.41,   13.16,   11.00,   -1.61,    0.20,    3.36,   0
