# VP04   2013-10-18_10-49-19
# Elapsed time of measurement: 844 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
105,   14,  1, 1,   16.01,   10.13,  -30.83,   12.54,   19.00,   -5.10,    0.18,    3.80
 14,   14,  2, 1,   14.77,   10.23,  -30.75,   15.72,   20.00,   -0.02,    0.47,    3.88
109,   14,  3, 1,   15.46,   10.74,  -30.92,    4.68,    9.00,   -2.25,    0.39,    5.06
 67,   14,  4, 1,   15.14,    9.52,  -30.63,   14.18,   15.00,    0.35,    0.63,    4.03
110,   14,  5, 1,   15.46,   10.23,  -30.87,   12.28,   18.00,   -1.61,    0.49,    4.89
 59,   28,  6, 1,   15.61,    9.23,  -31.10,   -4.59,    0.00,    0.03,    0.25,    5.72
 93,   28,  7, 1,   14.96,    9.81,  -31.09,   -2.73,   10.00,   -0.07,    0.90,    3.64
 92,   28,  8, 1,   15.36,    9.52,  -31.00,    0.87,   18.00,   -1.05,    0.25,    4.91
104,   28,  9, 1,   16.07,   11.26,  -31.05,  -24.93,   13.00,   -4.93,    0.19,    8.26
 85,   28, 10, 1,   14.64,    9.15,  -30.96,  -15.51,   29.00,    0.10,    0.32,   12.84
 73,   56, 11, 1,   15.14,   10.08,  -31.04,  -11.34,  -11.00,    2.26,    0.13,    5.15
 32,   56, 12, 1,   15.65,    9.90,  -31.16,  -15.36,  -13.00,   -0.32,    0.57,    5.74
 63,   56, 13, 1,   15.44,    9.20,  -31.03,   -7.23,   -1.00,    0.66,    0.41,    3.80
 39,   56, 14, 1,   14.36,    9.53,  -30.50,   27.63,   43.00,   -3.14,    0.31,    2.18
 66,   56, 15, 1,   14.82,    8.66,  -30.62,   29.46,   45.00,   -2.97,    0.44,    1.82
 72, 1456, 16, 1,   15.23,    9.86,  -31.06,  -12.97,  -11.00,    1.82,    0.25,    3.88
 34, 1456, 17, 1,   15.05,    9.63,  -30.70,   16.47,    8.00,   -0.96,    0.32,    4.85
 82, 1456, 18, 1,   14.75,    9.63,  -30.98,   -4.87,    2.00,    0.93,    0.09,    4.93
 57, 1456, 19, 1,   15.77,    9.42,  -30.78,   11.00,    9.00,   -2.35,    0.19,    6.73
 61, 1456, 20, 1,   15.04,    8.87,  -30.76,   13.96,   42.00,   -2.27,    0.12,    5.85
 48,    0, 21, 1,   15.25,    9.90,  -31.00,   -5.80,   -5.70,    0.01,    0.17,    6.13
  9,    0, 22, 1,   14.82,   10.18,  -30.95,   -6.41,   -5.70,   -0.59,    0.11,    8.19
 75,   14,  1, 1,   15.83,    9.47,  -30.76,   18.25,   19.00,   -2.09,    0.34,    2.96
 83,   14,  2, 1,   14.72,    8.67,  -30.89,   21.16,   20.00,   -1.37,    0.21,    7.20
 81,   14,  3, 1,   15.12,    9.77,  -30.88,    9.35,    9.00,    0.66,    0.53,    3.75
 26,   14,  4, 1,   15.33,    9.70,  -30.83,   24.24,   15.00,   -1.38,    0.27,    6.95
 23,   14,  5, 1,   15.16,    9.62,  -30.76,   17.14,   18.00,   -1.26,    0.31,    5.84
  8,   28,  6, 1,   14.55,   10.29,  -30.91,   -8.75,    0.00,    0.59,    0.20,   13.81
 76,   28,  7, 1,   14.83,    9.73,  -30.90,   -4.36,   10.00,   -0.24,    0.45,    3.77
 89,   28,  8, 1,   14.56,    9.38,  -31.11,    4.88,   18.00,   -0.10,    0.44,    7.95
 51,   28,  9, 1,   15.40,    9.93,  -31.08,  -12.09,   13.00,    1.44,    0.40,   16.05
 33,   28, 10, 1,   15.48,    9.43,  -30.69,   26.53,   29.00,   -2.08,    0.26,   18.90
102,   56, 11, 1,   16.47,   10.40,  -31.18,  -12.48,  -11.00,   -3.57,    0.24,    2.83
 49,   56, 12, 1,   15.61,    9.84,  -31.15,  -17.81,  -13.00,    0.17,    0.68,    4.70
103,   56, 13, 1,   16.05,   10.76,  -31.03,  -19.28,   -1.00,   -4.14,    0.54,    7.99
 54,   56, 14, 1,   15.49,    9.05,  -30.56,   22.71,   43.00,   -3.18,    0.44,   12.07
 18,   56, 15, 1,   16.04,    9.84,  -30.49,   26.23,   45.00,   -3.53,    0.59,    8.97
 99, 1456, 16, 1,   16.02,   10.89,  -31.22,  -15.56,  -11.00,   -2.51,    0.13,    4.92
 62, 1456, 17, 1,   14.63,    9.12,  -30.82,   11.08,    8.00,    0.24,    0.10,   10.83
 36, 1456, 18, 1,   14.88,    9.55,  -31.03,   -5.43,    2.00,    2.94,    0.12,    2.78
 17, 1456, 19, 1,   15.55,   10.73,  -30.84,   -4.46,    9.00,    0.38,    0.10,   25.01
 20, 1456, 20, 1,   15.39,    9.67,  -30.69,   23.28,   42.00,   -1.55,    0.11,    9.03
 69,    0, 21, 1,   15.55,    9.83,  -30.96,   -7.41,   -5.70,    1.32,    0.20,    4.02
 27,    0, 22, 1,   14.93,   10.16,  -30.90,   -6.45,   -5.70,   -1.88,    0.18,    7.09
  4,   14,  1, 1,   14.59,   10.50,  -30.75,   10.25,   19.00,    0.68,    0.25,   10.04
 29,   14,  2, 1,   15.57,    8.99,  -30.84,   23.88,   20.00,   -3.89,    0.37,    7.09
 25,   14,  3, 1,   14.96,    9.41,  -30.85,    9.07,    9.00,   -1.37,    0.58,    3.85
 45,   14,  4, 1,   14.71,    9.27,  -30.80,   19.70,   15.00,   -1.10,    0.28,    5.95
  6,   14,  5, 1,   14.76,   10.16,  -30.89,   14.92,   18.00,    0.21,    0.08,    2.34
 64,   28,  6, 1,   15.13,    9.11,  -31.10,   -0.47,    0.00,    0.87,    0.37,    3.86
 86,   28,  7, 1,   14.85,    9.20,  -30.89,    0.56,   10.00,    0.53,    0.53,    5.92
 97,   28,  8, 1,   15.85,    9.71,  -31.09,    1.63,   18.00,   -2.85,    0.50,    7.89
 12,   28,  9, 1,   15.33,   10.85,  -30.75,   -0.18,   13.00,   -0.70,    0.41,   18.13
 71,   28, 10, 1,   15.14,   10.03,  -31.00,  -15.64,   29.00,    1.78,    0.35,    6.01
 43,   56, 11, 1,   15.59,   10.00,  -30.93,  -12.51,  -11.00,   -0.56,    0.29,    5.07
108,   56, 12, 1,   16.01,   10.87,  -31.17,  -20.32,  -13.00,   -0.86,    0.29,    3.12
  3,   56, 13, 1,   14.94,   10.90,  -30.98,  -12.95,   -1.00,    0.40,    0.27,   10.96
