# VP01   2013-10-15_17-16-49
# Elapsed time of measurement: 291 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 59,  14,  1, 1,   16.55,    8.05,  -26.54,   12.80,   12.00,   -1.71,    0.21,    2.10
 14,  14,  2, 1,   16.74,    7.70,  -26.61,   23.44,    9.00,   -1.66,    0.18,    6.93
 28,  14,  3, 1,   17.10,    7.25,  -26.63,   29.80,   15.00,   -0.98,    0.41,    2.99
 18,  14,  4, 1,   18.74,    5.61,  -26.44,   71.17,    9.00,   -2.05,    0.24,    3.13
 97,  14,  5, 1,   16.96,    5.16,  -26.68,   79.48,    4.00,   -3.17,    0.39,    3.30
  8,  28,  6, 1,   17.83,    7.10,  -26.65,   25.12,   20.00,   -2.31,    0.28,    2.84
 72,  28,  7, 1,   14.94,    7.95,  -26.64,  -10.56,  -15.00,    0.15,    0.28,    1.92
 66,  28,  8, 1,   15.09,    8.19,  -26.60,  -16.49,   -9.00,   -1.66,    0.15,    2.14
 83,  28,  9, 1,   15.05,    7.89,  -26.74,  -10.32,    1.00,   -0.83,    0.24,    1.90
 11,  28, 10, 1,   17.76,    7.31,  -26.72,   24.24,   25.00,   -1.91,    0.32,    2.93
 74,  56, 11, 1,   15.09,    7.85,  -26.70,   -3.97,   -3.00,   -0.36,    0.19,    2.88
 20,  56, 12, 1,   14.88,    8.32,  -26.60,  -11.35,   -8.00,   -0.76,    0.13,    1.89
101,  56, 13, 1,   15.33,    7.39,  -26.91,   15.64,   18.00,   -1.42,    0.48,    2.81
 93,  56, 14, 1,   15.27,    7.85,  -26.69,    1.20,    7.00,    0.03,    0.30,    1.84
103,  56, 15, 1,   14.52,    7.87,  -26.66,   -7.50,    0.00,   -1.23,    0.48,    2.96
 33, 1456, 16, 1,   16.05,    8.01,  -26.61,    3.05,   11.00,   -0.48,    0.10,    3.57
 67, 1456, 17, 1,   15.34,    8.12,  -26.62,  -12.27,  -11.00,   -1.49,    0.04,    1.84
 32, 1456, 18, 1,   15.40,    8.03,  -26.64,   -7.76,   -8.00,   -0.12,    0.03,    2.38
108, 1456, 19, 1,   14.87,    8.30,  -26.67,   -3.35,    4.00,   -3.80,    0.10,    2.03
 47, 1456, 20, 1,   16.06,    8.33,  -26.52,    7.44,   11.00,   -1.33,    0.07,    2.13
 53,   0, 21, 1,   15.47,    8.75,  -26.40,   -7.32,   -5.70,   -2.18,    0.18,    1.58
 48,   0, 22, 1,   15.46,    8.44,  -26.54,   -3.86,   -5.70,   -1.22,    0.10,    1.99
 45,  14,  1, 1,   16.01,    8.35,  -26.50,    7.44,   12.00,   -0.90,    0.22,    1.82
 75,  14,  2, 1,   16.18,    7.36,  -26.78,   18.93,    9.00,   -1.01,    0.17,    2.62
 50,  14,  3, 1,   16.92,    8.24,  -26.36,   21.74,   15.00,   -2.21,    0.39,    2.11
 58,  14,  4, 1,   16.96,    7.63,  -26.60,   23.82,    9.00,   -1.61,    0.40,    3.87
  7,  14,  5, 1,   16.42,    7.93,  -26.64,   -8.25,    4.00,   -4.02,    0.53,    7.41
  3,  28,  6, 1,   16.23,    7.55,  -26.76,   19.73,   20.00,   -1.49,    0.17,    3.00
 73,  28,  7, 1,   14.85,    7.92,  -26.72,  -10.73,  -15.00,    0.42,    0.17,    1.79
 78,  28,  8, 1,   15.01,    7.90,  -26.75,   -9.37,   -9.00,   -1.11,    0.15,    1.17
  2,  28,  9, 1,   14.54,    7.61,  -26.83,  -14.66,    1.00,    0.40,    0.42,    2.87
 27,  28, 10, 1,   16.05,    7.83,  -26.71,    6.50,   25.00,   -0.81,    0.44,    2.64
 19,  56, 11, 1,   15.11,    8.45,  -26.54,   -7.39,   -3.00,   -1.05,    0.23,    2.92
  5,  56, 12, 1,   14.79,    8.13,  -26.68,  -13.77,   -8.00,   -0.11,    0.27,    4.14
 89,  56, 13, 1,   16.36,    8.06,  -26.49,    7.77,   18.00,   -2.35,    0.21,    2.18
 43,  56, 14, 1,   15.77,    8.34,  -26.50,    4.19,    7.00,   -0.86,    0.55,    2.68
 95,  56, 15, 1,   14.96,    7.85,  -26.71,   -5.30,    0.00,    0.19,    0.47,    1.52
 51, 1456, 16, 1,   16.05,    8.74,  -26.40,    5.05,   11.00,   -2.08,    0.07,    1.80
 76, 1456, 17, 1,   15.13,    7.76,  -26.77,   -9.16,  -11.00,   -1.29,    0.07,    2.35
 13, 1456, 18, 1,   14.40,    8.97,  -26.48,   -9.41,   -8.00,   -0.41,    0.05,    3.24
 92, 1456, 19, 1,   15.30,    7.92,  -26.72,    1.48,    4.00,    0.22,    0.13,    3.84
 88, 1456, 20, 1,   16.05,    8.04,  -26.63,    7.06,   11.00,   -1.27,    0.06,    1.24
 65,   0, 21, 1,   15.51,    8.24,  -26.63,   -7.00,   -5.70,   -2.14,    0.14,    1.83
 16,   0, 22, 1,   15.20,    8.19,  -26.69,   -5.03,   -5.70,   -0.75,    0.08,    2.60
 68,  14,  1, 1,   15.70,    8.10,  -26.65,   -2.39,   12.00,   -0.84,    0.16,    2.41
 29,  14,  2, 1,   17.04,    7.39,  -26.61,   23.21,    9.00,   -1.72,    0.23,    2.55
 85,  14,  3, 1,   16.81,    7.97,  -26.51,   14.25,   15.00,   -3.51,    0.49,    4.92
107,  14,  4, 1,   17.90,    6.12,  -26.39,   70.86,    9.00,   -1.50,    0.33,    2.58
 63,  14,  5, 1,   18.21,    6.01,  -26.61,   65.83,    4.00,   -1.32,    0.49,    2.75
 54,  28,  6, 1,   16.53,    8.28,  -26.50,   15.76,   20.00,   -1.11,    0.30,    2.01
100,  28,  7, 1,   14.01,    7.95,  -26.76,  -14.75,  -15.00,   -0.54,    0.06,    1.43
109,  28,  8, 1,   14.13,    8.29,  -26.68,  -15.99,   -9.00,   -1.89,    0.22,    2.00
 46,  28,  9, 1,   15.07,    8.50,  -26.53,   -9.58,    1.00,   -1.08,    0.29,    2.92
 34,  28, 10, 1,   17.05,    7.62,  -26.60,   26.44,   25.00,   -0.52,    0.35,    4.99
 56,  56, 11, 1,   15.77,    8.54,  -26.51,   -1.65,   -3.00,   -1.79,    0.19,    1.39
102,  56, 12, 1,   14.26,    8.02,  -26.78,   -7.79,   -8.00,   -0.47,    0.14,    2.10
 35,  56, 13, 1,   16.17,    7.94,  -26.61,   10.60,   18.00,   -0.14,    0.40,    2.07
 24,  56, 14, 1,   15.79,    8.19,  -26.53,   -1.99,    7.00,   -1.55,    0.29,    2.58
 94,  56, 15, 1,   14.70,    7.75,  -26.88,   -5.47,    0.00,    1.15,    0.30,    1.88
 15, 1456, 16, 1,   16.16,    8.02,  -26.62,   12.25,   11.00,   -1.30,    0.07,    2.11
 77, 1456, 17, 1,   15.14,    7.82,  -26.75,   -9.07,  -11.00,   -1.38,    0.06,    1.22
 79, 1456, 18, 1,   15.26,    7.80,  -26.71,   -5.99,   -8.00,   -1.13,    0.12,    1.51
 61, 1456, 19, 1,   15.72,    8.53,  -26.51,   -3.04,    4.00,   -2.12,    0.06,    2.56
 17, 1456, 20, 1,   16.01,    7.93,  -26.64,   10.20,   11.00,   -0.97,    0.21,    3.85
 10,   0, 21, 1,   16.27,    7.99,  -26.68,   -4.06,   -5.70,   -1.62,    0.13,    1.99
105,   0, 22, 1,   14.67,    8.59,  -26.54,   -6.77,   -5.70,   -2.06,    0.20,    1.91
 70,  14,  1, 1,   15.32,    8.05,  -26.72,    3.54,   12.00,    1.49,    0.14,    2.01
  9,  14,  2, 1,   17.61,    7.52,  -26.65,   19.38,    9.00,   -1.87,    0.28,    2.95
 80,  14,  3, 1,   17.03,    7.15,  -26.59,   28.56,   15.00,   -2.51,    0.31,    2.75
104,  14,  4, 1,   16.87,    7.44,  -26.55,   39.64,    9.00,   -2.11,    0.20,    5.07
 12,  14,  5, 1,   18.38,    5.69,  -26.62,   72.62,    4.00,    0.27,    0.31,    6.92
 42,  28,  6, 1,   16.32,    8.17,  -26.54,   17.60,   20.00,   -0.43,    0.14,    2.89
106,  28,  7, 1,   14.04,    8.35,  -26.62,  -17.73,  -15.00,   -1.03,    0.25,    1.87
