# VP06   2013-10-29_17-30-38
# Elapsed time of measurement: 278 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 19,   14,  1, 1,    3.82,  -13.67,   24.86,   19.93,   12.00,   -3.62,    0.40,    1.95
 99,   14,  2, 1,    3.79,  -13.38,   24.62,   14.24,    4.60,   -0.82,    0.29,    1.20
 69,   14,  3, 1,    3.97,  -13.49,   24.58,   12.94,    6.25,   -0.65,    0.10,    2.14
 14,   14,  4, 1,    3.91,  -13.56,   24.87,   25.36,   -4.99,   -5.33,    0.38,    2.16
105,   14,  5, 1,    3.49,  -13.42,   24.57,   25.62,  -17.10,   -5.08,    0.14,    3.26
 67,   28,  6, 1,    3.94,  -13.77,   24.55,   18.47,   20.00,   -1.18,    0.23,    2.07
 38,   28,  7, 1,    5.17,  -13.17,   24.76,   -9.63,  -19.40,    7.55,    0.39,    2.57
 51,   28,  8, 1,    5.10,  -13.55,   24.69,  -13.06,  -17.75,    9.12,    0.33,    2.84
 68,   28,  9, 1,    4.11,  -13.55,   24.72,   -7.82,  -11.99,    2.85,    0.42,    2.44
 42,   28, 10, 1,    5.44,  -13.87,   24.50,    9.57,    6.90,    8.29,    0.16,    2.24
 27,   56, 11, 1,    4.22,  -13.27,   24.97,    2.99,   -3.00,    0.55,    0.21,    2.65
 60,   56, 12, 1,    4.84,  -13.84,   24.60,    3.61,  -12.40,    4.92,    0.09,    2.22
 66,   56, 13, 1,    3.90,  -13.52,   24.64,   13.17,    9.25,   -0.98,    0.22,    2.52
 40,   56, 14, 1,    5.44,  -13.68,   24.59,   -2.28,   -5.99,    9.18,    0.05,    2.32
 64,   56, 15, 1,    4.01,  -13.37,   24.80,  -19.04,  -17.10,    3.84,    0.21,    3.18
 36, 1456, 16, 1,    4.30,  -13.68,   24.57,   18.09,   11.00,    0.01,    0.08,    3.69
100, 1456, 17, 1,    4.10,  -13.45,   24.70,   -1.57,  -15.40,    3.04,    0.06,    1.79
 79, 1456, 18, 1,    4.00,  -13.44,   24.81,  -18.04,  -16.75,    3.09,    0.14,    2.73
 89, 1456, 19, 1,    4.23,  -13.48,   24.73,   -9.81,   -8.99,    4.46,    0.14,    3.11
 58, 1456, 20, 1,    4.99,  -13.87,   24.58,    6.87,   -6.10,    5.60,    0.11,    2.69
  5,    0, 21, 1,    4.23,  -13.38,   24.97,    4.27,   -5.70,   -0.62,    0.18,    2.65
101,    0, 22, 1,    4.05,  -13.45,   24.67,    4.89,   -5.70,    1.91,    0.19,    1.66
 13,   14,  1, 1,    3.95,  -13.36,   24.88,   21.19,   12.00,   -5.20,    0.24,    3.13
 98,   14,  2, 1,    3.82,  -13.35,   24.61,   14.73,    4.60,   -0.94,    0.26,    2.40
 50,   14,  3, 1,    4.63,  -13.93,   24.53,   22.71,    6.25,    2.28,    0.54,    4.20
 57,   14,  4, 1,    4.46,  -14.18,   24.51,   31.01,   -4.99,    1.04,    0.22,    2.89
 52,   14,  5, 1,    4.63,  -14.50,   24.42,   34.48,  -17.10,    1.57,    0.25,    4.09
 78,   28,  6, 1,    3.42,  -13.29,   24.61,   19.54,   20.00,   -4.45,    0.25,    2.53
 11,   28,  7, 1,    4.54,  -13.40,   25.06,  -22.27,  -19.40,    3.16,    0.23,    2.11
104,   28,  8, 1,    3.75,  -13.50,   24.70,   -1.96,  -17.75,    1.48,    0.33,    2.66
  1,   28,  9, 1,    4.56,  -13.18,   25.00,  -15.35,  -11.99,    3.23,    0.48,    2.60
 49,   28, 10, 1,    5.33,  -13.70,   24.55,    5.19,    6.90,    8.51,    0.19,    2.36
  6,   56, 11, 1,    4.46,  -13.42,   25.01,   -5.87,   -3.00,    2.17,    0.13,    2.31
 28,   56, 12, 1,    4.52,  -13.28,   25.03,  -10.94,  -12.40,    4.07,    0.23,    2.80
 18,   56, 13, 1,    3.97,  -13.62,   24.93,    7.33,    9.25,   -1.68,    0.16,    2.14
 29,   56, 14, 1,    4.35,  -13.34,   24.98,   -1.24,   -5.99,    1.61,    0.19,    2.23
 24,   56, 15, 1,    4.15,  -13.35,   24.99,  -13.32,  -17.10,    1.93,    0.23,    2.68
 84, 1456, 16, 1,    3.62,  -13.40,   24.62,   14.67,   11.00,   -2.20,    0.04,    2.01
102, 1456, 17, 1,    4.06,  -13.47,   24.70,   -1.34,  -15.40,    2.79,    0.05,    1.39
 23, 1456, 18, 1,    4.47,  -13.30,   25.06,  -15.78,  -16.75,    3.95,    0.06,    2.01
 82, 1456, 19, 1,    3.73,  -13.26,   24.70,    3.83,   -8.99,   -0.45,    1.62,    3.23
 71, 1456, 20, 1,    4.14,  -13.43,   24.70,    1.11,   -6.10,    1.59,    0.11,    2.04
 88,    0, 21, 1,    3.54,  -13.51,   24.74,   -4.35,   -5.70,   -0.42,    0.04,    2.38
 73,    0, 22, 1,    4.12,  -13.40,   24.79,  -16.01,   -5.70,    3.20,    0.06,    2.36
 45,   14,  1, 1,    5.41,  -13.82,   24.51,   13.24,   12.00,    7.86,    0.18,    2.46
 20,   14,  2, 1,    4.11,  -13.70,   24.87,   13.47,    4.60,   -1.07,    0.11,    3.21
 86,   14,  3, 1,    3.32,  -13.43,   24.56,   19.97,    6.25,   -4.54,    0.85,    2.61
 93,   14,  4, 1,    3.85,  -13.29,   24.56,   11.54,   -4.99,   -0.59,    0.81,    2.08
 91,   14,  5, 1,    3.85,  -13.37,   24.71,   -0.71,  -17.10,    1.95,    0.97,    2.53
 80,   28,  6, 1,    3.44,  -13.23,   24.60,   18.44,   20.00,   -4.52,    0.20,    2.80
 77,   28,  7, 1,    4.16,  -13.20,   24.80,  -18.00,  -19.40,    4.12,    0.19,    2.14
 92,   28,  8, 1,    3.85,  -13.51,   24.79,  -18.10,  -17.75,    3.52,    0.53,    4.46
 61,   28,  9, 1,    4.85,  -13.49,   24.74,  -13.98,  -11.99,    7.75,    0.23,    3.67
 85,   28, 10, 1,    3.75,  -13.43,   24.66,    6.08,    6.90,   -0.16,    0.25,    1.97
 54,   56, 11, 1,    4.51,  -13.37,   24.66,    9.28,   -3.00,    2.51,    0.53,    2.38
 21,   56, 12, 1,    4.57,  -13.59,   25.02,   -9.83,  -12.40,    3.95,    0.20,    2.02
 70,   56, 13, 1,    4.07,  -13.46,   24.67,    7.31,    9.25,    0.63,    0.11,    2.20
 44,   56, 14, 1,    5.63,  -13.70,   24.51,    3.42,   -5.99,   10.02,    0.08,    2.33
  7,   56, 15, 1,    4.63,  -13.40,   25.08,  -21.73,  -17.10,    4.29,    0.10,    2.45
 47, 1456, 16, 1,    5.34,  -13.82,   24.52,   11.06,   11.00,    7.82,    0.07,    2.57
 63, 1456, 17, 1,    4.26,  -13.57,   24.76,  -10.00,  -15.40,    3.19,    0.08,    2.20
 53, 1456, 18, 1,    5.38,  -13.26,   24.67,  -14.78,  -16.75,   11.21,    0.10,    2.78
 34, 1456, 19, 1,    4.45,  -13.17,   24.77,   -8.54,   -8.99,    3.19,    0.07,    2.54
 22, 1456, 20, 1,    4.11,  -13.35,   25.03,   -5.63,   -6.10,    0.65,    0.08,    2.03
 59,    0, 21, 1,    4.88,  -13.83,   24.62,    5.53,   -5.70,    4.72,    0.14,    2.57
 16,    0, 22, 1,    4.28,  -13.46,   24.97,   -2.25,   -5.70,   -0.22,    0.21,    1.97
 87,   14,  1, 1,    3.49,  -13.48,   24.58,   19.70,   12.00,   -3.80,    0.37,    2.38
 90,   14,  2, 1,    3.72,  -13.33,   24.65,    9.41,    4.60,   -0.19,    0.16,    3.38
 33,   14,  3, 1,    3.92,  -13.49,   24.59,   21.59,    6.25,   -3.35,    0.60,    2.21
  8,   14,  4, 1,    3.98,  -13.69,   24.81,   27.86,   -4.99,   -5.04,    0.31,    4.13
 17,   14,  5, 1,    3.44,  -13.86,   24.75,   36.50,  -17.10,   -7.62,    0.54,    6.46
  2,   28,  6, 1,    3.78,  -13.60,   24.91,   24.35,   20.00,   -5.39,    0.30,    3.02
  9,   28,  7, 1,    4.42,  -13.27,   25.10,  -19.04,  -19.40,    2.35,    0.59,    2.64
 12,   28,  8, 1,    4.45,  -13.33,   25.09,  -22.25,  -17.75,    2.97,    0.16,    2.17
 76,   28,  9, 1,    4.27,  -13.24,   24.80,  -22.08,  -11.99,    4.86,    0.13,    2.21
 74,   28, 10, 1,    3.97,  -13.16,   24.74,    2.03,    6.90,    0.20,    0.28,    2.06
 81,   56, 11, 1,    4.00,  -13.38,   24.80,  -14.10,   -3.00,    3.28,    0.17,    2.46
 97,   56, 12, 1,    4.42,  -13.42,   24.71,  -12.96,  -12.40,    6.07,    0.29,    1.64
 30,   56, 13, 1,    4.01,  -13.16,   24.64,   16.51,    9.25,   -4.59,    0.17,    2.30
 15,   56, 14, 1,    4.33,  -13.37,   25.02,   -7.19,   -5.99,    0.78,    0.44,    2.49
108,   56, 15, 1,    4.00,  -13.45,   24.68,   -3.73,  -17.10,    1.49,    0.37,    2.08
 46, 1456, 16, 1,    5.55,  -13.67,   24.54,    3.46,   11.00,    9.86,    0.05,    2.57
  4, 1456, 17, 1,    4.46,  -13.29,   25.07,  -16.17,  -15.40,    2.77,    0.07,    2.90
 62, 1456, 18, 1,    4.51,  -13.52,   24.72,   -2.73,  -16.75,    4.08,    0.12,    2.31
106, 1456, 19, 1,    3.62,  -13.45,   24.69,    2.44,   -8.99,   -1.22,    0.13,    2.09
 32, 1456, 20, 1,    4.21,  -13.07,   24.74,   -2.50,   -6.10,    0.43,    0.10,    2.14
 35,    0, 21, 1,    4.30,  -13.36,   24.69,    4.25,   -5.70,    0.90,    0.08,    2.30
 65,    0, 22, 1,    4.04,  -13.41,   24.76,   -4.19,   -5.70,    1.57,    0.18,    2.49
 39,   14,  1, 1,    5.06,  -13.74,   24.56,    9.90,   12.00,    5.50,    0.28,    2.93
 37,   14,  2, 1,    4.83,  -14.22,   24.45,   19.14,    4.60,    4.02,    0.14,    2.57
 94,   14,  3, 1,    3.66,  -13.16,   24.61,   16.09,    6.25,   -2.18,    0.48,    1.85
103,   14,  4, 1,    3.67,  -13.31,   24.64,   16.25,   -4.99,   -1.85,    0.30,    2.21
 55,   14,  5, 1,    4.07,  -13.90,   24.56,   29.66,  -17.10,   -1.97,    0.23,    3.18
 56,   28,  6, 1,    4.13,  -14.02,   24.52,   28.13,   20.00,   -1.13,    0.37,    2.44
 10,   28,  7, 1,    4.45,  -13.43,   25.09,  -22.00,  -19.40,    2.80,    0.18,    2.01
 48,   28,  8, 1,    5.44,  -13.38,   24.60,  -11.65,  -17.75,   10.81,    0.44,    2.53
 26,   28,  9, 1,    4.33,  -13.23,   25.03,  -13.72,  -11.99,    3.13,    0.11,    2.20
