# VP06   2013-10-29_17-13-19
# Elapsed time of measurement: 304 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 64,   14,  1, 1,    4.84,  -13.02,   25.02,   11.81,   12.00,   -4.16,    0.08,    2.40
 41,   14,  2, 1,    4.48,  -12.96,   25.00,   14.88,    9.00,   -6.27,    0.11,    2.49
 75,   14,  3, 1,    4.26,  -12.89,   24.95,   18.56,   15.00,   -8.48,    0.35,    2.29
 56,   14,  4, 1,    4.28,  -13.40,   24.84,   38.88,    9.00,   -9.32,    0.23,    4.13
 85,   14,  5, 1,    4.56,  -13.53,   24.81,   39.32,    4.00,   -8.32,    0.14,    3.88
 16,   28,  6, 1,    5.38,  -13.94,   24.93,   24.45,   20.00,   -0.36,    0.21,    2.72
 58,   28,  7, 1,    4.63,  -13.12,   25.14,  -23.52,  -15.00,   -1.80,    0.12,    2.24
 38,   28,  8, 1,    4.94,  -12.93,   25.20,  -19.66,   -9.00,    0.49,    0.26,    2.58
  2,   28,  9, 1,    5.05,  -12.85,   25.21,  -22.14,    1.00,    2.32,    0.17,    5.54
 91,   28, 10, 1,    5.68,  -13.13,   24.94,    9.40,   25.00,    1.52,    0.73,    1.94
 87,   56, 11, 1,    5.19,  -12.74,   25.04,   -1.82,   -3.00,    0.22,    0.22,    1.66
 53,   56, 12, 1,    4.44,  -13.15,   25.13,  -14.71,   -8.00,   -4.11,    0.14,    1.98
 88,   56, 13, 1,    5.16,  -13.48,   24.82,   25.00,   18.00,   -2.19,    0.61,    2.65
 29,   56, 14, 1,    5.24,  -12.95,   25.11,   -7.27,    7.00,    0.65,    0.39,    2.88
 95,   56, 15, 1,    5.25,  -12.56,   25.03,    5.30,    0.00,   -0.58,    0.51,    2.21
 14, 1456, 16, 1,    5.66,  -13.74,   24.95,   14.87,   11.00,    1.43,    0.19,    3.40
 49, 1456, 17, 1,    4.25,  -13.09,   25.16,  -19.21,  -11.00,   -4.13,    0.08,    2.14
 48, 1456, 18, 1,    4.30,  -12.96,   25.14,   -8.88,   -8.00,   -4.56,    0.11,    1.98
  7, 1456, 19, 1,    5.06,  -13.15,   25.09,    3.22,    4.00,   -0.92,    0.14,    3.28
 21, 1456, 20, 1,    5.12,  -13.32,   25.11,   -3.25,   11.00,   -0.58,    0.12,    2.11
 30,    0, 21, 1,    5.19,  -13.00,   25.09,   -7.23,   -5.70,    0.24,    0.11,    2.71
 79,    0, 22, 1,    4.00,  -12.96,   25.11,   -6.34,   -5.70,   -6.53,    0.06,    2.17
 54,   14,  1, 1,    4.26,  -12.79,   25.04,    6.98,   12.00,   -7.62,    0.11,    1.87
  8,   14,  2, 1,    5.04,  -13.39,   24.97,   16.84,    9.00,   -2.48,    0.25,    2.45
103,   14,  3, 1,    4.92,  -13.17,   24.90,   21.58,   15.00,   -4.05,    0.30,    2.12
