# VP07   2013-10-24_17-19-07
# Elapsed time of measurement: 441 s
# Visual calibration
# n,x,y,z,phi,std(phi)
0, 0.00, 0.00, 0.00, 0.00, 0.00


# Localization experiment
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 11,   14,  1, 1,   17.75,    7.42,  -28.89,    8.43,   12.00,   -2.77,    0.26,    3.16
 75,   14,  2, 1,   17.54,    8.03,  -29.07,    9.55,    9.00,   -0.60,    0.27,    9.73
 82,   14,  3, 1,   18.19,    7.89,  -28.98,    6.22,   15.00,   -4.66,    0.36,    5.13
103,   14,  4, 1,   17.64,    8.07,  -28.99,   12.74,    9.00,   -0.15,    0.63,    8.18
109,   14,  5, 1,   18.17,    7.99,  -28.82,    9.90,    4.00,   -4.02,    0.54,    7.85
 98,   28,  6, 1,   17.97,    7.13,  -29.13,   12.28,   20.00,   -2.83,    0.11,    5.29
 49,   28,  7, 1,   16.63,    7.84,  -29.18,  -21.17,  -15.00,   -1.28,    0.21,    5.24
105,   28,  8, 1,   17.52,    8.04,  -28.99,  -20.16,   -9.00,   -5.22,    0.22,    3.97
 73,   28,  9, 1,   17.03,    8.51,  -28.92,  -11.08,    1.00,   -1.63,    0.32,    4.17
107,   28, 10, 1,   18.03,    7.84,  -29.03,    3.86,   25.00,   -3.81,    0.14,    3.25
106,   56, 11, 1,   17.87,    7.91,  -28.98,   -7.63,   -3.00,   -4.74,    0.31,    3.01
 38,   56, 12, 1,   17.21,    7.32,  -29.21,  -18.64,   -8.00,   -3.61,    0.04,    4.29
 51,   56, 13, 1,   17.25,    8.45,  -28.97,    3.30,   18.00,    0.78,    0.21,    5.38
  5,   56, 14, 1,   17.27,    7.49,  -29.00,   -1.23,    7.00,   -1.48,    0.39,    1.79
 39,   56, 15, 1,   16.80,    6.71,  -29.49,  -11.45,    0.00,    1.29,    0.37,    5.48
 93, 1456, 16, 1,   17.90,    7.41,  -29.15,   -2.63,   11.00,   -4.18,    0.10,    6.07
 91, 1456, 17, 1,   17.49,    7.39,  -29.19,  -15.38,  -11.00,   -3.53,    0.10,    3.08
 30, 1456, 18, 1,   17.62,    6.25,  -29.37,  -18.15,   -8.00,   -3.72,    0.12,    5.17
  6, 1456, 19, 1,   17.18,    7.56,  -28.93,   -5.15,    4.00,   -1.40,    0.07,    3.46
  8, 1456, 20, 1,   17.29,    7.44,  -28.97,   -5.02,   11.00,   -2.06,    0.06,    3.22
 46,    0, 21, 1,   17.46,    7.71,  -29.28,   -5.13,   -5.70,   -2.17,    0.24,    3.96
  7,    0, 22, 1,   17.13,    7.56,  -28.92,   -9.93,   -5.70,   -1.87,    0.13,    4.04
 45,   14,  1, 1,   17.80,    7.58,  -29.23,    7.68,   12.00,   -1.71,    0.20,    2.21
 13,   14,  2, 1,   17.89,    7.29,  -28.95,    5.03,    9.00,   -3.91,    0.13,    3.31
 85,   14,  3, 1,   17.91,    7.74,  -29.12,    2.65,   15.00,   -3.72,    0.29,    3.10
 95,   14,  4, 1,   17.91,    6.66,  -29.23,   -1.72,    9.00,   -4.19,    0.55,    4.17
 15,   14,  5, 1,   17.86,    7.32,  -28.82,    2.74,    4.00,   -4.45,    0.49,    1.79
 90,   28,  6, 1,   17.72,    7.24,  -29.18,    2.58,   20.00,   -2.41,    0.16,    3.28
 67,   28,  7, 1,   16.62,    8.65,  -28.88,  -18.66,  -15.00,   -1.65,    0.27,    3.13
 87,   28,  8, 1,   17.38,    7.76,  -29.14,  -20.83,   -9.00,   -4.59,    0.77,    2.60
 74,   28,  9, 1,   16.99,    8.63,  -28.91,  -11.65,    1.00,   -1.75,    0.25,    3.18
 32,   28, 10, 1,   17.25,    7.42,  -29.16,   -1.44,   25.00,   -0.45,    0.30,    6.71
  3,   56, 11, 1,   16.82,    7.52,  -28.93,   -8.96,   -3.00,    0.39,    0.12,    3.13
 21,   56, 12, 1,   17.41,    7.38,  -29.01,  -15.05,   -8.00,   -4.01,    0.19,    4.35
 44,   56, 13, 1,   17.87,    7.67,  -29.16,    9.91,   18.00,   -1.84,    0.41,    4.09
 26,   56, 14, 1,   17.39,    7.12,  -29.05,   -9.47,    7.00,   -2.80,    0.37,    5.18
 20,   56, 15, 1,   17.52,    7.23,  -29.02,   -8.87,    0.00,   -3.62,    0.31,    2.45
 31, 1456, 16, 1,   17.22,    5.92,  -29.35,    1.27,   11.00,   -0.47,    0.10,    2.35
 68, 1456, 17, 1,   16.80,    8.78,  -28.89,  -14.77,  -11.00,   -1.77,    0.07,    3.31
102, 1456, 18, 1,   17.27,    7.74,  -29.10,  -24.12,   -8.00,   -4.23,    0.52,    3.15
 65, 1456, 19, 1,   17.11,    8.76,  -28.91,   -4.52,    4.00,   -0.26,    0.05,    3.06
  4, 1456, 20, 1,   17.42,    7.71,  -28.89,   -0.54,   11.00,   -2.09,    0.05,    4.25
 70,    0, 21, 1,   16.91,    8.61,  -28.95,   -8.42,   -5.70,   -0.45,    0.19,    4.02
 17,    0, 22, 1,   17.64,    7.17,  -29.02,   -5.37,   -5.70,   -3.68,    0.20,    2.45
 84,   14,  1, 1,   18.19,    7.63,  -29.05,    4.80,   12.00,   -4.77,    0.31,    2.77
 24,   14,  2, 1,   17.78,    7.25,  -28.91,   15.45,    9.00,   -2.23,    0.12,    8.13
 57,   14,  3, 1,   17.09,    8.75,  -28.99,   11.98,   15.00,    3.68,    0.34,    5.18
 33,   14,  4, 1,   16.97,    7.21,  -29.18,    5.02,    9.00,    1.46,    0.47,    4.08
 78,   14,  5, 1,   17.44,    8.09,  -29.10,   -2.71,    4.00,   -2.15,    0.34,    3.39
 77,   28,  6, 1,   17.68,    7.99,  -29.03,    6.32,   20.00,   -1.52,    0.07,    4.32
 86,   28,  7, 1,   17.46,    7.63,  -29.15,  -21.43,  -15.00,   -4.88,    0.21,    6.80
 89,   28,  8, 1,   17.36,    7.35,  -29.21,  -20.84,   -9.00,   -3.92,    0.04,    3.34
 92,   28,  9, 1,   17.45,    7.46,  -29.21,  -19.95,    1.00,   -4.30,    0.17,    3.22
 41,   28, 10, 1,   17.09,    6.96,  -29.46,    5.16,   25.00,    1.50,    0.22,    3.41
 72,   56, 11, 1,   16.98,    8.64,  -29.01,   -7.23,   -3.00,   -0.60,    0.24,    4.04
 88,   56, 12, 1,   17.35,    7.28,  -29.20,  -15.75,   -8.00,   -2.96,    0.20,    6.12
 36,   56, 13, 1,   17.03,    6.96,  -29.33,    4.92,   18.00,    0.71,    0.41,    3.00
 28,   56, 14, 1,   17.34,    6.85,  -29.04,   -7.62,    7.00,   -2.05,    0.35,    5.05
 52,   56, 15, 1,   16.91,    8.45,  -29.01,  -11.71,    0.00,   -0.91,    0.09,    4.33
 59, 1456, 16, 1,   17.29,    8.60,  -28.95,    4.55,   11.00,    1.20,    0.08,    3.13
 94, 1456, 17, 1,   17.63,    6.98,  -29.26,  -20.40,  -11.00,   -4.64,    0.09,    4.30
 63, 1456, 18, 1,   16.96,    8.77,  -28.94,  -11.93,   -8.00,   -1.46,    0.17,    3.11
 40, 1456, 19, 1,   16.92,    7.09,  -29.45,   -9.01,    4.00,    0.19,    0.16,    4.37
 71, 1456, 20, 1,   17.30,    8.64,  -28.93,   -2.49,   11.00,   -1.15,    0.14,    2.85
 97,    0, 21, 1,   17.73,    7.16,  -29.20,   -8.66,   -5.70,   -3.84,    0.06,    3.24
 64,    0, 22, 1,   16.87,    8.65,  -28.95,  -10.60,   -5.70,   -0.51,    0.15,    5.04
 99,   14,  1, 1,   17.94,    7.03,  -29.11,    6.25,   12.00,   -3.06,    0.28,    4.20
 27,   14,  2, 1,   17.35,    6.89,  -29.02,    8.16,    9.00,   -0.89,    0.17,    5.14
 34,   14,  3, 1,   17.03,    7.31,  -29.19,    6.11,   15.00,    1.40,    0.48,    2.02
 29,   14,  4, 1,   17.88,    6.15,  -29.11,    4.78,    9.00,   -2.96,    0.42,    4.13
110,   14,  5, 1,   17.61,    8.26,  -28.76,    8.26,    4.00,   -2.22,    0.52,    2.08
  9,   28,  6, 1,   17.96,    7.52,  -28.84,   14.20,   20.00,   -2.94,    0.38,    4.12
108,   28,  7, 1,   17.60,    7.90,  -29.05,  -19.64,  -15.00,   -5.47,    0.30,    6.10
 81,   28,  8, 1,   17.37,    7.85,  -29.11,  -18.16,   -9.00,   -4.34,    0.27,    1.71
 50,   28,  9, 1,   16.99,    8.21,  -29.10,  -11.79,    1.00,   -1.43,    0.32,    4.58
 96,   28, 10, 1,   17.90,    6.71,  -29.21,   -0.99,   25.00,   -3.76,    0.25,    2.95
 12,   56, 11, 1,   17.52,    7.26,  -28.99,   -3.01,   -3.00,   -2.66,    0.22,    4.02
104,   56, 12, 1,   17.46,    7.98,  -29.04,  -14.53,   -8.00,   -3.59,    0.50,    5.41
 61,   56, 13, 1,   17.37,    8.74,  -28.95,   12.63,   18.00,    2.07,    0.55,    2.12
 76,   56, 14, 1,   17.08,    8.13,  -29.18,   -4.10,    7.00,   -0.78,    0.61,    3.48
  1,   56, 15, 1,   16.57,    7.71,  -28.91,  -14.86,    0.00,    0.18,    0.33,    3.09
 69, 1456, 16, 1,   17.45,    8.73,  -28.91,    1.84,   11.00,   -0.71,    0.02,    4.31
100, 1456, 17, 1,   17.39,    7.71,  -29.12,  -18.83,  -11.00,   -4.04,    0.12,    5.23
 79, 1456, 18, 1,   17.43,    7.96,  -29.12,  -14.19,   -8.00,   -4.10,    0.11,    3.87
 23, 1456, 19, 1,   17.43,    7.40,  -28.96,  -12.83,    4.00,   -3.73,    0.02,    1.36
 25, 1456, 20, 1,   17.85,    7.22,  -28.93,    6.41,   11.00,   -3.44,    0.06,    2.30
 66,    0, 21, 1,   16.85,    8.75,  -28.92,   -8.04,   -5.70,    0.14,    0.05,    4.24
 35,    0, 22, 1,   17.13,    7.17,  -29.31,   -7.78,   -5.70,   -1.12,    0.25,    3.91
  2,   14,  1, 1,   17.06,    7.77,  -28.89,    5.79,   12.00,    0.89,    0.24,    3.17
 83,   14,  2, 1,   18.12,    7.64,  -29.11,    5.10,    9.00,   -4.41,    0.13,    3.38
 10,   14,  3, 1,   17.91,    7.35,  -28.87,   12.45,   15.00,   -3.43,    0.46,    2.03
 60,   14,  4, 1,   17.56,    8.74,  -28.84,   11.72,    9.00,    1.24,    0.64,    2.93
 58,   14,  5, 1,   17.31,    8.36,  -28.94,    7.77,    4.00,    1.86,    1.00,    4.21
 47,   28,  6, 1,   17.99,    7.76,  -29.16,   12.21,   20.00,   -1.53,    0.26,    3.35
 37,   28,  7, 1,   17.25,    7.23,  -29.19,  -13.43,  -15.00,   -2.42,    0.07,    3.22
 80,   28,  8, 1,   17.38,    7.95,  -29.07,  -18.35,   -9.00,   -4.42,    0.20,    3.19
 56,   28,  9, 1,   16.78,    8.35,  -29.00,  -18.22,    1.00,   -1.99,    0.13,    3.36
 14,   28, 10, 1,   17.81,    7.42,  -28.90,    2.66,   25.00,   -3.90,    0.30,    3.01
 19,   56, 11, 1,   17.71,    7.21,  -28.96,   -4.73,   -3.00,   -3.82,    0.11,    4.27
101,   56, 12, 1,   17.34,    7.63,  -29.09,  -22.11,   -8.00,   -4.20,    0.10,    8.18
 55,   56, 13, 1,   17.40,    8.46,  -28.94,    3.17,   18.00,    0.03,    0.44,    3.09
 53,   56, 14, 1,   17.02,    8.43,  -29.01,   -7.18,    7.00,   -0.44,    0.09,    3.31
 16,   56, 15, 1,   17.81,    7.15,  -28.99,   -0.99,    0.00,   -4.19,    0.08,    2.34
 18, 1456, 16, 1,   17.79,    7.08,  -28.96,    3.79,   11.00,   -3.49,    0.04,    3.38
 43, 1456, 17, 1,   16.81,    7.61,  -29.27,  -16.04,  -11.00,   -1.01,    0.06,    3.42
 48, 1456, 18, 1,   17.16,    7.81,  -29.20,  -11.59,   -8.00,   -1.34,    0.06,    4.37
 22, 1456, 19, 1,   17.38,    7.40,  -28.98,  -13.00,    4.00,   -3.61,    0.06,    4.15
 62, 1456, 20, 1,   17.42,    8.75,  -28.93,    0.12,   11.00,   -0.49,    0.17,    3.14
 54,    0, 21, 1,   17.03,    8.43,  -29.00,   -9.57,   -5.70,   -1.18,    0.12,    4.18
 42,    0, 22, 1,   16.77,    7.54,  -29.29,  -12.90,   -5.70,   -0.09,    0.12,    5.80
