#X	t	x	y	A
3.464102	-0.000341	-Inf	-Inf	-Inf
3.464102	-0.000324	-0.999900	-5.642892	-5.730796
3.464102	-0.000307	3.119600	18.232590	18.497547
3.464102	-0.000290	5.282027	32.048123	32.480486
3.464102	-0.000272	6.586247	41.597363	42.115547
3.464102	-0.000254	7.383228	48.687867	49.244496
3.464102	-0.000236	7.832650	54.116101	54.680003
3.464102	-0.000217	8.021914	58.297139	58.846474
3.464102	-0.000198	8.004938	61.467377	61.986429
3.464102	-0.000180	7.818065	63.765770	64.243253
3.464102	-0.000161	7.487640	65.270680	65.698755
3.464102	-0.000142	7.044371	66.113961	66.488187
3.464102	-0.000123	6.560316	66.882274	67.203246
3.464102	-0.000105	6.044334	67.673286	67.942679
3.464102	-0.000087	5.493992	68.488051	68.708057
3.464102	-0.000070	4.906625	69.327644	69.501059
3.464102	-0.000053	4.279316	70.193142	70.323465
3.464102	-0.000038	3.608865	71.085586	71.177135
3.464102	-0.000025	2.891764	72.005931	72.063974
3.464102	-0.000013	2.124164	72.954953	72.985870
3.464102	-0.000005	1.301851	73.933124	73.944585
3.464102	-0.000001	0.420224	74.940400	74.941578
3.464102	-0.000001	-0.525716	75.975909	75.977728
3.464102	-0.000008	-1.541343	77.037474	77.052892
3.464102	-0.000022	-2.632337	78.120891	78.165228
3.464102	-0.000048	-3.804541	79.218853	79.310159
3.464102	-0.000087	-5.063654	80.319411	80.478869
3.464102	-0.000145	-6.414730	81.403854	81.656208
3.464102	-0.000225	-7.861345	82.444101	82.818057
3.464102	-0.000335	-9.404418	83.400075	83.928634
3.464102	-0.000481	-11.040765	84.218433	84.939054
3.464102	-0.000673	-12.761879	84.835106	85.789631
3.464102	-0.000916	-14.553858	85.184324	86.418655
3.464102	-0.001217	-16.399464	85.214115	86.777807
3.464102	-0.001577	-18.282257	84.902303	86.848385
3.464102	-0.001994	-20.190944	84.263136	86.648430
3.464102	-0.002461	-22.121474	83.339617	86.225585
3.464102	-0.002969	-24.076088	82.186970	85.640855
3.464102	-0.003512	-26.060602	80.857208	84.953182
3.464102	-0.004078	-28.081648	79.390517	84.210648
3.464102	-0.004663	-30.144788	77.813163	83.448167
3.464102	-0.005258	-32.253495	76.139138	82.688913
3.464102	-0.005860	-34.408704	74.373059	81.947000
3.464102	-0.006464	-36.608649	72.513026	81.230118
3.464102	-0.007066	-38.848791	70.552987	80.541620
3.464102	-0.007663	-41.121783	68.484580	79.882030
3.464102	-0.008254	-43.417460	66.298571	79.250087
3.464102	-0.008835	-45.722857	63.986014	78.643434
3.464102	-0.009405	-48.022312	61.539236	78.059080
3.464102	-0.009962	-50.297668	58.952695	77.493714
3.464102	-0.010504	-52.528626	56.223737	76.943909
3.464102	-0.011030	-54.693254	53.353236	76.406281
3.464102	-0.011540	-56.768670	50.346081	75.877597
3.464102	-0.012031	-58.731869	47.211470	75.354863
3.464102	-0.012503	-60.560666	43.962963	74.835395
3.464102	-0.012955	-62.234674	40.618256	74.316872
3.464102	-0.013388	-63.652227	37.149649	73.700085
3.464102	-0.013800	-64.964941	33.683697	73.178105
3.464102	-0.014191	-65.367527	29.867144	71.867655
3.464102	-0.014562	-64.774902	25.820040	69.731359
3.464102	-0.014912	-63.074213	21.655736	66.688284
3.464102	-0.015243	-60.105371	17.482150	62.596176
3.464102	-0.015555	-55.621784	13.403064	57.213854
3.464102	-0.015848	-49.205879	9.520308	50.118408
3.464102	-0.016124	-40.061096	5.937957	40.498775
3.464102	-0.016382	-26.369760	2.769999	26.514848
3.464102	-0.016624	-2.266166	0.144593	2.270774


3.464102	0	0.000000	113.784920	113.784920
