# VP06   2012-05-08_14-53-21
# Elapsed time of measurement: 478 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 27.07, 13.00, -65.59, 6.94, 0.13


# Localization experiment
# mode: 0 => generic; 3/8/15 => WFS with 3/8/15 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 39,   3,  1, 1,   27.82,    9.21,  -65.09,  177.86,    0.00,   -3.70,    0.17,    2.63
  2,   3,  2, 1,   26.38,    8.39,  -64.99,  167.80,   -4.76,   -0.10,    0.42,    2.48
115,   3,  3, 1,   28.80,    8.63,  -65.15,  168.69,   -9.46,   -3.12,    0.90,    3.21
108,   3,  4, 1,   27.87,    9.46,  -65.23,  146.42,  -14.04,   -2.16,    0.58,    2.84
112,   3,  5, 1,   27.65,    9.60,  -65.24,  140.73,  -18.43,   -1.72,    0.22,    2.75
 50,   3,  6, 1,   27.40,    9.79,  -65.30,  134.75,  -22.62,   -2.02,    0.31,    3.39
127,   3,  7, 1,   32.17,    9.45,  -65.93,  128.09,  -26.57,   -0.66,    0.35,    3.18
113,   3,  8, 1,   28.04,    9.39,  -65.43,  133.67,  -30.26,   -2.10,    0.18,    4.81
 55,   8,  9, 1,   28.05,    9.05,  -64.88,  187.26,   35.00,   -3.71,    0.64,    3.16
 65,   8, 10, 1,   27.89,    9.55,  -65.05,  183.27,   30.24,   -4.16,    0.91,    2.21
 10,   8, 11, 1,   27.18,    9.24,  -64.98,  178.33,   25.54,   -3.12,    0.80,    4.08
 37,   8, 12, 1,   27.31,    9.48,  -64.94,  188.30,   20.96,   -3.48,    0.50,    2.70
 17,   8, 13, 1,   27.80,   10.22,  -64.94,  176.58,   16.57,   -5.59,    0.60,    4.75
 53,   8, 14, 1,   28.20,    9.39,  -64.97,  188.11,   12.38,   -4.73,    0.23,    3.14
 89,   8, 15, 1,   28.09,    9.28,  -65.07,  180.38,    8.43,   -3.73,    0.30,    3.14
110,   8, 16, 1,   28.49,    9.59,  -65.11,  174.90,    4.74,   -4.46,    0.08,    2.41
121,  15, 17, 1,   28.99,    8.96,  -65.12,  185.26,   17.50,   -4.06,    0.51,    3.04
  3,  15, 18, 1,   25.93,    7.89,  -65.00,  170.96,   12.74,    1.09,    0.56,    2.93
 76,  15, 19, 1,   28.45,    8.49,  -64.99,  182.27,    8.04,   -3.36,    0.47,    1.98
 83,  15, 20, 1,   28.37,    9.30,  -65.21,  164.89,    3.46,   -3.89,    0.21,    2.36
 84,  15, 21, 1,   28.57,    9.08,  -65.10,  178.59,   -0.93,   -4.21,    0.15,    2.43
126,  15, 22, 1,   32.22,    9.00,  -65.81,  152.38,   -5.12,   -0.70,    0.54,    2.89
 19,  15, 23, 1,   26.89,    9.97,  -65.20,  157.08,   -9.07,   -2.61,    0.27,    4.54
 54,  15, 24, 1,   27.57,    9.28,  -65.26,  149.86,  -12.76,   -2.29,    0.68,    2.76
122,   0, 25, 1,   28.43,    9.00,  -65.19,  163.22,   -5.70,   -2.81,    0.08,    3.29
 56,   0, 26, 1,   27.05,    9.64,  -65.22,  155.94,   -5.70,   -1.99,    0.34,    4.07
  5,   3,  1, 1,   26.38,    9.06,  -65.10,  163.37,    0.00,   -0.82,    0.71,    6.56
116,   3,  2, 1,   28.70,    8.25,  -65.05,  177.67,   -4.76,   -2.86,    0.36,    2.42
 11,   3,  3, 1,   26.65,    9.65,  -65.35,  140.93,   -9.46,   -1.17,    1.04,    3.00
 98,   3,  4, 1,   27.47,    8.80,  -65.30,  144.93,  -14.04,   -0.81,    0.13,    2.74
 68,   3,  5, 1,   26.68,    9.97,  -65.40,  132.60,  -18.43,   -0.64,    0.83,    3.61
 95,   3,  6, 1,   27.73,    8.55,  -65.22,  144.57,  -22.62,   -1.04,    0.43,    3.01
 32,   3,  7, 1,   26.23,   10.31,  -65.29,  121.24,  -26.57,   -0.34,    0.63,    3.73
 28,   3,  8, 1,   26.92,    9.54,  -65.27,  131.86,  -30.26,   -1.02,    0.41,    5.57
 18,   8,  9, 1,   26.12,   10.72,  -65.21,  120.96,   35.00,   -0.71,    0.78,    7.18
 24,   8, 10, 1,   27.65,    9.41,  -64.88,  186.60,   30.24,   -4.00,    0.68,    2.65
 16,   8, 11, 1,   26.68,   10.24,  -65.16,  172.44,   25.54,   -3.12,    1.70,    2.53
106,   8, 12, 1,   28.82,    9.09,  -65.02,  185.24,   20.96,   -4.31,    0.50,    2.70
 80,   8, 13, 1,   28.15,    9.18,  -65.03,  187.87,   16.57,   -3.77,    0.27,    2.16
 47,   8, 14, 1,   28.02,    9.38,  -65.07,  176.79,   12.38,   -4.10,    0.43,    2.67
 81,   8, 15, 1,   27.57,   10.31,  -65.07,  172.30,    8.43,   -4.22,    0.67,    3.97
 42,   8, 16, 1,   27.70,    9.31,  -65.09,  171.12,    4.74,   -3.32,    0.20,    2.81
 64,  15, 17, 1,   27.68,    8.81,  -65.19,  163.18,   17.50,   -2.25,    0.29,    2.40
 45,  15, 18, 1,   27.93,    9.41,  -65.01,  186.62,   12.74,   -4.51,    0.66,    2.55
  7,  15, 19, 1,   26.36,    9.11,  -65.17,  156.47,    8.04,   -0.70,    0.73,    3.25
118,  15, 20, 1,   28.25,    9.06,  -65.14,  168.71,    3.46,   -2.95,    0.12,    2.24
 20,  15, 21, 1,   24.83,   11.55,  -64.92,  148.65,   -0.93,   -0.70,    1.29,    6.08
 79,  15, 22, 1,   27.99,    8.99,  -65.07,  177.06,   -5.12,   -3.17,    0.09,    2.32
 34,  15, 23, 1,   26.93,    9.75,  -65.14,  156.79,   -9.07,   -2.14,    0.26,    3.08
 40,  15, 24, 1,   26.78,    9.79,  -65.29,  140.12,  -12.76,   -1.32,    0.50,    3.16
 58,   0, 25, 1,   27.16,    9.11,  -65.22,  156.70,   -5.70,   -1.51,    0.41,    4.68
 92,   0, 26, 1,   29.00,    7.84,  -65.13,  165.91,   -5.70,   -2.58,    0.32,    2.51
 86,   3,  1, 1,   29.08,    8.52,  -65.13,  170.62,    0.00,   -4.00,    0.47,    2.96
  8,   3,  2, 1,   26.17,   10.03,  -65.12,  149.16,   -4.76,   -1.08,    0.61,    5.04
 36,   3,  3, 1,   26.69,    9.63,  -65.19,  147.96,   -9.46,   -1.19,    0.19,    3.18
103,   3,  4, 1,   27.33,    8.34,  -65.15,  159.04,  -14.04,   -0.49,    0.73,    4.01
 46,   3,  5, 1,   26.72,    9.83,  -65.19,  137.28,  -18.43,   -0.95,    0.42,    4.08
 94,   3,  6, 1,   27.49,    9.33,  -65.33,  133.13,  -22.62,   -1.24,    0.40,    3.10
 77,   3,  7, 1,   27.17,    8.96,  -65.34,  127.26,  -26.57,   -0.21,    0.27,    4.33
 48,   3,  8, 1,   27.32,    9.85,  -65.31,  131.05,  -30.26,   -1.93,    0.40,    3.97
 63,   8,  9, 1,   27.65,    9.24,  -65.04,  183.35,   35.00,   -3.33,    0.87,    2.37
 35,   8, 10, 1,   27.54,    9.54,  -64.84,  185.13,   30.24,   -3.87,    0.30,    2.42
 13,   8, 11, 1,   27.19,    9.71,  -65.06,  179.86,   25.54,   -3.40,    0.80,    3.13
  4,   8, 12, 1,   26.06,    8.97,  -65.16,  167.84,   20.96,   -0.31,    1.45,    4.09
 99,   8, 13, 1,   28.51,    8.60,  -64.99,  179.92,   16.57,   -3.45,    0.20,    2.44
 97,   8, 14, 1,   28.17,    8.34,  -65.01,  183.33,   12.38,   -2.42,    0.27,    2.63
117,   8, 15, 1,   28.76,    8.32,  -64.98,  184.99,    8.43,   -3.18,    0.32,    2.96
 14,   8, 16, 1,   26.22,   10.19,  -65.30,  142.49,    4.74,   -1.04,    0.91,    3.73
 74,  15, 17, 1,   28.06,    8.83,  -65.08,  177.39,   17.50,   -3.19,    0.87,    2.59
101,  15, 18, 1,   28.50,    8.97,  -64.96,  183.69,   12.74,   -3.87,    0.50,    2.56
 44,  15, 19, 1,   27.88,    9.96,  -65.01,  175.97,    8.04,   -4.70,    0.53,    3.25
120,  15, 20, 1,   28.89,    8.95,  -65.10,  179.77,    3.46,   -3.94,    0.14,    2.37
 60,  15, 21, 1,   27.17,    9.85,  -65.17,  152.46,   -0.93,   -2.34,    1.20,    2.19
 93,  15, 22, 1,   28.55,    9.50,  -65.17,  166.37,   -5.12,   -4.29,    0.13,    3.33
 87,  15, 23, 1,   28.49,    8.30,  -65.25,  153.90,   -9.07,   -2.34,    0.41,    1.93
 66,  15, 24, 1,   26.94,    9.84,  -65.30,  127.17,  -12.76,   -1.16,    0.79,    2.92
 61,   0, 25, 1,   27.73,    8.71,  -65.12,  161.62,   -5.70,   -2.02,    0.27,    4.37
 96,   0, 26, 1,   28.03,    8.68,  -65.16,  157.78,   -5.70,   -2.11,    0.37,    3.43
130,   3,  1, 1,   32.89,    9.32,  -65.73,  168.43,    0.00,   -2.86,    0.53,    3.08
  1,   3,  2, 1,   26.00,    9.02,  -65.16,  154.78,   -4.76,    0.13,    0.66,    6.35
 23,   3,  3, 1,   27.42,    9.36,  -65.08,  161.81,   -9.46,   -2.72,    0.44,    5.95
123,   3,  4, 1,   27.97,    8.75,  -65.25,  151.93,  -14.04,   -1.42,    0.49,    2.84
 73,   3,  5, 1,   26.97,    9.54,  -65.38,  130.27,  -18.43,   -0.59,    0.86,    3.48
  9,   3,  6, 1,   26.67,    9.70,  -65.27,  132.76,  -22.62,   -0.87,    0.30,    3.93
 71,   3,  7, 1,   26.66,    9.87,  -65.30,  111.37,  -26.57,    0.09,    0.72,    2.86
119,   3,  8, 1,   27.69,    8.77,  -65.30,  127.67,  -30.26,   -0.58,    0.41,    3.88
104,   8,  9, 1,   28.15,    8.76,  -65.08,  184.46,   35.00,   -2.74,    1.61,    3.02
 59,   8, 10, 1,   27.38,    9.37,  -65.05,  177.97,   30.24,   -2.97,    0.58,    1.99
 27,   8, 11, 1,   28.21,    9.42,  -64.90,  193.14,   25.54,   -5.32,    0.80,    3.56
 82,   8, 12, 1,   28.20,   10.06,  -65.04,  184.32,   20.96,   -5.37,    0.40,    1.88
