# VP08   2012-05-08_10-01-50
# Elapsed time of measurement: 568 s
# Visual calibration
# n,x,y,z,phi,std(phi)
1, 25.94, 13.26, -74.48, -0.00, 0.19


# Localization experiment
# mode: 0 => generic; 3/8/15 => WFS with 3/8/15 loudspeakers
# trial_number, mode, source, n, x, y, z, phi, real_phi, delta, stdev, elapsed_time
 25,   3,  1, 1,   26.08,   13.44,  -73.93,   -3.16,    0.00,   -0.93,    0.19,    2.01
 72,   3,  2, 1,   26.22,   12.71,  -73.62,   -6.87,   -4.76,   -0.99,    0.15,    2.38
 64,   3,  3, 1,   25.23,   12.28,  -73.81,  -11.74,   -9.46,   -0.50,    0.14,    3.40
 43,   3,  4, 1,   25.49,   11.59,  -73.89,  -20.01,  -14.04,   -4.05,    0.13,    2.37
 42,   3,  5, 1,   25.55,   11.68,  -73.96,  -26.17,  -18.43,   -6.49,    0.20,    2.49
 17,   3,  6, 1,   24.97,   12.27,  -73.88,  -30.86,  -22.62,   -6.51,    0.09,    2.43
 76,   3,  7, 1,   25.41,   11.08,  -73.42,  -37.02,  -26.57,   -9.18,    0.16,    2.03
 97,   3,  8, 1,   25.80,    9.05,  -73.37,  -37.16,  -30.26,   -7.32,    0.09,    3.51
  5,   8,  9, 1,   28.96,   12.03,  -73.86,   33.25,   35.00,   -0.41,    0.40,    2.79
 67,   8, 10, 1,   29.92,   13.97,  -73.29,   27.07,   30.24,    1.98,    0.28,    3.14
 35,   8, 11, 1,   28.52,   13.69,  -73.46,   21.54,   25.54,    1.44,    0.40,    2.87
 10,   8, 12, 1,   27.66,   13.32,  -73.91,   18.06,   20.96,    0.16,    0.12,    5.35
 28,   8, 13, 1,   28.47,   14.38,  -73.53,   11.29,   16.57,   -1.14,    0.19,    2.76
 47,   8, 14, 1,   27.59,   13.46,  -73.68,    7.89,   12.38,   -0.59,    0.32,    2.48
  8,   8, 15, 1,   24.86,   13.23,  -73.98,   -2.28,    8.43,    1.09,    0.13,    4.35
 79,   8, 16, 1,   27.79,   13.27,  -73.50,    3.21,    4.74,    0.16,    0.22,    3.29
 92,  15, 17, 1,   28.68,   12.09,  -73.44,   12.00,   17.50,   -0.09,    0.17,    3.00
 45,  15, 18, 1,   27.56,   13.16,  -73.60,    9.73,   12.74,    0.14,    0.32,    2.11
 77,  15, 19, 1,   27.50,   13.43,  -73.41,    7.72,    8.04,    1.14,    0.15,    4.20
 20,  15, 20, 1,   26.29,   13.24,  -74.06,   -2.04,    3.46,   -0.87,    0.13,    2.25
 11,  15, 21, 1,   25.10,   12.97,  -73.80,   -7.02,   -0.93,   -0.09,    0.13,    4.98
108,  15, 22, 1,   26.96,    9.64,  -73.32,   -7.73,   -5.12,   -0.80,    0.15,    2.21
 36,  15, 23, 1,   25.06,   12.61,  -73.80,  -11.84,   -9.07,   -0.51,    0.25,    2.25
119,  15, 24, 1,   27.09,    9.08,  -73.08,  -12.44,  -12.76,   -1.47,    0.28,    2.63
 74,   0, 25, 1,   26.75,   12.89,  -73.36,   -4.34,   -5.70,   -1.37,    0.21,    3.04
 32,   0, 26, 1,   25.16,   13.76,  -73.71,   -5.80,   -5.70,    0.35,    0.15,    2.10
116,   3,  1, 1,   27.92,   10.11,  -73.22,    0.37,    0.00,    0.33,    0.21,    2.44
110,   3,  2, 1,   28.04,   10.04,  -73.32,   -1.16,   -4.76,   -0.64,    0.26,    2.59
 46,   3,  3, 1,   26.10,   12.65,  -73.73,  -13.01,   -9.46,   -3.49,    0.13,    2.60
 54,   3,  4, 1,   25.70,   13.58,  -73.51,  -16.49,  -14.04,   -4.28,    0.19,    2.96
 37,   3,  5, 1,   24.35,   11.30,  -73.96,  -25.71,  -18.43,   -3.41,    0.16,    2.18
 89,   3,  6, 1,   25.08,    9.67,  -73.62,  -30.64,  -22.62,   -5.30,    0.19,    2.97
 75,   3,  7, 1,   25.80,   11.06,  -73.44,  -34.87,  -26.57,   -9.12,    0.11,    2.79
106,   3,  8, 1,   25.77,    8.68,  -73.10,  -37.38,  -30.26,   -7.44,    0.21,    3.08
  1,   8,  9, 1,   26.42,   11.28,  -74.14,   33.73,   35.00,    2.47,    0.23,    2.54
  4,   8, 10, 1,   28.47,   13.11,  -73.73,   31.99,   30.24,    0.78,    0.49,    2.56
 27,   8, 11, 1,   28.62,   14.07,  -73.56,   22.75,   25.54,    1.39,    0.22,    2.55
 82,   8, 12, 1,   28.98,   12.46,  -73.44,   20.17,   20.96,    1.96,    0.15,    3.12
127,   8, 13, 1,   29.25,   10.35,  -73.07,   11.07,   16.57,    0.71,    0.09,    3.27
 38,   8, 14, 1,   26.63,   12.91,  -73.84,    5.88,   12.38,    0.48,    0.17,    2.52
121,   8, 15, 1,   29.03,    9.62,  -73.17,    6.31,    8.43,   -0.61,    0.11,    2.82
122,   8, 16, 1,   28.76,   10.21,  -73.04,    0.25,    4.74,   -1.35,    0.07,    2.33
105,  15, 17, 1,   28.39,   11.51,  -73.29,   19.45,   17.50,    3.35,    0.17,    2.99
 83,  15, 18, 1,   27.80,   12.86,  -73.46,   10.15,   12.74,    1.85,    0.17,    2.81
100,  15, 19, 1,   28.27,   10.90,  -73.54,    9.62,    8.04,    0.11,    0.22,    2.76
 94,  15, 20, 1,   26.94,   11.34,  -73.61,    0.10,    3.46,    0.14,    0.13,    2.98
 90,  15, 21, 1,   25.69,   11.27,  -73.70,   -4.13,   -0.93,    1.00,    0.42,    2.95
 80,  15, 22, 1,   26.84,   11.84,  -73.60,   -5.81,   -5.12,   -0.74,    0.19,    2.62
125,  15, 23, 1,   28.35,    9.91,  -72.95,   -7.31,   -9.07,   -2.61,    0.35,    2.55
 50,  15, 24, 1,   25.51,   13.06,  -73.70,  -14.49,  -12.76,   -2.96,    0.43,    2.53
 33,   0, 25, 1,   25.12,   13.53,  -73.69,   -6.63,   -5.70,    0.27,    0.59,    2.18
 62,   0, 26, 1,   25.98,   12.83,  -73.56,   -9.40,   -5.70,   -1.83,    0.12,    2.85
 85,   3,  1, 1,   26.39,   12.20,  -73.57,   -1.71,    0.00,    1.06,    0.16,    2.83
 99,   3,  2, 1,   26.81,   10.66,  -73.69,   -4.43,   -4.76,   -0.21,    0.14,    3.16
 24,   3,  3, 1,   25.51,   12.57,  -74.03,  -13.96,   -9.46,   -2.29,    0.15,    2.62
112,   3,  4, 1,   26.81,    8.68,  -73.27,  -19.00,  -14.04,   -2.58,    0.17,    3.07
