
# Curve 0 of 12, 100 points
# Curve title: "'lookup_itd.txt' u 1:(column(n)*1000):(1.0)"
# x y type
 53.0404 -0.539952  i
 54.8384 -0.554719  i
 56.6364 -0.568843  i
 58.4343 -0.582346  i
 60.2323 -0.595259  i
 62.0303 -0.607273  i
 63.8283 -0.618311  i
 65.6263 -0.628679  i
 67.4242 -0.638326  i
 69.2222 -0.647267  i
 71.0202 -0.655613  i
 72.8182 -0.663249  i
 74.6162 -0.670135  i
 76.4141 -0.676309  i
 78.2121 -0.681755  i
 80.0101 -0.686609  i
 81.8081 -0.690718  i
 83.6061 -0.694176  i
 85.404 -0.697027  i
 87.202 -0.699156  i
 89 -0.700786  i


# Curve 10 of 12, 100 points
# Curve title: "'lookup_itd.txt' u 1:(column(n)*1000):(1.0)"
# x y type
-89  0.680191  i
-87.202  0.678424  i
-85.404  0.676155  i
-83.6061  0.673148  i
-81.8081  0.669548  i
-80.0101  0.665285  i
-78.2121  0.660282  i
-76.4141  0.654615  i
-74.6162  0.648281  i
-72.8182  0.641383  i
-71.0202  0.633738  i
-69.2222  0.625352  i
-67.4242  0.616052  i
-65.6263  0.605856  i
-63.8283  0.595068  i
-62.0303  0.583628  i
-60.2323  0.57134  i
-58.4343  0.558087  i
-56.6364  0.543859  i
-54.8384  0.529047  i
-53.0404  0.513653  i
-51.2424  0.497438  i
-49.4444  0.480431  i
-47.6465  0.462952  i
-45.8485  0.445263  i
-44.0505  0.427005  i
-42.2525  0.408253  i
-40.4545  0.38937  i
-38.6566  0.370359  i
-36.8586  0.35122  i
-35.0606  0.332019  i
-33.2626  0.313215  i
-31.4646  0.294732  i
-29.6667  0.276377  i
-27.8687  0.25805  i
-26.0707  0.239785  i
-24.2727  0.221782  i
-22.4747  0.2042  i
-20.6768  0.186818  i
-18.8788  0.169575  i
-17.0808  0.152639  i
-15.2828  0.135928  i
-13.4848  0.119386  i
-11.6869  0.103128  i
-9.88889  0.0872661  i
-8.09091  0.0715079  i
-6.29293  0.0556305  i
-4.49495  0.0397389  i
-2.69697  0.0240176  i
-0.89899  0.00822433  i
 0.89899 -0.00765797  i
 2.69697 -0.0234659  i
 4.49495 -0.0394037  i
 6.29293 -0.0554261  i
 8.09091 -0.0715067  i
 9.88889 -0.0877317  i
 11.6869 -0.104059  i
 13.4848 -0.120542  i
 15.2828 -0.13711  i
 17.0808 -0.153843  i
 18.8788 -0.170996  i
 20.6768 -0.188318  i
 22.4747 -0.205962  i
 24.2727 -0.224096  i
 26.0707 -0.242559  i
 27.8687 -0.261483  i
 29.6667 -0.280825  i
 31.4646 -0.300295  i
 33.2626 -0.319929  i
 35.0606 -0.339726  i
 36.8586 -0.359684  i
 38.6566 -0.37969  i
 40.4545 -0.399595  i
 42.2525 -0.419423  i
 44.0505 -0.438965  i
 45.8485 -0.458037  i
 47.6465 -0.476707  i
 49.4444 -0.494935  i
 51.2424 -0.512505  i
 53.0404 -0.529181  i
 54.8384 -0.544981  i
 56.6364 -0.560036  i
 58.4343 -0.574281  i
 60.2323 -0.587665  i
 62.0303 -0.600063  i
 63.8283 -0.611499  i
 65.6263 -0.622292  i
 67.4242 -0.632472  i
 69.2222 -0.641891  i
 71.0202 -0.650473  i
 72.8182 -0.658262  i
 74.6162 -0.665286  i
 76.4141 -0.671639  i
 78.2121 -0.677339  i
 80.0101 -0.682436  i
 81.8081 -0.686839  i
 83.6061 -0.690545  i
 85.404 -0.693601  i
 87.202 -0.695963  i
 89 -0.697868  i


# Curve 11 of 12, 100 points
# Curve title: "'lookup_itd.txt' u 1:(column(n)*1000):(1.0)"
# x y type
-89  0.675017  i
-87.202  0.673339  i
-85.404  0.671148  i
-83.6061  0.668349  i
-81.8081  0.665063  i
-80.0101  0.66125  i
-78.2121  0.656788  i
-76.4141  0.651696  i
-74.6162  0.646033  i
-72.8182  0.63972  i
-71.0202  0.632577  i
-69.2222  0.624589  i
-67.4242  0.6159  i
-65.6263  0.606531  i
-63.8283  0.596151  i
-62.0303  0.584636  i
-60.2323  0.572108  i
-58.4343  0.558571  i
-56.6364  0.543914  i
-54.8384  0.52817  i
-53.0404  0.511531  i
-51.2424  0.493916  i
-49.4444  0.475057  i
-47.6465  0.45512  i
-45.8485  0.434529  i
-44.0505  0.413688  i
-42.2525  0.392943  i
-40.4545  0.372231  i
-38.6566  0.351659  i
-36.8586  0.331487  i
-35.0606  0.311868  i
-33.2626  0.292881  i
-31.4646  0.274465  i
-29.6667  0.256509  i
-27.8687  0.239008  i
-26.0707  0.221859  i
-24.2727  0.205086  i
-22.4747  0.188634  i
-20.6768  0.172476  i
-18.8788  0.156467  i
-17.0808  0.140676  i
-15.2828  0.125071  i
-13.4848  0.109502  i
-11.6869  0.0941036  i
-9.88889  0.0789422  i
-8.09091  0.0636856  i
-6.29293  0.0483551  i
-4.49495  0.0331345  i
-2.69697  0.0180878  i
-0.89899  0.00305007  i
 0.89899 -0.0120466  i
 2.69697 -0.0271374  i
 4.49495 -0.0423028  i
 6.29293 -0.0574773  i
 8.09091 -0.0725856  i
 9.88889 -0.0877784  i
 11.6869 -0.103086  i
 13.4848 -0.11842  i
 15.2828 -0.133702  i
 17.0808 -0.149092  i
 18.8788 -0.164554  i
 20.6768 -0.179962  i
 22.4747 -0.19565  i
 24.2727 -0.211768  i
 26.0707 -0.228198  i
 27.8687 -0.244932  i
 29.6667 -0.262139  i
 31.4646 -0.279854  i
 33.2626 -0.298271  i
 35.0606 -0.317196  i
 36.8586 -0.336628  i
 38.6566 -0.356829  i
 40.4545 -0.377587  i
 42.2525 -0.39884  i
 44.0505 -0.420276  i
 45.8485 -0.441513  i
 47.6465 -0.462423  i
 49.4444 -0.482637  i
 51.2424 -0.502016  i
 53.0404 -0.520533  i
 54.8384 -0.537918  i
 56.6364 -0.554019  i
 58.4343 -0.5689  i
 60.2323 -0.582706  i
 62.0303 -0.595461  i
 63.8283 -0.607083  i
 65.6263 -0.617794  i
 67.4242 -0.627549  i
 69.2222 -0.636314  i
 71.0202 -0.644128  i
 72.8182 -0.65125  i
 74.6162 -0.657707  i
 76.4141 -0.663509  i
 78.2121 -0.668597  i
 80.0101 -0.672991  i
 81.8081 -0.67677  i
 83.6061 -0.679974  i
 85.404 -0.682622  i
 87.202 -0.684717  i
 89 -0.686428  i

