# Data file generated by gp_save.m
# 
-1.425	0	-1.570796326794897	0.06249999999999997
-1.221428571428572	0	-1.570796326794897	0.5624999999999999
-1.017857142857143	0	-1.570796326794897	1
-0.8142857142857143	0	-1.570796326794897	1
-0.6107142857142858	0	-1.570796326794897	1
-0.4071428571428573	0	-1.570796326794897	1
-0.2035714285714285	0	-1.570796326794897	1
0	0	-1.570796326794897	1
0.2035714285714285	0	-1.570796326794897	1
0.407142857142857	0	-1.570796326794897	1
0.6107142857142855	0	-1.570796326794897	1
0.8142857142857143	0	-1.570796326794897	1
1.017857142857143	0	-1.570796326794897	1
1.221428571428571	0	-1.570796326794897	0.5625000000000003
1.425	0	-1.570796326794897	0.06249999999999997
