# VP04   2013-11-07_10-41-39
# Elapsed time of measurement: 373 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 41,   14,  1, 1,    1.00,    2.18
 61,   14,  2, 1,    1.00,    4.68
  4,   14,  3, 1,    2.00,    5.65
 91,   14,  4, 1,    2.00,    2.46
 68,   14,  5, 1,    1.00,    1.93
 76,   14,  6, 1,    2.00,    2.35
 94,   28,  7, 1,    1.00,    6.19
 16,   28,  8, 1,    1.00,   10.97
 70,   28,  9, 1,    1.00,    4.68
 85,   28, 10, 1,    1.00,    1.81
 31,   28, 11, 1,    1.00,    4.12
 57,   28, 12, 1,    1.00,    6.58
 43,   56, 13, 1,    1.00,    2.47
 79,   56, 14, 1,    1.00,    2.60
  8,   56, 15, 1,    1.00,    2.16
 82,   56, 16, 1,    1.00,    1.83
 96,   56, 17, 1,    1.00,    2.24
 52,   56, 18, 1,    1.00,    4.90
 17, 1456, 19, 1,    1.00,    9.07
 54, 1456, 20, 1,    1.00,    3.14
 28, 1456, 21, 1,    1.00,    8.36
 62, 1456, 22, 1,    2.00,    5.46
 98, 1456, 23, 1,    1.00,    2.08
 80, 1456, 24, 1,    2.00,    2.17
 56,    0, 25, 1,    1.00,    2.02
 18,   14,  1, 1,    1.00,    3.07
 19,   14,  2, 1,    1.00,    4.44
  6,   14,  3, 1,    1.00,    4.09
 95,   14,  4, 1,    2.00,    2.66
 40,   14,  5, 1,    2.00,    4.89
 53,   14,  6, 1,    2.00,    3.71
 11,   28,  7, 1,    1.00,    1.89
 63,   28,  8, 1,    1.00,    2.28
  1,   28,  9, 1,    1.00,    1.68
 88,   28, 10, 1,    1.00,    4.11
 15,   28, 11, 1,    1.00,    2.17
 67,   28, 12, 1,    1.00,    1.86
 90,   56, 13, 1,    1.00,    1.80
 73,   56, 14, 1,    1.00,   19.90
 69,   56, 15, 1,    1.00,    6.63
100,   56, 16, 1,    1.00,   12.85
 32,   56, 17, 1,    1.00,    2.65
 78,   56, 18, 1,    1.00,    2.77
 30, 1456, 19, 1,    2.00,    2.72
 89, 1456, 20, 1,    2.00,    4.55
 33, 1456, 21, 1,    1.00,    8.75
 20, 1456, 22, 1,    2.00,    3.58
 81, 1456, 23, 1,    1.00,    1.94
 38, 1456, 24, 1,    2.00,    2.14
 77,    0, 25, 1,    1.00,    2.06
 14,   14,  1, 1,    1.00,    1.83
 84,   14,  2, 1,    1.00,    2.20
  3,   14,  3, 1,    1.00,    2.37
 12,   14,  4, 1,    1.00,    5.49
 50,   14,  5, 1,    2.00,    3.00
 60,   14,  6, 1,    2.00,    2.90
 86,   28,  7, 1,    1.00,    3.04
 66,   28,  8, 1,    1.00,    1.91
 49,   28,  9, 1,    1.00,    2.34
 93,   28, 10, 1,    1.00,    2.06
 71,   28, 11, 1,    1.00,    3.00
 21,   28, 12, 1,    1.00,    3.01
 83,   56, 13, 1,    1.00,    1.79
 42,   56, 14, 1,    1.00,    2.05
 64,   56, 15, 1,    1.00,    3.26
  2,   56, 16, 1,    1.00,    2.11
 74,   56, 17, 1,    1.00,    2.24
 35,   56, 18, 1,    1.00,    2.08
 59, 1456, 19, 1,    1.00,    5.46
 37, 1456, 20, 1,    1.00,    4.02
 26, 1456, 21, 1,    1.00,    4.08
 24, 1456, 22, 1,    1.00,    3.92
 97, 1456, 23, 1,    1.00,    4.92
 39, 1456, 24, 1,    2.00,    2.15
 45,    0, 25, 1,    1.00,    2.55
 29,   14,  1, 1,    1.00,    2.02
 99,   14,  2, 1,    1.00,    3.76
 47,   14,  3, 1,    1.00,    1.94
 58,   14,  4, 1,    1.00,    4.25
 55,   14,  5, 1,    2.00,    4.80
 25,   14,  6, 1,    2.00,    2.27
  7,   28,  7, 1,    1.00,    4.22
 72,   28,  8, 1,    1.00,    2.96
 34,   28,  9, 1,    1.00,    2.16
 23,   28, 10, 1,    1.00,    1.88
 13,   28, 11, 1,    1.00,    1.59
 36,   28, 12, 1,    1.00,   16.91
 27,   56, 13, 1,    1.00,    2.96
 46,   56, 14, 1,    1.00,    2.00
 48,   56, 15, 1,    1.00,    3.84
 22,   56, 16, 1,    1.00,    2.50
 75,   56, 17, 1,    1.00,    2.46
  5,   56, 18, 1,    1.00,    1.64
 44, 1456, 19, 1,    2.00,    3.47
  9, 1456, 20, 1,    2.00,    3.86
 65, 1456, 21, 1,    1.00,    2.84
 51, 1456, 22, 1,    1.00,    2.08
 87, 1456, 23, 1,    2.00,    2.50
 10, 1456, 24, 1,    2.00,    2.43
 92,    0, 25, 1,    1.00,    1.80
