# VP02   2013-11-07_11-15-34
# Elapsed time of measurement: 189 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 27,   14,  1, 1,    1.00,    2.21
 83,   14,  2, 1,    1.00,    2.07
  1,   14,  3, 1,    1.00,    2.47
 54,   14,  4, 1,    1.00,    2.80
 43,   14,  5, 1,    1.00,    2.54
 17,   28,  6, 1,    1.00,    1.78
 64,   28,  7, 1,    1.00,    2.47
 52,   28,  8, 1,    1.00,    2.54
 25,   28,  9, 1,    1.00,    2.24
 26,   28, 10, 1,    1.00,    1.42
  3,   56, 11, 1,    1.00,    2.20
 22,   56, 12, 1,    1.00,    5.02
 75,   56, 13, 1,    1.00,    2.20
 11,   56, 14, 1,    1.00,    2.65
 71,   56, 15, 1,    1.00,    1.58
 81, 1456, 16, 1,    1.00,    1.57
 46, 1456, 17, 1,    1.00,    3.33
 32, 1456, 18, 1,    1.00,    2.16
 39, 1456, 19, 1,    1.00,    1.83
 44, 1456, 20, 1,    1.00,    2.44
  8,    0, 21, 1,    1.00,    1.85
 66,   14,  1, 1,    1.00,    1.86
 61,   14,  2, 1,    1.00,    2.15
 36,   14,  3, 1,    1.00,    2.19
 38,   14,  4, 1,    1.00,    1.88
  7,   14,  5, 1,    1.00,    3.37
 28,   28,  6, 1,    1.00,    1.98
 37,   28,  7, 1,    1.00,    1.90
 62,   28,  8, 1,    1.00,    1.61
  9,   28,  9, 1,    1.00,    2.44
 69,   28, 10, 1,    1.00,    1.93
 63,   56, 11, 1,    1.00,    1.97
 13,   56, 12, 1,    1.00,    2.12
 23,   56, 13, 1,    1.00,    2.01
 77,   56, 14, 1,    1.00,    2.41
 29,   56, 15, 1,    1.00,    2.09
 51, 1456, 16, 1,    1.00,    2.32
  6, 1456, 17, 1,    1.00,    3.62
 50, 1456, 18, 1,    1.00,    1.54
  2, 1456, 19, 1,    1.00,    2.12
 18, 1456, 20, 1,    1.00,    1.86
 80,    0, 21, 1,    1.00,    1.74
 58,   14,  1, 1,    1.00,    2.08
 53,   14,  2, 1,    1.00,    2.27
 10,   14,  3, 1,    1.00,    2.14
 15,   14,  4, 1,    1.00,    2.48
  4,   14,  5, 1,    1.00,    2.01
 31,   28,  6, 1,    1.00,    1.95
 72,   28,  7, 1,    1.00,    1.87
 45,   28,  8, 1,    1.00,    1.77
 16,   28,  9, 1,    1.00,    2.02
 67,   28, 10, 1,    1.00,    1.90
 19,   56, 11, 1,    1.00,    2.59
 30,   56, 12, 1,    1.00,    1.96
 21,   56, 13, 1,    1.00,    2.62
 70,   56, 14, 1,    1.00,    2.11
 82,   56, 15, 1,    1.00,    1.84
 73, 1456, 16, 1,    1.00,    2.02
 35, 1456, 17, 1,    1.00,    2.01
 55, 1456, 18, 1,    1.00,    1.63
 76, 1456, 19, 1,    1.00,    4.27
 48, 1456, 20, 1,    1.00,    2.17
 40,    0, 21, 1,    1.00,    4.41
 24,   14,  1, 1,    1.00,    2.01
 65,   14,  2, 1,    1.00,    2.12
 68,   14,  3, 1,    1.00,    2.04
 42,   14,  4, 1,    1.00,    1.95
 56,   14,  5, 1,    1.00,    2.49
 78,   28,  6, 1,    1.00,    1.82
 20,   28,  7, 1,    1.00,    1.74
 14,   28,  8, 1,    1.00,    2.29
 47,   28,  9, 1,    1.00,    2.03
 12,   28, 10, 1,    1.00,    2.09
 60,   56, 11, 1,    1.00,    2.58
 49,   56, 12, 1,    1.00,    2.13
 34,   56, 13, 1,    1.00,    1.90
 79,   56, 14, 1,    1.00,    2.12
  5,   56, 15, 1,    1.00,    3.13
 41, 1456, 16, 1,    1.00,    2.26
 33, 1456, 17, 1,    1.00,    2.07
 84, 1456, 18, 1,    1.00,    1.89
 74, 1456, 19, 1,    1.00,    2.05
 57, 1456, 20, 1,    1.00,    1.65
 59,    0, 21, 1,    1.00,    1.76
