# VP01   2013-10-29_19-39-11
# Elapsed time of measurement: 280 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 80,   14,  1, 1,    1.00,    1.84
 40,   14,  2, 1,    1.00,    1.76
 46,   14,  3, 1,    1.00,    1.85
 81,   14,  4, 1,    2.00,    3.22
 92,   14,  5, 1,    2.00,    2.17
 15,   14,  6, 1,    1.00,    7.12
 50,   28,  7, 1,    1.00,    2.16
 23,   28,  8, 1,    1.00,    1.45
 43,   28,  9, 1,    2.00,    2.78
  4,   28, 10, 1,    1.00,    1.82
 54,   28, 11, 1,    2.00,    1.71
 20,   28, 12, 1,    2.00,    2.00
 85,   56, 13, 1,    1.00,    2.23
100,   56, 14, 1,    1.00,    1.84
 71,   56, 15, 1,    1.00,    2.99
 17,   56, 16, 1,    1.00,    2.94
 21,   56, 17, 1,    1.00,    2.78
 96,   56, 18, 1,    1.00,    1.27
 35, 1456, 19, 1,    1.00,    2.78
 84, 1456, 20, 1,    1.00,    1.98
 93, 1456, 21, 1,    1.00,    1.65
 56, 1456, 22, 1,    1.00,    1.76
 49, 1456, 23, 1,    1.00,    1.80
 55, 1456, 24, 1,    1.00,    1.90
 89,    0, 25, 1,    1.00,    1.49
 77,   14,  1, 1,    1.00,    1.84
  6,   14,  2, 1,    1.00,    1.28
 73,   14,  3, 1,    1.00,    2.29
 19,   14,  4, 1,    2.00,    4.29
  2,   14,  5, 1,    2.00,    9.08
 91,   14,  6, 1,    1.00,    4.00
 13,   28,  7, 1,    1.00,    2.12
 59,   28,  8, 1,    1.00,    1.41
  5,   28,  9, 1,    1.00,    2.22
 97,   28, 10, 1,    1.00,    2.03
 33,   28, 11, 1,    2.00,    2.48
 12,   28, 12, 1,    2.00,    3.94
 30,   56, 13, 1,    1.00,    2.03
 66,   56, 14, 1,    1.00,    2.00
 31,   56, 15, 1,    1.00,    2.85
 67,   56, 16, 1,    1.00,    2.60
 16,   56, 17, 1,    1.00,    3.60
 29,   56, 18, 1,    2.00,    3.10
 53, 1456, 19, 1,    1.00,    2.27
  9, 1456, 20, 1,    1.00,    1.52
  8, 1456, 21, 1,    1.00,    1.61
 99, 1456, 22, 1,    1.00,    2.38
 65, 1456, 23, 1,    2.00,    2.27
 10, 1456, 24, 1,    1.00,    3.97
 39,    0, 25, 1,    1.00,    1.66
 26,   14,  1, 1,    1.00,    1.42
 86,   14,  2, 1,    1.00,    2.05
 95,   14,  3, 1,    1.00,    1.35
 82,   14,  4, 1,    2.00,    3.14
 52,   14,  5, 1,    2.00,   10.31
 70,   14,  6, 1,    1.00,    8.03
 64,   28,  7, 1,    1.00,    1.85
 22,   28,  8, 1,    1.00,    1.32
 36,   28,  9, 1,    2.00,    3.71
 48,   28, 10, 1,    2.00,    2.22
 51,   28, 11, 1,    2.00,    1.52
 45,   28, 12, 1,    2.00,    1.64
 83,   56, 13, 1,    1.00,    2.25
 44,   56, 14, 1,    1.00,    2.20
 27,   56, 15, 1,    1.00,    2.62
 90,   56, 16, 1,    1.00,    1.75
 47,   56, 17, 1,    1.00,    3.60
 87,   56, 18, 1,    2.00,    2.73
 60, 1456, 19, 1,    1.00,    1.85
 42, 1456, 20, 1,    1.00,    1.43
 69, 1456, 21, 1,    1.00,    1.91
 74, 1456, 22, 1,    1.00,    1.98
 41, 1456, 23, 1,    1.00,    1.85
 72, 1456, 24, 1,    1.00,    3.08
 63,    0, 25, 1,    1.00,    1.34
 24,   14,  1, 1,    1.00,    2.79
 28,   14,  2, 1,    1.00,    1.29
 57,   14,  3, 1,    1.00,    2.94
 88,   14,  4, 1,    2.00,    2.89
 11,   14,  5, 1,    2.00,    3.27
 61,   14,  6, 1,    1.00,   10.00
 14,   28,  7, 1,    1.00,    1.26
 25,   28,  8, 1,    1.00,    1.91
 32,   28,  9, 1,    1.00,    9.52
 37,   28, 10, 1,    2.00,    5.04
  3,   28, 11, 1,    2.00,    4.97
 38,   28, 12, 1,    2.00,    3.09
  7,   56, 13, 1,    1.00,    1.44
 78,   56, 14, 1,    1.00,    1.94
 76,   56, 15, 1,    1.00,    3.31
 79,   56, 16, 1,    1.00,    2.84
 58,   56, 17, 1,    1.00,    1.79
 68,   56, 18, 1,    1.00,    1.91
 62, 1456, 19, 1,    1.00,    3.34
 18, 1456, 20, 1,    1.00,    1.51
 34, 1456, 21, 1,    1.00,    7.16
 75, 1456, 22, 1,    1.00,    1.20
 94, 1456, 23, 1,    1.00,    1.96
  1, 1456, 24, 1,    1.00,    5.42
 98,    0, 25, 1,    1.00,    1.87
