# VP05   2013-11-08_17-16-12
# Elapsed time of measurement: 275 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 26,   14,  1, 1,    1.00,    2.06
 35,   14,  2, 1,    1.00,    2.00
 28,   14,  3, 1,    1.00,    7.57
  7,   14,  4, 1,    2.00,    5.22
 58,   14,  5, 1,    1.00,    1.95
 88,   14,  6, 1,    1.00,    5.06
 44,   28,  7, 1,    1.00,    2.52
 14,   28,  8, 1,    1.00,    1.89
 70,   28,  9, 1,    1.00,    2.27
 53,   28, 10, 1,    1.00,    1.62
 98,   28, 11, 1,    1.00,    2.26
 24,   28, 12, 1,    2.00,    2.66
 13,   56, 13, 1,    1.00,    2.20
 74,   56, 14, 1,    1.00,    1.94
 52,   56, 15, 1,    1.00,    1.54
 29,   56, 16, 1,    1.00,    5.06
 42,   56, 17, 1,    1.00,    5.20
 40,   56, 18, 1,    2.00,    2.60
 65, 1456, 19, 1,    1.00,    2.67
 83, 1456, 20, 1,    1.00,    2.09
 11, 1456, 21, 1,    1.00,    2.19
 97, 1456, 22, 1,    1.00,    2.11
 18, 1456, 23, 1,    1.00,    4.17
  2, 1456, 24, 1,    1.00,    5.95
 66,    0, 25, 1,    1.00,    1.76
 86,   14,  1, 1,    1.00,    2.19
 59,   14,  2, 1,    1.00,    1.90
 39,   14,  3, 1,    1.00,    3.00
  8,   14,  4, 1,    1.00,    4.24
  6,   14,  5, 1,    1.00,    3.13
  9,   14,  6, 1,    1.00,    3.35
 99,   28,  7, 1,    1.00,    2.46
 82,   28,  8, 1,    1.00,    2.90
 67,   28,  9, 1,    1.00,    1.89
 57,   28, 10, 1,    1.00,    2.72
 63,   28, 11, 1,    1.00,    1.74
 38,   28, 12, 1,    2.00,    4.82
 91,   56, 13, 1,    1.00,    1.68
  1,   56, 14, 1,    1.00,    2.46
 55,   56, 15, 1,    1.00,    1.66
 15,   56, 16, 1,    1.00,    2.59
 19,   56, 17, 1,    1.00,    2.78
 50,   56, 18, 1,    2.00,    3.23
 77, 1456, 19, 1,    1.00,    3.84
  3, 1456, 20, 1,    1.00,    2.21
 32, 1456, 21, 1,    1.00,    2.98
 25, 1456, 22, 1,    1.00,    1.93
 46, 1456, 23, 1,    1.00,    2.50
 17, 1456, 24, 1,    1.00,    7.33
 30,    0, 25, 1,    1.00,    1.96
 27,   14,  1, 1,    1.00,    1.70
 36,   14,  2, 1,    1.00,    1.42
 81,   14,  3, 1,    1.00,    3.12
 49,   14,  4, 1,    1.00,    2.01
 96,   14,  5, 1,    1.00,    2.13
 64,   14,  6, 1,    1.00,    2.15
 84,   28,  7, 1,    1.00,    1.65
 92,   28,  8, 1,    1.00,    1.96
 22,   28,  9, 1,    1.00,    3.04
 71,   28, 10, 1,    1.00,    2.10
 75,   28, 11, 1,    1.00,    2.10
 94,   28, 12, 1,    1.00,    2.11
 16,   56, 13, 1,    1.00,    2.02
 79,   56, 14, 1,    1.00,    1.95
 45,   56, 15, 1,    1.00,    3.28
 78,   56, 16, 1,    1.00,    3.92
 20,   56, 17, 1,    1.00,    2.06
 33,   56, 18, 1,    2.00,    2.61
 89, 1456, 19, 1,    1.00,    2.31
 61, 1456, 20, 1,    1.00,    2.07
 60, 1456, 21, 1,    1.00,    3.84
100, 1456, 22, 1,    1.00,    1.90
  5, 1456, 23, 1,    1.00,    2.96
 12, 1456, 24, 1,    1.00,    3.24
 37,    0, 25, 1,    1.00,    1.74
 95,   14,  1, 1,    1.00,    2.94
  4,   14,  2, 1,    1.00,    3.11
 21,   14,  3, 1,    1.00,    2.96
 54,   14,  4, 1,    1.00,    1.78
 23,   14,  5, 1,    1.00,    5.76
 85,   14,  6, 1,    1.00,    2.31
 87,   28,  7, 1,    1.00,    1.56
 90,   28,  8, 1,    1.00,    2.11
 47,   28,  9, 1,    1.00,    2.56
 43,   28, 10, 1,    1.00,    2.41
 34,   28, 11, 1,    2.00,    2.66
 56,   28, 12, 1,    2.00,    2.71
 73,   56, 13, 1,    1.00,    1.94
 93,   56, 14, 1,    1.00,    1.99
 10,   56, 15, 1,    1.00,    1.97
 48,   56, 16, 1,    1.00,    3.90
 51,   56, 17, 1,    1.00,    1.91
 76,   56, 18, 1,    1.00,    2.88
 69, 1456, 19, 1,    1.00,    2.65
 68, 1456, 20, 1,    1.00,    1.73
 41, 1456, 21, 1,    1.00,    3.60
 62, 1456, 22, 1,    1.00,    1.26
 72, 1456, 23, 1,    1.00,    2.97
 80, 1456, 24, 1,    1.00,    4.96
 31,    0, 25, 1,    1.00,    1.42
