# VP01   2013-10-29_19-52-41
# Elapsed time of measurement: 219 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 56,   14,  1, 1,    1.00,    2.00
 76,   14,  2, 1,    1.00,    1.97
 28,   14,  3, 1,    1.00,    1.94
 14,   14,  4, 1,    2.00,    1.94
 71,   14,  5, 1,    2.00,    5.37
 27,   28,  6, 1,    1.00,    2.97
 39,   28,  7, 1,    1.00,    3.21
 79,   28,  8, 1,    2.00,    2.20
 49,   28,  9, 1,    2.00,    1.80
 70,   28, 10, 1,    2.00,    1.68
 77,   56, 11, 1,    1.00,    1.38
 31,   56, 12, 1,    1.00,    2.01
 50,   56, 13, 1,    1.00,    1.93
 35,   56, 14, 1,    2.00,    2.23
 64,   56, 15, 1,    2.00,    2.33
 20, 1456, 16, 1,    1.00,    1.91
 37, 1456, 17, 1,    1.00,    2.10
 74, 1456, 18, 1,    1.00,    1.77
 78, 1456, 19, 1,    1.00,    1.16
 40, 1456, 20, 1,    1.00,    3.43
 54,    0, 21, 1,    1.00,    1.27
 58,   14,  1, 1,    1.00,    2.51
 16,   14,  2, 1,    1.00,    1.81
 24,   14,  3, 1,    1.00,    1.98
  5,   14,  4, 1,    2.00,    4.26
  8,   14,  5, 1,    2.00,    4.17
 69,   28,  6, 1,    1.00,    1.56
 21,   28,  7, 1,    1.00,    2.17
 65,   28,  8, 1,    2.00,    2.39
 47,   28,  9, 1,    2.00,    9.20
  7,   28, 10, 1,    2.00,    2.20
 23,   56, 11, 1,    1.00,    2.07
 44,   56, 12, 1,    1.00,    2.04
 26,   56, 13, 1,    1.00,    2.02
 73,   56, 14, 1,    2.00,    2.42
  1,   56, 15, 1,    2.00,    2.99
  4, 1456, 16, 1,    1.00,    1.90
 67, 1456, 17, 1,    1.00,    1.68
  3, 1456, 18, 1,    1.00,    4.15
 12, 1456, 19, 1,    1.00,    1.94
 41, 1456, 20, 1,    1.00,    1.17
  9,    0, 21, 1,    1.00,    1.54
 29,   14,  1, 1,    1.00,    1.81
 22,   14,  2, 1,    1.00,    2.53
 43,   14,  3, 1,    1.00,    3.41
  6,   14,  4, 1,    2.00,    2.65
 38,   14,  5, 1,    2.00,    3.26
 83,   28,  6, 1,    1.00,    1.28
 84,   28,  7, 1,    1.00,    1.26
 80,   28,  8, 1,    2.00,    2.04
 42,   28,  9, 1,    2.00,    5.87
 60,   28, 10, 1,    2.00,    4.14
 63,   56, 11, 1,    1.00,    2.05
 48,   56, 12, 1,    1.00,    1.24
 75,   56, 13, 1,    1.00,    4.51
 32,   56, 14, 1,    2.00,    4.95
 11,   56, 15, 1,    2.00,    2.21
 45, 1456, 16, 1,    1.00,    1.33
 25, 1456, 17, 1,    1.00,    4.29
 51, 1456, 18, 1,    1.00,    1.53
 53, 1456, 19, 1,    1.00,    2.17
 66, 1456, 20, 1,    1.00,    2.85
 68,    0, 21, 1,    1.00,    1.51
 10,   14,  1, 1,    1.00,    1.90
 19,   14,  2, 1,    1.00,    2.28
 34,   14,  3, 1,    1.00,    3.53
 52,   14,  4, 1,    2.00,    2.13
 46,   14,  5, 1,    2.00,    2.57
 15,   28,  6, 1,    1.00,    1.51
 13,   28,  7, 1,    1.00,    1.92
 30,   28,  8, 1,    1.00,    5.67
 59,   28,  9, 1,    2.00,    5.69
 81,   28, 10, 1,    2.00,    1.93
 82,   56, 11, 1,    1.00,    1.48
 17,   56, 12, 1,    1.00,    1.78
 18,   56, 13, 1,    1.00,    1.27
 36,   56, 14, 1,    2.00,    2.10
 55,   56, 15, 1,    2.00,    2.57
 61, 1456, 16, 1,    1.00,    7.84
 62, 1456, 17, 1,    1.00,    1.96
 57, 1456, 18, 1,    1.00,    2.00
 72, 1456, 19, 1,    1.00,    1.82
  2, 1456, 20, 1,    2.00,    3.13
 33,    0, 21, 1,    1.00,    1.78
