# VP03   2013-11-06_16-23-32
# Elapsed time of measurement: 643 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 45,   14,  1, 1,    1.00,    2.61
100,   14,  2, 1,    1.00,    2.20
 24,   14,  3, 1,    1.00,    2.30
 11,   14,  4, 1,    1.00,    3.56
 87,   14,  5, 1,    1.00,    9.38
 66,   14,  6, 1,    1.00,    5.73
 25,   28,  7, 1,    1.00,    1.81
 46,   28,  8, 1,    1.00,    2.01
 82,   28,  9, 1,    1.00,    2.86
 96,   28, 10, 1,    1.00,    3.25
 62,   28, 11, 1,    1.00,    1.71
 70,   28, 12, 1,    2.00,    3.58
 13,   56, 13, 1,    1.00,    2.14
 85,   56, 14, 1,    1.00,    1.61
 42,   56, 15, 1,    1.00,    2.01
 89,   56, 16, 1,    1.00,    2.16
  3,   56, 17, 1,    1.00,    2.30
 37,   56, 18, 1,    1.00,    1.40
 21, 1456, 19, 1,    1.00,    1.93
 74, 1456, 20, 1,    1.00,    1.52
 39, 1456, 21, 1,    1.00,    2.03
 94, 1456, 22, 1,    1.00,    4.15
 76, 1456, 23, 1,    1.00,    4.02
 16, 1456, 24, 1,    1.00,    1.99
 17,    0, 25, 1,    1.00,    1.83
  8,   14,  1, 1,    1.00,    1.94
 75,   14,  2, 1,    1.00,    2.21
 54,   14,  3, 1,    1.00,    2.07
 43,   14,  4, 1,    1.00,    8.13
 91,   14,  5, 1,    1.00,    6.03
 77,   14,  6, 1,    1.00,   11.75
 97,   28,  7, 1,    1.00,    2.87
 61,   28,  8, 1,    1.00,    1.31
 28,   28,  9, 1,    1.00,    2.14
 44,   28, 10, 1,    1.00,    2.15
 81,   28, 11, 1,    1.00,    2.19
  5,   28, 12, 1,    1.00,    5.21
 60,   56, 13, 1,    1.00,    1.45
 19,   56, 14, 1,    1.00,    1.26
  9,   56, 15, 1,    1.00,    1.72
 84,   56, 16, 1,    1.00,    2.93
 47,   56, 17, 1,    1.00,    2.10
 35,   56, 18, 1,    1.00,    2.41
 56, 1456, 19, 1,    1.00,    1.99
 73, 1456, 20, 1,    1.00,    2.01
 65, 1456, 21, 1,    1.00,    2.11
 95, 1456, 22, 1,    1.00,    2.02
 49, 1456, 23, 1,    1.00,    2.29
  4, 1456, 24, 1,    1.00,    2.42
 38,    0, 25, 1,    1.00,    1.94
 33,   14,  1, 1,    1.00,    2.10
 12,   14,  2, 1,    1.00,    1.97
 92,   14,  3, 1,    1.00,    2.09
 53,   14,  4, 1,    1.00,    7.46
 58,   14,  5, 1,    1.00,    2.14
 83,   14,  6, 1,    1.00,    4.95
 10,   28,  7, 1,    1.00,    1.78
 64,   28,  8, 1,    1.00,    1.48
 57,   28,  9, 1,    1.00,    2.02
 59,   28, 10, 1,    1.00,    1.82
  7,   28, 11, 1,    1.00,    2.79
 40,   28, 12, 1,    2.00,    3.47
 63,   56, 13, 1,    1.00,    1.61
 98,   56, 14, 1,    1.00,    1.75
 90,   56, 15, 1,    1.00,    2.05
  2,   56, 16, 1,    1.00,  344.30
 34,   56, 17, 1,    1.00,    2.88
 50,   56, 18, 1,    2.00,    9.48
 88, 1456, 19, 1,    1.00,    1.73
 14, 1456, 20, 1,    1.00,    1.85
 55, 1456, 21, 1,    1.00,    2.84
 32, 1456, 22, 1,    1.00,    2.64
 68, 1456, 23, 1,    1.00,    2.93
 72, 1456, 24, 1,    1.00,    2.11
 27,    0, 25, 1,    1.00,    1.96
 67,   14,  1, 1,    1.00,    2.94
 86,   14,  2, 1,    1.00,    1.74
 78,   14,  3, 1,    1.00,    1.97
  1,   14,  4, 1,    1.00,    6.20
 41,   14,  5, 1,    1.00,    5.52
  6,   14,  6, 1,    1.00,   15.48
 30,   28,  7, 1,    1.00,    1.28
 31,   28,  8, 1,    1.00,    3.87
 52,   28,  9, 1,    1.00,    2.14
 71,   28, 10, 1,    1.00,    2.34
 15,   28, 11, 1,    1.00,    1.59
 26,   28, 12, 1,    2.00,    5.04
 29,   56, 13, 1,    1.00,    1.39
 18,   56, 14, 1,    1.00,    1.93
 36,   56, 15, 1,    1.00,    2.03
 79,   56, 16, 1,    1.00,    2.87
 48,   56, 17, 1,    1.00,    1.60
 80,   56, 18, 1,    1.00,    2.09
 51, 1456, 19, 1,    1.00,    2.96
 69, 1456, 20, 1,    1.00,    1.67
 23, 1456, 21, 1,    1.00,    2.21
 22, 1456, 22, 1,    1.00,    1.68
 99, 1456, 23, 1,    1.00,    2.18
 20, 1456, 24, 1,    1.00,    2.53
 93,    0, 25, 1,    1.00,    2.14
