# VP02   2013-11-06_13-46-14
# Elapsed time of measurement: 184 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 14,   14,  1, 1,    1.00,    2.02
 66,   14,  2, 1,    1.00,    2.17
 79,   14,  3, 1,    1.00,    2.06
 43,   14,  4, 1,    1.00,    2.05
 18,   14,  5, 1,    1.00,    2.35
 56,   28,  6, 1,    1.00,    2.03
 64,   28,  7, 1,    1.00,    2.65
 27,   28,  8, 1,    1.00,    2.10
 44,   28,  9, 1,    1.00,    1.90
 23,   28, 10, 1,    1.00,    3.29
 17,   56, 11, 1,    1.00,    2.50
  6,   56, 12, 1,    1.00,    2.40
 12,   56, 13, 1,    1.00,    2.31
 37,   56, 14, 1,    1.00,    1.90
 59,   56, 15, 1,    1.00,    2.06
 48, 1456, 16, 1,    1.00,    1.91
 51, 1456, 17, 1,    1.00,    1.90
  1, 1456, 18, 1,    1.00,    1.67
 68, 1456, 19, 1,    1.00,    1.87
 35, 1456, 20, 1,    1.00,    1.75
 34,    0, 21, 1,    1.00,    1.71
  2,   14,  1, 1,    1.00,    1.82
  5,   14,  2, 1,    1.00,    2.02
 31,   14,  3, 1,    1.00,    2.05
 19,   14,  4, 1,    1.00,    2.28
 71,   14,  5, 1,    1.00,    1.83
 57,   28,  6, 1,    1.00,    2.43
 73,   28,  7, 1,    1.00,    2.36
 46,   28,  8, 1,    1.00,    1.45
 50,   28,  9, 1,    1.00,    1.75
 41,   28, 10, 1,    1.00,    2.01
 38,   56, 11, 1,    1.00,    2.07
 32,   56, 12, 1,    1.00,    2.63
 53,   56, 13, 1,    1.00,    2.11
 67,   56, 14, 1,    1.00,    4.16
 20,   56, 15, 1,    1.00,    1.95
  9, 1456, 16, 1,    1.00,    1.91
  3, 1456, 17, 1,    1.00,    2.23
 24, 1456, 18, 1,    1.00,    2.02
 13, 1456, 19, 1,    1.00,    1.93
 83, 1456, 20, 1,    1.00,    2.32
 10,    0, 21, 1,    1.00,    2.46
 54,   14,  1, 1,    1.00,    3.05
 58,   14,  2, 1,    1.00,    3.30
 49,   14,  3, 1,    1.00,    2.03
 70,   14,  4, 1,    1.00,    1.92
 30,   14,  5, 1,    1.00,    2.19
 69,   28,  6, 1,    1.00,    2.05
 65,   28,  7, 1,    1.00,    1.94
 11,   28,  8, 1,    1.00,    3.18
  4,   28,  9, 1,    1.00,    1.84
 60,   28, 10, 1,    1.00,    2.53
 26,   56, 11, 1,    1.00,    1.94
 77,   56, 12, 1,    1.00,    2.70
  7,   56, 13, 1,    1.00,    1.95
 72,   56, 14, 1,    1.00,    1.55
 28,   56, 15, 1,    1.00,    3.07
 33, 1456, 16, 1,    1.00,    2.05
 15, 1456, 17, 1,    1.00,    2.14
 81, 1456, 18, 1,    1.00,    1.40
  8, 1456, 19, 1,    1.00,    1.55
 36, 1456, 20, 1,    1.00,    2.13
 39,    0, 21, 1,    1.00,    1.90
 76,   14,  1, 1,    1.00,    2.11
 29,   14,  2, 1,    1.00,    2.12
 61,   14,  3, 1,    1.00,    3.31
 22,   14,  4, 1,    1.00,    2.09
 52,   14,  5, 1,    1.00,    2.03
 47,   28,  6, 1,    1.00,    2.06
 62,   28,  7, 1,    1.00,    3.09
 16,   28,  8, 1,    1.00,    2.37
 74,   28,  9, 1,    1.00,    1.64
 82,   28, 10, 1,    1.00,    2.11
 63,   56, 11, 1,    1.00,    2.31
 45,   56, 12, 1,    1.00,    1.89
 40,   56, 13, 1,    1.00,    2.09
 21,   56, 14, 1,    1.00,    1.47
 75,   56, 15, 1,    1.00,    1.33
 25, 1456, 16, 1,    1.00,    2.81
 42, 1456, 17, 1,    1.00,    2.12
 84, 1456, 18, 1,    1.00,    1.69
 80, 1456, 19, 1,    1.00,    1.24
 78, 1456, 20, 1,    1.00,    1.93
 55,    0, 21, 1,    1.00,    2.63
