# VP05   2013-11-08_17-22-43
# Elapsed time of measurement: 189 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 76,   14,  1, 1,    1.00,    1.43
 15,   14,  2, 1,    1.00,    1.60
 73,   14,  3, 1,    1.00,    1.66
 17,   14,  4, 1,    1.00,    2.60
 44,   14,  5, 1,    1.00,    2.64
 46,   28,  6, 1,    1.00,    2.01
 75,   28,  7, 1,    1.00,    1.33
 40,   28,  8, 1,    2.00,    4.10
 74,   28,  9, 1,    1.00,    1.81
 54,   28, 10, 1,    2.00,    2.59
 41,   56, 11, 1,    1.00,    1.76
 25,   56, 12, 1,    1.00,    1.32
 19,   56, 13, 1,    1.00,    3.60
 53,   56, 14, 1,    1.00,    1.66
 13,   56, 15, 1,    2.00,    6.29
 11, 1456, 16, 1,    1.00,    2.06
 55, 1456, 17, 1,    1.00,    1.99
 27, 1456, 18, 1,    1.00,    1.85
 60, 1456, 19, 1,    1.00,    2.01
 47, 1456, 20, 1,    1.00,    2.03
 81,    0, 21, 1,    1.00,    1.57
  7,   14,  1, 1,    1.00,    1.69
 12,   14,  2, 1,    1.00,    2.13
  8,   14,  3, 1,    1.00,    1.95
 43,   14,  4, 1,    1.00,    2.15
 36,   14,  5, 1,    1.00,    5.03
 80,   28,  6, 1,    1.00,    2.08
 64,   28,  7, 1,    1.00,    1.82
 18,   28,  8, 1,    1.00,    2.13
 45,   28,  9, 1,    1.00,    1.93
 69,   28, 10, 1,    2.00,    6.30
 29,   56, 11, 1,    1.00,    1.82
  3,   56, 12, 1,    1.00,    1.63
 31,   56, 13, 1,    1.00,    1.71
 23,   56, 14, 1,    2.00,    7.46
 50,   56, 15, 1,    1.00,    2.08
 82, 1456, 16, 1,    1.00,    1.77
  9, 1456, 17, 1,    1.00,    1.87
 77, 1456, 18, 1,    1.00,    1.83
 30, 1456, 19, 1,    1.00,    2.22
 39, 1456, 20, 1,    1.00,    1.83
 35,    0, 21, 1,    1.00,    1.65
  4,   14,  1, 1,    1.00,    1.49
 32,   14,  2, 1,    1.00,    1.77
 20,   14,  3, 1,    1.00,    1.69
 10,   14,  4, 1,    1.00,    1.87
 51,   14,  5, 1,    1.00,    1.94
 72,   28,  6, 1,    1.00,    1.65
 57,   28,  7, 1,    1.00,    1.61
 66,   28,  8, 1,    1.00,    1.69
 70,   28,  9, 1,    1.00,    4.94
 28,   28, 10, 1,    2.00,    3.13
 24,   56, 11, 1,    1.00,    1.65
 21,   56, 12, 1,    1.00,    1.79
 22,   56, 13, 1,    1.00,    1.79
 71,   56, 14, 1,    1.00,    2.12
 26,   56, 15, 1,    1.00,    1.75
 33, 1456, 16, 1,    1.00,    1.85
  5, 1456, 17, 1,    1.00,    1.58
 37, 1456, 18, 1,    1.00,    1.80
 62, 1456, 19, 1,    1.00,    1.85
 84, 1456, 20, 1,    1.00,    1.85
 67,    0, 21, 1,    1.00,    1.82
 48,   14,  1, 1,    1.00,    1.83
 16,   14,  2, 1,    1.00,    1.53
 38,   14,  3, 1,    1.00,    1.79
 68,   14,  4, 1,    1.00,    5.44
 59,   14,  5, 1,    1.00,    3.26
 52,   28,  6, 1,    1.00,    1.82
 14,   28,  7, 1,    1.00,    1.49
 58,   28,  8, 1,    1.00,    1.58
  6,   28,  9, 1,    1.00,    1.65
 34,   28, 10, 1,    2.00,    2.38
 56,   56, 11, 1,    1.00,    1.60
 49,   56, 12, 1,    1.00,    1.68
 83,   56, 13, 1,    1.00,    2.51
 42,   56, 14, 1,    1.00,    2.26
 61,   56, 15, 1,    1.00,    2.05
 78, 1456, 16, 1,    1.00,    1.74
 65, 1456, 17, 1,    1.00,    1.72
  1, 1456, 18, 1,    1.00,    2.09
 79, 1456, 19, 1,    1.00,    2.52
 63, 1456, 20, 1,    1.00,    2.02
  2,    0, 21, 1,    1.00,    1.90
