# VP03   2013-11-06_16-47-20
# Elapsed time of measurement: 183 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 29,   14,  1, 1,    1.00,    1.44
  4,   14,  2, 1,    1.00,    1.74
 70,   14,  3, 1,    1.00,    1.28
 75,   14,  4, 1,    1.00,    9.58
 45,   14,  5, 1,    1.00,    7.54
 42,   28,  6, 1,    1.00,    1.41
 58,   28,  7, 1,    1.00,    1.35
 11,   28,  8, 1,    1.00,    1.13
 10,   28,  9, 1,    1.00,    1.29
 61,   28, 10, 1,    1.00,    1.72
 82,   56, 11, 1,    1.00,    1.00
 19,   56, 12, 1,    1.00,    1.16
  1,   56, 13, 1,    1.00,    5.66
  8,   56, 14, 1,    2.00,    4.25
 77,   56, 15, 1,    2.00,    5.02
 38, 1456, 16, 1,    1.00,    1.60
 17, 1456, 17, 1,    1.00,    1.55
 51, 1456, 18, 1,    1.00,    1.93
 37, 1456, 19, 1,    1.00,    1.22
 41, 1456, 20, 1,    1.00,    3.34
 32,    0, 21, 1,    1.00,    1.31
 39,   14,  1, 1,    1.00,    2.00
 44,   14,  2, 1,    1.00,    1.41
 21,   14,  3, 1,    1.00,    1.19
 25,   14,  4, 1,    1.00,    2.73
 63,   14,  5, 1,    1.00,    1.89
 81,   28,  6, 1,    1.00,    1.13
 14,   28,  7, 1,    1.00,    1.37
  3,   28,  8, 1,    1.00,    3.79
 46,   28,  9, 1,    1.00,    1.70
 24,   28, 10, 1,    1.00,    1.29
 66,   56, 11, 1,    1.00,    1.75
 55,   56, 12, 1,    1.00,    1.46
 84,   56, 13, 1,    1.00,    1.29
 60,   56, 14, 1,    1.00,    1.51
 12,   56, 15, 1,    1.00,    1.21
 73, 1456, 16, 1,    1.00,    1.23
 34, 1456, 17, 1,    1.00,    2.51
 59, 1456, 18, 1,    1.00,    1.34
 48, 1456, 19, 1,    1.00,    2.14
 83, 1456, 20, 1,    1.00,    1.59
 68,    0, 21, 1,    1.00,    1.23
  9,   14,  1, 1,    1.00,    1.34
 53,   14,  2, 1,    1.00,    2.01
 67,   14,  3, 1,    1.00,    1.61
 22,   14,  4, 1,    1.00,    1.22
 74,   14,  5, 1,    1.00,    6.06
 76,   28,  6, 1,    1.00,    1.42
 27,   28,  7, 1,    1.00,    1.18
 80,   28,  8, 1,    1.00,    1.17
 31,   28,  9, 1,    1.00,    1.49
 62,   28, 10, 1,    1.00,    1.34
 26,   56, 11, 1,    1.00,    1.34
 20,   56, 12, 1,    1.00,    1.13
 79,   56, 13, 1,    1.00,    1.23
 47,   56, 14, 1,    1.00,    1.28
  7,   56, 15, 1,    2.00,    4.34
  5, 1456, 16, 1,    1.00,    1.73
 15, 1456, 17, 1,    1.00,    1.32
 71, 1456, 18, 1,    1.00,    1.20
 30, 1456, 19, 1,    1.00,    1.08
 57, 1456, 20, 1,    2.00,    6.09
 36,    0, 21, 1,    1.00,    1.29
 43,   14,  1, 1,    1.00,    1.32
 49,   14,  2, 1,    1.00,    1.90
 52,   14,  3, 1,    1.00,    2.03
 16,   14,  4, 1,    2.00,    2.17
 72,   14,  5, 1,    1.00,    3.00
  6,   28,  6, 1,    1.00,    1.17
 40,   28,  7, 1,    1.00,    1.67
 28,   28,  8, 1,    1.00,    1.07
 64,   28,  9, 1,    1.00,    1.55
 50,   28, 10, 1,    1.00,    2.05
  2,   56, 11, 1,    1.00,    9.10
 33,   56, 12, 1,    1.00,    1.60
 18,   56, 13, 1,    1.00,    1.16
 23,   56, 14, 1,    1.00,    1.32
 13,   56, 15, 1,    2.00,    7.01
 54, 1456, 16, 1,    1.00,    1.95
 56, 1456, 17, 1,    1.00,    1.83
 78, 1456, 18, 1,    1.00,    1.10
 65, 1456, 19, 1,    1.00,    1.35
 35, 1456, 20, 1,    2.00,    2.31
 69,    0, 21, 1,    1.00,    1.00
