# VP01   2013-10-29_19-48-05
# Elapsed time of measurement: 259 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 37,   14,  1, 1,    1.00,    1.79
  6,   14,  2, 1,    1.00,    2.96
 98,   14,  3, 1,    2.00,    2.80
  5,   14,  4, 1,    2.00,    3.26
 99,   14,  5, 1,    2.00,    2.25
 34,   14,  6, 1,    2.00,    3.25
 62,   28,  7, 1,    1.00,    1.83
 52,   28,  8, 1,    1.00,    1.09
 84,   28,  9, 1,    1.00,    1.84
  7,   28, 10, 1,    1.00,    2.94
 20,   28, 11, 1,    1.00,    1.93
 24,   28, 12, 1,    2.00,    2.07
 51,   56, 13, 1,    1.00,    1.89
 78,   56, 14, 1,    1.00,    1.24
 19,   56, 15, 1,    1.00,    2.57
 40,   56, 16, 1,    1.00,    2.27
  3,   56, 17, 1,    1.00,    2.88
 65,   56, 18, 1,    2.00,    2.01
 23, 1456, 19, 1,    1.00,    2.21
 30, 1456, 20, 1,    1.00,    1.78
 60, 1456, 21, 1,    1.00,    1.26
 16, 1456, 22, 1,    1.00,    1.86
 89, 1456, 23, 1,    1.00,    1.78
 56, 1456, 24, 1,    1.00,    4.90
 17,    0, 25, 1,    1.00,    1.43
 66,   14,  1, 1,    1.00,    2.69
 72,   14,  2, 1,    1.00,    1.82
 79,   14,  3, 1,    2.00,   11.72
 81,   14,  4, 1,    2.00,    3.71
 10,   14,  5, 1,    2.00,    4.49
 90,   14,  6, 1,    2.00,    9.24
 41,   28,  7, 1,    1.00,    1.78
 80,   28,  8, 1,    1.00,    1.83
 54,   28,  9, 1,    1.00,    1.17
 45,   28, 10, 1,    1.00,    1.18
 32,   28, 11, 1,    2.00,    3.12
 33,   28, 12, 1,    2.00,    7.92
 31,   56, 13, 1,    1.00,    1.78
  9,   56, 14, 1,    1.00,    1.70
 22,   56, 15, 1,    2.00,    3.35
 64,   56, 16, 1,    1.00,    1.85
 74,   56, 17, 1,    1.00,    1.64
 77,   56, 18, 1,    1.00,    2.32
 49, 1456, 19, 1,    1.00,    1.55
  8, 1456, 20, 1,    1.00,    1.86
 67, 1456, 21, 1,    1.00,    1.53
 13, 1456, 22, 1,    1.00,    2.15
 61, 1456, 23, 1,    1.00,    2.96
 71, 1456, 24, 1,    1.00,    1.55
  4,    0, 25, 1,    1.00,    2.94
 97,   14,  1, 1,    1.00,    1.59
 76,   14,  2, 1,    1.00,    3.12
 53,   14,  3, 1,    1.00,    6.19
 73,   14,  4, 1,    2.00,    1.58
  2,   14,  5, 1,    1.00,    3.11
 50,   14,  6, 1,    2.00,    8.10
 55,   28,  7, 1,    1.00,    1.40
 11,   28,  8, 1,    1.00,    2.90
 85,   28,  9, 1,    1.00,    1.17
 35,   28, 10, 1,    1.00,    2.28
 82,   28, 11, 1,    1.00,    6.14
 26,   28, 12, 1,    2.00,    1.98
 57,   56, 13, 1,    1.00,    3.06
 96,   56, 14, 1,    1.00,    1.17
 68,   56, 15, 1,    2.00,    5.36
 95,   56, 16, 1,    1.00,    1.46
 38,   56, 17, 1,    1.00,    1.78
 27,   56, 18, 1,    1.00,    1.65
 42, 1456, 19, 1,    1.00,    2.00
 18, 1456, 20, 1,    1.00,    2.22
 58, 1456, 21, 1,    1.00,    1.89
 70, 1456, 22, 1,    1.00,    1.88
 83, 1456, 23, 1,    1.00,    1.58
 28, 1456, 24, 1,    1.00,    1.75
 12,    0, 25, 1,    1.00,    1.77
 75,   14,  1, 1,    1.00,    1.75
 15,   14,  2, 1,    1.00,    1.89
 93,   14,  3, 1,    2.00,    3.88
 39,   14,  4, 1,    2.00,    2.56
 69,   14,  5, 1,    2.00,    2.23
 88,   14,  6, 1,    2.00,    2.33
 87,   28,  7, 1,    1.00,    1.86
 48,   28,  8, 1,    1.00,    1.17
 47,   28,  9, 1,    1.00,    4.96
 44,   28, 10, 1,    1.00,    1.68
 21,   28, 11, 1,    1.00,    1.24
 14,   28, 12, 1,    2.00,    4.89
 36,   56, 13, 1,    1.00,    2.13
  1,   56, 14, 1,    1.00,    4.92
100,   56, 15, 1,    1.00,    1.78
 25,   56, 16, 1,    1.00,    1.79
 94,   56, 17, 1,    1.00,    1.74
 63,   56, 18, 1,    2.00,    2.83
 92, 1456, 19, 1,    1.00,    1.52
 43, 1456, 20, 1,    1.00,    1.55
 59, 1456, 21, 1,    1.00,    1.32
 86, 1456, 22, 1,    1.00,    1.79
 29, 1456, 23, 1,    1.00,    1.23
 91, 1456, 24, 1,    1.00,    1.66
 46,    0, 25, 1,    1.00,    1.46
