# VP07   2013-11-08_09-51-32
# Elapsed time of measurement: 318 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 50,   14,  1, 1,    1.00,    2.27
 78,   14,  2, 1,    1.00,    3.17
  9,   14,  3, 1,    1.00,    2.14
  3,   14,  4, 1,    2.00,    7.50
 44,   14,  5, 1,    2.00,    3.30
 47,   28,  6, 1,    1.00,    2.32
 15,   28,  7, 1,    1.00,    3.01
 42,   28,  8, 1,    2.00,    9.47
 60,   28,  9, 1,    1.00,    2.28
 54,   28, 10, 1,    2.00,    3.32
 17,   56, 11, 1,    1.00,    2.17
 81,   56, 12, 1,    1.00,    5.89
 49,   56, 13, 1,    1.00,    7.16
 64,   56, 14, 1,    1.00,    2.45
 31,   56, 15, 1,    2.00,    5.49
 39, 1456, 16, 1,    1.00,    2.54
 27, 1456, 17, 1,    1.00,    2.10
 48, 1456, 18, 1,    1.00,    2.74
 74, 1456, 19, 1,    2.00,    3.92
 56, 1456, 20, 1,    1.00,    2.41
 34,    0, 21, 1,    1.00,    3.11
 79,   14,  1, 1,    2.00,    7.39
  2,   14,  2, 1,    1.00,    2.20
 58,   14,  3, 1,    1.00,    1.93
 26,   14,  4, 1,    2.00,    6.24
 40,   14,  5, 1,    2.00,    3.04
 55,   28,  6, 1,    1.00,    3.23
 35,   28,  7, 1,    1.00,    3.18
 18,   28,  8, 1,    2.00,    3.40
 41,   28,  9, 1,    2.00,    6.59
 76,   28, 10, 1,    2.00,    4.01
 80,   56, 11, 1,    1.00,    2.28
 75,   56, 12, 1,    1.00,    3.59
 10,   56, 13, 1,    1.00,    2.17
 69,   56, 14, 1,    2.00,    5.49
 22,   56, 15, 1,    2.00,    7.94
 83, 1456, 16, 1,    1.00,    3.60
 43, 1456, 17, 1,    1.00,    6.73
 33, 1456, 18, 1,    1.00,    2.38
 62, 1456, 19, 1,    2.00,    9.02
 23, 1456, 20, 1,    1.00,    1.56
 73,    0, 21, 1,    1.00,    2.28
 32,   14,  1, 1,    1.00,    2.28
 51,   14,  2, 1,    1.00,    2.26
 29,   14,  3, 1,    1.00,    1.96
 82,   14,  4, 1,    2.00,    3.31
 71,   14,  5, 1,    2.00,    3.57
 63,   28,  6, 1,    1.00,    2.44
 11,   28,  7, 1,    1.00,    4.77
 21,   28,  8, 1,    2.00,    7.12
 16,   28,  9, 1,    2.00,    3.87
  6,   28, 10, 1,    2.00,    2.98
 72,   56, 11, 1,    1.00,    3.09
  4,   56, 12, 1,    1.00,    2.13
 68,   56, 13, 1,    1.00,    2.79
 24,   56, 14, 1,    1.00,    2.75
 57,   56, 15, 1,    2.00,    3.53
 38, 1456, 16, 1,    1.00,    2.87
 37, 1456, 17, 1,    1.00,    5.08
 36, 1456, 18, 1,    1.00,    3.20
  1, 1456, 19, 1,    2.00,    5.00
 52, 1456, 20, 1,    1.00,    3.96
 65,    0, 21, 1,    1.00,    4.29
 53,   14,  1, 1,    1.00,    3.29
 12,   14,  2, 1,    2.00,    3.59
  5,   14,  3, 1,    1.00,    2.07
 84,   14,  4, 1,    2.00,    5.43
 67,   14,  5, 1,    1.00,    4.27
 28,   28,  6, 1,    1.00,    2.04
 19,   28,  7, 1,    1.00,    1.88
 46,   28,  8, 1,    1.00,    5.37
  8,   28,  9, 1,    1.00,    2.70
 59,   28, 10, 1,    2.00,    4.19
 25,   56, 11, 1,    1.00,    2.91
  7,   56, 12, 1,    1.00,    2.50
 20,   56, 13, 1,    1.00,    2.24
 13,   56, 14, 1,    1.00,    3.07
 66,   56, 15, 1,    2.00,    5.28
 77, 1456, 16, 1,    1.00,    2.70
 30, 1456, 17, 1,    1.00,    2.74
 61, 1456, 18, 1,    1.00,    2.82
 45, 1456, 19, 1,    1.00,    6.88
 70, 1456, 20, 1,    1.00,    3.17
 14,    0, 21, 1,    1.00,    4.03
