# VP07   2013-11-08_09-44-21
# Elapsed time of measurement: 406 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 18,   14,  1, 1,    1.00,    4.47
  2,   14,  2, 1,    1.00,    5.78
 44,   14,  3, 1,    1.00,    3.33
 65,   14,  4, 1,    2.00,    5.28
 21,   14,  5, 1,    2.00,    6.39
  5,   14,  6, 1,    2.00,    5.74
 95,   28,  7, 1,    1.00,    3.18
 60,   28,  8, 1,    2.00,    3.31
 40,   28,  9, 1,    1.00,    2.53
 92,   28, 10, 1,    2.00,    6.40
 12,   28, 11, 1,    2.00,    3.65
 29,   28, 12, 1,    2.00,    4.55
 96,   56, 13, 1,    1.00,    3.65
 83,   56, 14, 1,    1.00,    1.89
 76,   56, 15, 1,    1.00,    2.23
 93,   56, 16, 1,    1.00,    2.47
 94,   56, 17, 1,    1.00,    2.20
 38,   56, 18, 1,    1.00,    3.07
 55, 1456, 19, 1,    1.00,    2.36
 15, 1456, 20, 1,    1.00,    2.40
 42, 1456, 21, 1,    2.00,    7.82
 13, 1456, 22, 1,    1.00,    2.08
 58, 1456, 23, 1,    1.00,    4.51
 69, 1456, 24, 1,    1.00,    3.02
 35,    0, 25, 1,    1.00,    2.12
 32,   14,  1, 1,    1.00,    3.11
 26,   14,  2, 1,    1.00,    2.52
 64,   14,  3, 1,    2.00,    7.19
 34,   14,  4, 1,    2.00,    3.41
 67,   14,  5, 1,    2.00,    5.78
 36,   14,  6, 1,    1.00,    3.89
  9,   28,  7, 1,    1.00,    4.36
 81,   28,  8, 1,    1.00,    2.61
 80,   28,  9, 1,    1.00,    4.26
 88,   28, 10, 1,    1.00,    4.59
 77,   28, 11, 1,    2.00,    3.80
 61,   28, 12, 1,    2.00,    3.22
 85,   56, 13, 1,    1.00,    2.82
 82,   56, 14, 1,    1.00,    2.88
 30,   56, 15, 1,    1.00,    4.65
 78,   56, 16, 1,    1.00,    2.15
 19,   56, 17, 1,    2.00,    4.71
 46,   56, 18, 1,    1.00,    3.25
 87, 1456, 19, 1,    1.00,    2.06
 71, 1456, 20, 1,    1.00,    2.20
 86, 1456, 21, 1,    1.00,    3.05
  4, 1456, 22, 1,    1.00,    3.62
 52, 1456, 23, 1,    2.00,    6.75
 25, 1456, 24, 1,    1.00,    2.03
 97,    0, 25, 1,    1.00,    3.42
 50,   14,  1, 1,    1.00,    2.80
 68,   14,  2, 1,    1.00,    2.89
 89,   14,  3, 1,    1.00,   11.25
 84,   14,  4, 1,    2.00,    5.52
  7,   14,  5, 1,    2.00,    4.86
  8,   14,  6, 1,    1.00,    8.24
 57,   28,  7, 1,    1.00,    2.75
 74,   28,  8, 1,    1.00,    1.97
  1,   28,  9, 1,    2.00,    8.68
 91,   28, 10, 1,    2.00,    2.57
 24,   28, 11, 1,    2.00,    3.85
 48,   28, 12, 1,    2.00,    3.26
 27,   56, 13, 1,    1.00,    1.97
 41,   56, 14, 1,    1.00,    3.49
 66,   56, 15, 1,    1.00,    2.04
 54,   56, 16, 1,    1.00,    2.48
 51,   56, 17, 1,    1.00,    4.03
 70,   56, 18, 1,    2.00,   14.03
 62, 1456, 19, 1,    1.00,    2.03
 33, 1456, 20, 1,    1.00,    2.32
 98, 1456, 21, 1,    1.00,    9.32
 63, 1456, 22, 1,    1.00,    1.89
 43, 1456, 23, 1,    2.00,    6.58
 39, 1456, 24, 1,    1.00,    2.62
 59,    0, 25, 1,    1.00,    2.88
 79,   14,  1, 1,    1.00,    3.30
 20,   14,  2, 1,    1.00,    4.20
 49,   14,  3, 1,    1.00,    2.41
100,   14,  4, 1,    2.00,    4.21
 75,   14,  5, 1,    2.00,    9.78
 10,   14,  6, 1,    1.00,    3.47
 17,   28,  7, 1,    1.00,    4.38
 47,   28,  8, 1,    1.00,    2.17
 72,   28,  9, 1,    1.00,    1.99
 45,   28, 10, 1,    2.00,    9.26
 14,   28, 11, 1,    1.00,    3.48
 73,   28, 12, 1,    2.00,    2.93
 37,   56, 13, 1,    2.00,    4.52
 28,   56, 14, 1,    1.00,    2.30
 22,   56, 15, 1,    1.00,    2.36
 11,   56, 16, 1,    1.00,    8.51
 16,   56, 17, 1,    2.00,    7.18
 53,   56, 18, 1,    1.00,    2.19
 23, 1456, 19, 1,    1.00,    2.51
 90, 1456, 20, 1,    1.00,    2.12
  6, 1456, 21, 1,    1.00,    5.53
 56, 1456, 22, 1,    1.00,    4.58
 99, 1456, 23, 1,    1.00,    3.31
  3, 1456, 24, 1,    1.00,    3.16
 31,    0, 25, 1,    1.00,    2.25
