# VP04   2013-11-07_10-14-57
# Elapsed time of measurement: 411 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 30,   14,  1, 1,    1.00,    3.50
 10,   14,  2, 1,    1.00,    1.64
 69,   14,  3, 1,    1.00,    4.57
 64,   14,  4, 1,    2.00,    3.25
 55,   14,  5, 1,    1.00,    5.85
 77,   14,  6, 1,    2.00,    3.60
 43,   28,  7, 1,    1.00,    2.94
 72,   28,  8, 1,    1.00,    2.41
 46,   28,  9, 1,    1.00,    6.04
 63,   28, 10, 1,    1.00,    4.07
  2,   28, 11, 1,    1.00,    3.08
 74,   28, 12, 1,    2.00,    4.02
 41,   56, 13, 1,    1.00,    4.32
 25,   56, 14, 1,    1.00,    2.99
 70,   56, 15, 1,    1.00,    3.50
 91,   56, 16, 1,    1.00,    7.75
 90,   56, 17, 1,    1.00,   20.77
 47,   56, 18, 1,    1.00,    2.32
 48, 1456, 19, 1,    1.00,    7.42
 68, 1456, 20, 1,    2.00,    3.60
 27, 1456, 21, 1,    2.00,    2.49
 12, 1456, 22, 1,    2.00,    3.02
 52, 1456, 23, 1,    2.00,    3.17
  7, 1456, 24, 1,    2.00,    2.47
 24,    0, 25, 1,    1.00,    2.72
 58,   14,  1, 1,    1.00,    2.11
 17,   14,  2, 1,    1.00,    5.91
100,   14,  3, 1,    1.00,    3.13
 88,   14,  4, 1,    2.00,    4.13
 36,   14,  5, 1,    2.00,    3.79
 76,   14,  6, 1,    2.00,    4.31
 51,   28,  7, 1,    1.00,    2.19
 39,   28,  8, 1,    1.00,    2.53
 23,   28,  9, 1,    1.00,    2.90
 42,   28, 10, 1,    1.00,    2.30
  4,   28, 11, 1,    1.00,    1.90
 50,   28, 12, 1,    1.00,    2.16
 85,   56, 13, 1,    1.00,    3.69
 61,   56, 14, 1,    1.00,    2.95
 19,   56, 15, 1,    1.00,    3.25
 60,   56, 16, 1,    1.00,    2.85
 99,   56, 17, 1,    1.00,    2.35
 54,   56, 18, 1,    1.00,    2.21
 44, 1456, 19, 1,    2.00,   10.19
 56, 1456, 20, 1,    1.00,    2.27
 53, 1456, 21, 1,    2.00,    3.12
 89, 1456, 22, 1,    1.00,    9.66
 45, 1456, 23, 1,    2.00,    6.50
 65, 1456, 24, 1,    2.00,    3.49
 29,    0, 25, 1,    1.00,    2.96
 96,   14,  1, 1,    2.00,    7.32
 73,   14,  2, 1,    1.00,    2.92
 81,   14,  3, 1,    2.00,    3.28
 82,   14,  4, 1,    1.00,    4.55
 95,   14,  5, 1,    2.00,    3.71
 11,   14,  6, 1,    1.00,    2.17
 80,   28,  7, 1,    2.00,    3.17
 75,   28,  8, 1,    1.00,    2.43
  5,   28,  9, 1,    1.00,    2.16
  9,   28, 10, 1,    1.00,    1.91
 92,   28, 11, 1,    2.00,    2.60
 16,   28, 12, 1,    1.00,    3.17
 32,   56, 13, 1,    1.00,    4.22
 31,   56, 14, 1,    2.00,    3.58
 37,   56, 15, 1,    1.00,    3.76
 15,   56, 16, 1,    1.00,    2.27
 35,   56, 17, 1,    1.00,    1.92
 59,   56, 18, 1,    1.00,    2.21
 22, 1456, 19, 1,    1.00,    3.08
 34, 1456, 20, 1,    1.00,    2.29
 49, 1456, 21, 1,    2.00,    2.72
 57, 1456, 22, 1,    1.00,    1.86
 28, 1456, 23, 1,    2.00,    2.71
 14, 1456, 24, 1,    2.00,    2.42
 67,    0, 25, 1,    1.00,    3.33
 83,   14,  1, 1,    1.00,    2.90
  6,   14,  2, 1,    1.00,    2.27
  8,   14,  3, 1,    1.00,    5.14
 97,   14,  4, 1,    2.00,    5.02
  3,   14,  5, 1,    2.00,    2.54
 38,   14,  6, 1,    2.00,    4.42
  1,   28,  7, 1,    1.00,    2.12
 66,   28,  8, 1,    1.00,    3.24
 21,   28,  9, 1,    1.00,   15.00
 40,   28, 10, 1,    1.00,    5.77
 79,   28, 11, 1,    2.00,    2.43
 98,   28, 12, 1,    1.00,    1.79
 20,   56, 13, 1,    1.00,    4.97
 78,   56, 14, 1,    1.00,    2.23
 71,   56, 15, 1,    1.00,    2.07
 84,   56, 16, 1,    1.00,    4.96
 94,   56, 17, 1,    1.00,   10.55
 13,   56, 18, 1,    1.00,    2.99
 18, 1456, 19, 1,    2.00,    2.71
 33, 1456, 20, 1,    1.00,   23.64
 93, 1456, 21, 1,    1.00,    1.88
 62, 1456, 22, 1,    1.00,    2.75
 26, 1456, 23, 1,    2.00,    2.25
 87, 1456, 24, 1,    1.00,    9.21
 86,    0, 25, 1,    1.00,    2.55
