# VP06   2013-11-08_10-29-46
# Elapsed time of measurement: 295 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 16,   14,  1, 1,    1.00,    3.47
 21,   14,  2, 1,    1.00,    3.43
 76,   14,  3, 1,    1.00,    2.71
 29,   14,  4, 1,    1.00,    2.57
 43,   14,  5, 1,    2.00,    3.38
 52,   28,  6, 1,    1.00,    3.34
 57,   28,  7, 1,    1.00,    3.04
 20,   28,  8, 1,    1.00,    5.51
  8,   28,  9, 1,    1.00,    3.23
 50,   28, 10, 1,    1.00,    3.48
 17,   56, 11, 1,    1.00,    3.38
 66,   56, 12, 1,    1.00,    2.53
  6,   56, 13, 1,    2.00,    4.61
 80,   56, 14, 1,    2.00,    3.81
 74,   56, 15, 1,    1.00,    3.02
 15, 1456, 16, 1,    1.00,    3.68
 75, 1456, 17, 1,    1.00,    3.51
 67, 1456, 18, 1,    1.00,    2.03
 41, 1456, 19, 1,    1.00,    3.10
 55, 1456, 20, 1,    1.00,    2.99
 39,    0, 21, 1,    1.00,    4.17
 64,   14,  1, 1,    1.00,    3.76
 26,   14,  2, 1,    1.00,    2.97
 27,   14,  3, 1,    1.00,    2.25
 40,   14,  4, 1,    2.00,    5.67
 25,   14,  5, 1,    2.00,    3.54
 38,   28,  6, 1,    1.00,    2.32
 44,   28,  7, 1,    1.00,    3.30
 81,   28,  8, 1,    1.00,    3.12
 49,   28,  9, 1,    1.00,    3.91
 58,   28, 10, 1,    1.00,    2.86
  4,   56, 11, 1,    1.00,    4.02
 47,   56, 12, 1,    1.00,    2.87
 68,   56, 13, 1,    1.00,    2.01
 83,   56, 14, 1,    2.00,    4.47
 73,   56, 15, 1,    1.00,    4.75
 70, 1456, 16, 1,    1.00,    2.26
 56, 1456, 17, 1,    1.00,    3.09
 78, 1456, 18, 1,    1.00,    2.91
 51, 1456, 19, 1,    1.00,    3.39
 14, 1456, 20, 1,    2.00,   11.12
 72,    0, 21, 1,    1.00,    3.54
 42,   14,  1, 1,    1.00,    4.12
 45,   14,  2, 1,    1.00,    2.79
 12,   14,  3, 1,    1.00,    6.23
 32,   14,  4, 1,    1.00,    3.18
 36,   14,  5, 1,    2.00,    3.39
 84,   28,  6, 1,    1.00,    2.94
 60,   28,  7, 1,    1.00,    2.94
 54,   28,  8, 1,    1.00,    3.05
 77,   28,  9, 1,    1.00,    2.97
 46,   28, 10, 1,    1.00,    3.98
 22,   56, 11, 1,    1.00,    3.35
 37,   56, 12, 1,    1.00,    6.03
 30,   56, 13, 1,    1.00,    2.56
 34,   56, 14, 1,    1.00,    4.00
 69,   56, 15, 1,    1.00,    2.15
 18, 1456, 16, 1,    1.00,    3.52
 79, 1456, 17, 1,    1.00,    2.55
 31, 1456, 18, 1,    1.00,    2.85
 33, 1456, 19, 1,    1.00,    2.80
  5, 1456, 20, 1,    1.00,    3.93
 11,    0, 21, 1,    1.00,    5.21
  2,   14,  1, 1,    1.00,    3.31
  3,   14,  2, 1,    1.00,    3.33
  1,   14,  3, 1,    1.00,    3.14
 24,   14,  4, 1,    1.00,    3.13
 63,   14,  5, 1,    2.00,    2.55
 71,   28,  6, 1,    1.00,    2.24
  7,   28,  7, 1,    1.00,    4.02
 28,   28,  8, 1,    1.00,    2.96
 59,   28,  9, 1,    1.00,    2.65
 10,   28, 10, 1,    1.00,    3.09
 13,   56, 11, 1,    1.00,    4.09
 61,   56, 12, 1,    1.00,    2.49
 82,   56, 13, 1,    1.00,    3.06
 23,   56, 14, 1,    2.00,    4.54
 65,   56, 15, 1,    1.00,    2.59
 62, 1456, 16, 1,    1.00,    3.04
  9, 1456, 17, 1,    1.00,    3.19
 48, 1456, 18, 1,    1.00,    2.52
 53, 1456, 19, 1,    1.00,    3.12
 19, 1456, 20, 1,    1.00,    4.24
 35,    0, 21, 1,    1.00,    3.95
