# VP04   2013-11-07_10-22-15
# Elapsed time of measurement: 303 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 16,   14,  1, 1,    1.00,    2.16
 73,   14,  2, 1,    1.00,    2.34
 78,   14,  3, 1,    1.00,    3.26
 45,   14,  4, 1,    1.00,    9.85
 40,   14,  5, 1,    1.00,    2.82
 28,   28,  6, 1,    1.00,    3.55
 41,   28,  7, 1,    1.00,    3.19
 43,   28,  8, 1,    1.00,    8.64
 24,   28,  9, 1,    1.00,    2.22
 79,   28, 10, 1,    2.00,   10.30
 57,   56, 11, 1,    1.00,    1.99
 68,   56, 12, 1,    1.00,    5.75
 64,   56, 13, 1,    1.00,    3.33
 25,   56, 14, 1,    1.00,    1.99
 12,   56, 15, 1,    1.00,    3.41
 83, 1456, 16, 1,    2.00,    3.35
 46, 1456, 17, 1,    1.00,    3.81
 34, 1456, 18, 1,    1.00,    2.92
 65, 1456, 19, 1,    2.00,    7.85
 33, 1456, 20, 1,    2.00,    3.04
 47,    0, 21, 1,    1.00,    2.23
  4,   14,  1, 1,    1.00,    3.81
 38,   14,  2, 1,    1.00,    3.53
 67,   14,  3, 1,    1.00,    1.81
 82,   14,  4, 1,    2.00,    3.36
  7,   14,  5, 1,    1.00,    1.32
 52,   28,  6, 1,    1.00,    2.57
 81,   28,  7, 1,    1.00,    3.81
 56,   28,  8, 1,    1.00,    1.97
 62,   28,  9, 1,    1.00,    2.86
 74,   28, 10, 1,    2.00,    3.23
  2,   56, 11, 1,    1.00,    2.58
 42,   56, 12, 1,    1.00,    2.65
 58,   56, 13, 1,    1.00,    1.96
 70,   56, 14, 1,    1.00,    2.01
 32,   56, 15, 1,    1.00,    2.20
 14, 1456, 16, 1,    2.00,    4.83
 51, 1456, 17, 1,    2.00,    2.09
 30, 1456, 18, 1,    1.00,    5.11
 55, 1456, 19, 1,    2.00,    2.51
 22, 1456, 20, 1,    2.00,    5.73
 29,    0, 21, 1,    1.00,    1.98
 10,   14,  1, 1,    1.00,    2.21
 77,   14,  2, 1,    1.00,    7.29
 50,   14,  3, 1,    1.00,    4.75
 31,   14,  4, 1,    2.00,    2.30
 27,   14,  5, 1,    2.00,    4.94
 53,   28,  6, 1,    1.00,    1.70
 49,   28,  7, 1,    1.00,    5.12
 71,   28,  8, 1,    1.00,    4.74
 59,   28,  9, 1,    1.00,    2.12
 60,   28, 10, 1,    2.00,    3.89
 80,   56, 11, 1,    1.00,    1.64
 76,   56, 12, 1,    1.00,    3.25
 72,   56, 13, 1,    1.00,    2.67
 26,   56, 14, 1,    1.00,    2.47
 19,   56, 15, 1,    1.00,    5.56
 35, 1456, 16, 1,    1.00,    1.99
  9, 1456, 17, 1,    1.00,    3.39
 69, 1456, 18, 1,    2.00,    3.09
  8, 1456, 19, 1,    2.00,    2.55
 17, 1456, 20, 1,    1.00,    3.15
 18,    0, 21, 1,    1.00,    2.75
 54,   14,  1, 1,    1.00,    2.28
 61,   14,  2, 1,    2.00,    5.66
 48,   14,  3, 1,    1.00,    6.28
 66,   14,  4, 1,    2.00,    6.20
 20,   14,  5, 1,    2.00,    2.58
 11,   28,  6, 1,    1.00,    1.75
 63,   28,  7, 1,    1.00,    2.74
 84,   28,  8, 1,    2.00,    4.02
 39,   28,  9, 1,    1.00,    2.80
 44,   28, 10, 1,    1.00,    2.01
 13,   56, 11, 1,    1.00,    5.25
 75,   56, 12, 1,    1.00,    2.05
  6,   56, 13, 1,    1.00,    1.64
 37,   56, 14, 1,    1.00,    5.04
  1,   56, 15, 1,    1.00,    2.85
 36, 1456, 16, 1,    1.00,    2.07
 21, 1456, 17, 1,    2.00,    8.63
  5, 1456, 18, 1,    2.00,    3.54
 23, 1456, 19, 1,    2.00,    2.51
  3, 1456, 20, 1,    2.00,    3.42
 15,    0, 21, 1,    1.00,    2.74
