# VP05   2013-11-08_17-12-17
# Elapsed time of measurement: 218 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 52,   14,  1, 1,    1.00,    2.16
 59,   14,  2, 1,    1.00,    1.83
 67,   14,  3, 1,    1.00,    2.00
 24,   14,  4, 1,    1.00,    2.37
  2,   14,  5, 1,    2.00,    2.83
 20,   28,  6, 1,    1.00,    3.00
 54,   28,  7, 1,    1.00,    1.75
 39,   28,  8, 1,    1.00,    2.65
 78,   28,  9, 1,    1.00,    1.84
 40,   28, 10, 1,    1.00,    2.36
 42,   56, 11, 1,    1.00,    3.21
  6,   56, 12, 1,    1.00,    1.72
 32,   56, 13, 1,    1.00,    2.20
 72,   56, 14, 1,    1.00,    2.29
 31,   56, 15, 1,    1.00,    2.19
 26, 1456, 16, 1,    1.00,    2.97
  1, 1456, 17, 1,    1.00,    2.15
 41, 1456, 18, 1,    1.00,    2.17
  8, 1456, 19, 1,    1.00,    1.73
 11, 1456, 20, 1,    1.00,    1.88
 84,    0, 21, 1,    1.00,    2.13
 33,   14,  1, 1,    1.00,    2.22
 30,   14,  2, 1,    1.00,    3.18
 46,   14,  3, 1,    1.00,    2.12
 36,   14,  4, 1,    1.00,    6.14
  3,   14,  5, 1,    2.00,    3.45
 53,   28,  6, 1,    1.00,    1.79
 23,   28,  7, 1,    1.00,    1.98
 48,   28,  8, 1,    1.00,    2.21
 68,   28,  9, 1,    1.00,    1.68
 73,   28, 10, 1,    1.00,    7.67
 74,   56, 11, 1,    1.00,    1.74
 28,   56, 12, 1,    1.00,    1.74
 29,   56, 13, 1,    1.00,    2.23
 12,   56, 14, 1,    1.00,    1.97
 44,   56, 15, 1,    1.00,    2.23
 65, 1456, 16, 1,    1.00,    2.14
 81, 1456, 17, 1,    1.00,    2.88
 77, 1456, 18, 1,    1.00,    2.09
 14, 1456, 19, 1,    1.00,    2.23
 58, 1456, 20, 1,    1.00,    2.12
 34,    0, 21, 1,    1.00,    3.02
 71,   14,  1, 1,    1.00,    3.36
 82,   14,  2, 1,    1.00,    2.70
 19,   14,  3, 1,    1.00,    3.39
 18,   14,  4, 1,    1.00,    3.24
 60,   14,  5, 1,    2.00,    5.04
 47,   28,  6, 1,    1.00,    2.30
 57,   28,  7, 1,    1.00,    1.66
  5,   28,  8, 1,    1.00,    1.66
 16,   28,  9, 1,    1.00,    2.24
 51,   28, 10, 1,    2.00,    3.76
 17,   56, 11, 1,    1.00,    2.48
 43,   56, 12, 1,    1.00,    2.01
 79,   56, 13, 1,    1.00,    1.93
 76,   56, 14, 1,    1.00,    1.93
 49,   56, 15, 1,    1.00,    2.28
 83, 1456, 16, 1,    1.00,    2.78
 62, 1456, 17, 1,    1.00,    1.68
 75, 1456, 18, 1,    1.00,    2.14
 64, 1456, 19, 1,    1.00,    2.03
 38, 1456, 20, 1,    1.00,    2.01
 70,    0, 21, 1,    1.00,    1.68
 61,   14,  1, 1,    1.00,    1.98
 45,   14,  2, 1,    1.00,    2.13
 10,   14,  3, 1,    1.00,    2.90
 21,   14,  4, 1,    2.00,    7.23
 69,   14,  5, 1,    2.00,    3.67
 27,   28,  6, 1,    1.00,    2.64
 50,   28,  7, 1,    1.00,    2.43
 63,   28,  8, 1,    1.00,    2.04
 66,   28,  9, 1,    1.00,    1.76
  9,   28, 10, 1,    1.00,    5.00
 35,   56, 11, 1,    1.00,    3.14
 15,   56, 12, 1,    1.00,    2.24
 13,   56, 13, 1,    1.00,    1.71
  7,   56, 14, 1,    1.00,    3.06
 56,   56, 15, 1,    1.00,    1.99
 25, 1456, 16, 1,    1.00,    4.96
 22, 1456, 17, 1,    1.00,    2.15
 55, 1456, 18, 1,    1.00,    2.14
 80, 1456, 19, 1,    1.00,    2.14
 37, 1456, 20, 1,    1.00,    2.25
  4,    0, 21, 1,    1.00,    1.57
