# VP03   2013-11-06_16-14-49
# Elapsed time of measurement: 428 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
  1,   14,  1, 1,    1.00,    5.96
 19,   14,  2, 1,    1.00,    4.00
 80,   14,  3, 1,    1.00,    1.46
 54,   14,  4, 1,    2.00,    3.56
 69,   14,  5, 1,    1.00,    4.51
 16,   28,  6, 1,    1.00,    5.43
  5,   28,  7, 1,    1.00,    2.79
 60,   28,  8, 1,    1.00,    1.86
 55,   28,  9, 1,    2.00,    7.74
  4,   28, 10, 1,    2.00,    6.13
 84,   56, 11, 1,    1.00,    2.01
 45,   56, 12, 1,    1.00,    9.39
 75,   56, 13, 1,    1.00,    2.24
  2,   56, 14, 1,    1.00,   19.62
 48,   56, 15, 1,    1.00,    3.84
 68, 1456, 16, 1,    1.00,    2.29
 76, 1456, 17, 1,    1.00,    1.96
 72, 1456, 18, 1,    1.00,    1.80
 50, 1456, 19, 1,    1.00,    7.86
 15, 1456, 20, 1,    1.00,    4.32
 20,    0, 21, 1,    1.00,    2.61
 29,   14,  1, 1,    1.00,    2.84
 27,   14,  2, 1,    1.00,    5.03
 81,   14,  3, 1,    1.00,    1.18
 62,   14,  4, 1,    1.00,    7.49
 35,   14,  5, 1,    1.00,    9.46
 46,   28,  6, 1,    1.00,    1.98
 49,   28,  7, 1,    1.00,    3.29
 44,   28,  8, 1,    1.00,    4.89
 39,   28,  9, 1,    1.00,    3.23
 14,   28, 10, 1,    2.00,    8.50
 13,   56, 11, 1,    1.00,    2.92
 21,   56, 12, 1,    1.00,    4.77
 25,   56, 13, 1,    1.00,    7.62
  8,   56, 14, 1,    1.00,   13.93
 43,   56, 15, 1,    1.00,    2.19
 40, 1456, 16, 1,    1.00,    2.02
 32, 1456, 17, 1,    1.00,    4.06
 66, 1456, 18, 1,    1.00,    2.31
 73, 1456, 19, 1,    1.00,    2.12
 67, 1456, 20, 1,    1.00,    2.71
 70,    0, 21, 1,    1.00,    1.78
 42,   14,  1, 1,    1.00,    2.75
 38,   14,  2, 1,    1.00,    3.30
 78,   14,  3, 1,    1.00,    1.78
 12,   14,  4, 1,    2.00,    8.89
 31,   14,  5, 1,    1.00,    9.37
 37,   28,  6, 1,    1.00,    1.97
  3,   28,  7, 1,    1.00,    5.14
 36,   28,  8, 1,    1.00,    3.84
 58,   28,  9, 1,    1.00,    1.86
 77,   28, 10, 1,    2.00,   11.48
 28,   56, 11, 1,    1.00,    3.25
 22,   56, 12, 1,    1.00,    2.17
  7,   56, 13, 1,    1.00,    2.76
  6,   56, 14, 1,    1.00,   15.09
 82,   56, 15, 1,    1.00,    3.24
 10, 1456, 16, 1,    1.00,    3.88
 56, 1456, 17, 1,    1.00,    2.12
 47, 1456, 18, 1,    1.00,    4.74
 61, 1456, 19, 1,    1.00,    1.83
 64, 1456, 20, 1,    1.00,    1.64
 24,    0, 21, 1,    1.00,    3.92
 59,   14,  1, 1,    1.00,    1.95
 79,   14,  2, 1,    1.00,    1.93
 74,   14,  3, 1,    1.00,    2.27
 23,   14,  4, 1,    1.00,   18.01
 65,   14,  5, 1,    1.00,    4.20
 53,   28,  6, 1,    1.00,    3.02
 18,   28,  7, 1,    1.00,    6.63
 57,   28,  8, 1,    1.00,    4.41
 71,   28,  9, 1,    2.00,    9.19
 83,   28, 10, 1,    2.00,   13.18
 11,   56, 11, 1,    1.00,    3.04
 26,   56, 12, 1,    1.00,    2.20
  9,   56, 13, 1,    1.00,   11.77
 33,   56, 14, 1,    1.00,   20.68
 17,   56, 15, 1,    1.00,   13.42
 30, 1456, 16, 1,    1.00,    4.25
 51, 1456, 17, 1,    1.00,    2.98
 34, 1456, 18, 1,    1.00,    4.12
 52, 1456, 19, 1,    1.00,    1.48
 63, 1456, 20, 1,    1.00,    1.73
 41,    0, 21, 1,    1.00,    2.23
