# VP06   2013-11-07_17-33-35
# Elapsed time of measurement: 446 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 83,   14,  1, 1,    1.00,    3.52
 25,   14,  2, 1,    1.00,    7.30
 32,   14,  3, 1,    1.00,    4.89
 61,   14,  4, 1,    1.00,    6.09
 15,   14,  5, 1,    1.00,    5.93
 73,   28,  6, 1,    1.00,    4.27
 44,   28,  7, 1,    1.00,    3.79
 82,   28,  8, 1,    2.00,    4.12
 80,   28,  9, 1,    2.00,    3.11
 39,   28, 10, 1,    2.00,    2.40
 12,   56, 11, 1,    2.00,   11.93
 38,   56, 12, 1,    1.00,    4.14
 29,   56, 13, 1,    1.00,   15.88
 57,   56, 14, 1,    1.00,    4.25
 45,   56, 15, 1,    2.00,    2.84
 69, 1456, 16, 1,    2.00,    2.45
 13, 1456, 17, 1,    1.00,    4.57
 70, 1456, 18, 1,    1.00,    3.32
 56, 1456, 19, 1,    1.00,   10.66
 75, 1456, 20, 1,    1.00,    4.00
  6,    0, 21, 1,    1.00,    5.98
 28,   14,  1, 1,    1.00,    3.74
 31,   14,  2, 1,    1.00,    3.95
 17,   14,  3, 1,    1.00,   10.11
 37,   14,  4, 1,    2.00,    3.72
 51,   14,  5, 1,    1.00,    6.11
 30,   28,  6, 1,    1.00,    7.23
 40,   28,  7, 1,    1.00,    5.02
 46,   28,  8, 1,    1.00,    4.27
 71,   28,  9, 1,    1.00,    5.20
 23,   28, 10, 1,    2.00,    2.95
 48,   56, 11, 1,    1.00,    7.13
 34,   56, 12, 1,    1.00,    5.19
 26,   56, 13, 1,    1.00,    5.85
 14,   56, 14, 1,    1.00,    5.32
  5,   56, 15, 1,    2.00,   14.85
 16, 1456, 16, 1,    1.00,    4.56
  4, 1456, 17, 1,    1.00,    4.98
 24, 1456, 18, 1,    2.00,    4.70
 19, 1456, 19, 1,    1.00,    5.57
 21, 1456, 20, 1,    2.00,    7.98
 68,    0, 21, 1,    2.00,    6.77
 20,   14,  1, 1,    2.00,    4.60
 79,   14,  2, 1,    1.00,    4.10
 49,   14,  3, 1,    1.00,    4.14
 53,   14,  4, 1,    2.00,    3.58
 36,   14,  5, 1,    1.00,    9.49
 47,   28,  6, 1,    1.00,    5.91
 66,   28,  7, 1,    1.00,    5.66
  2,   28,  8, 1,    1.00,    5.17
 63,   28,  9, 1,    1.00,    5.60
  8,   28, 10, 1,    1.00,   16.32
 64,   56, 11, 1,    1.00,    4.11
 74,   56, 12, 1,    1.00,    3.18
 11,   56, 13, 1,    2.00,    3.67
 42,   56, 14, 1,    1.00,    5.32
 50,   56, 15, 1,    2.00,    2.59
 76, 1456, 16, 1,    1.00,    2.54
 84, 1456, 17, 1,    1.00,    2.86
 65, 1456, 18, 1,    1.00,    2.87
 10, 1456, 19, 1,    1.00,    4.03
 77, 1456, 20, 1,    1.00,    8.98
 62,    0, 21, 1,    2.00,    4.88
 59,   14,  1, 1,    1.00,    4.91
 22,   14,  2, 1,    1.00,    3.66
 60,   14,  3, 1,    1.00,    3.05
 58,   14,  4, 1,    1.00,    5.58
 41,   14,  5, 1,    1.00,    4.46
  3,   28,  6, 1,    2.00,    3.45
 67,   28,  7, 1,    1.00,    4.98
 27,   28,  8, 1,    2.00,    3.41
 72,   28,  9, 1,    1.00,    3.40
 33,   28, 10, 1,    2.00,    2.64
 35,   56, 11, 1,    1.00,    4.26
 52,   56, 12, 1,    1.00,    3.96
  7,   56, 13, 1,    2.00,    4.39
 43,   56, 14, 1,    1.00,    5.11
  1,   56, 15, 1,    1.00,    5.61
 55, 1456, 16, 1,    1.00,    4.21
 54, 1456, 17, 1,    1.00,    4.05
  9, 1456, 18, 1,    1.00,    6.12
 81, 1456, 19, 1,    1.00,    2.26
 78, 1456, 20, 1,    1.00,    3.60
 18,    0, 21, 1,    2.00,    4.35
