# VP02   2013-11-06_13-41-37
# Elapsed time of measurement: 261 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 83,   14,  1, 1,    1.00,    2.61
 49,   14,  2, 1,    1.00,    1.48
 85,   14,  3, 1,    1.00,    1.93
 55,   14,  4, 1,    1.00,    2.45
 40,   14,  5, 1,    1.00,    2.31
 36,   14,  6, 1,    1.00,    3.15
 17,   28,  7, 1,    1.00,    2.22
 77,   28,  8, 1,    1.00,    1.52
  5,   28,  9, 1,    1.00,    2.06
 72,   28, 10, 1,    1.00,    2.31
 64,   28, 11, 1,    1.00,    1.98
 86,   28, 12, 1,    1.00,    2.00
 60,   56, 13, 1,    1.00,    1.29
 11,   56, 14, 1,    1.00,    3.19
100,   56, 15, 1,    1.00,    2.86
  7,   56, 16, 1,    1.00,    3.47
 38,   56, 17, 1,    1.00,    2.13
  4,   56, 18, 1,    1.00,    2.56
 42, 1456, 19, 1,    1.00,    4.00
 26, 1456, 20, 1,    1.00,    2.51
 23, 1456, 21, 1,    1.00,    2.77
 78, 1456, 22, 1,    1.00,    2.03
 84, 1456, 23, 1,    1.00,    2.21
 99, 1456, 24, 1,    1.00,    2.23
 74,    0, 25, 1,    1.00,    1.90
 51,   14,  1, 1,    1.00,    1.77
 58,   14,  2, 1,    1.00,    1.62
 10,   14,  3, 1,    1.00,    1.75
 24,   14,  4, 1,    1.00,    4.71
  3,   14,  5, 1,    1.00,    2.85
 39,   14,  6, 1,    1.00,    2.77
 81,   28,  7, 1,    1.00,    2.07
 68,   28,  8, 1,    1.00,    2.06
 88,   28,  9, 1,    1.00,    2.14
 69,   28, 10, 1,    1.00,    2.36
 90,   28, 11, 1,    1.00,    2.84
 75,   28, 12, 1,    1.00,    2.03
 47,   56, 13, 1,    1.00,    1.93
 43,   56, 14, 1,    1.00,    2.96
 54,   56, 15, 1,    1.00,    2.17
 31,   56, 16, 1,    1.00,    1.80
 56,   56, 17, 1,    1.00,    2.08
 70,   56, 18, 1,    1.00,    2.45
 87, 1456, 19, 1,    1.00,    2.08
 29, 1456, 20, 1,    1.00,    2.19
  6, 1456, 21, 1,    1.00,    2.90
 28, 1456, 22, 1,    1.00,    2.81
 13, 1456, 23, 1,    1.00,    4.01
 98, 1456, 24, 1,    1.00,    2.25
 93,    0, 25, 1,    1.00,    3.15
 46,   14,  1, 1,    1.00,    2.67
 63,   14,  2, 1,    1.00,    1.80
 53,   14,  3, 1,    1.00,    2.25
 50,   14,  4, 1,    1.00,    4.39
 41,   14,  5, 1,    1.00,    6.58
  1,   14,  6, 1,    1.00,    2.88
 92,   28,  7, 1,    1.00,    2.04
  2,   28,  8, 1,    1.00,    2.42
 14,   28,  9, 1,    1.00,    2.56
 32,   28, 10, 1,    1.00,    2.75
 91,   28, 11, 1,    1.00,    3.61
 21,   28, 12, 1,    1.00,    3.48
 44,   56, 13, 1,    1.00,    4.12
 33,   56, 14, 1,    1.00,    2.24
 66,   56, 15, 1,    1.00,    1.80
 95,   56, 16, 1,    1.00,    1.95
 94,   56, 17, 1,    1.00,    2.05
 62,   56, 18, 1,    1.00,    2.01
 25, 1456, 19, 1,    1.00,    2.49
 48, 1456, 20, 1,    1.00,    1.62
 79, 1456, 21, 1,    1.00,    1.91
 34, 1456, 22, 1,    1.00,    2.69
 45, 1456, 23, 1,    1.00,    1.99
 37, 1456, 24, 1,    1.00,    1.96
 73,    0, 25, 1,    1.00,    2.25
 80,   14,  1, 1,    1.00,    3.66
 61,   14,  2, 1,    1.00,    2.92
  9,   14,  3, 1,    1.00,    1.79
 22,   14,  4, 1,    1.00,    5.64
 16,   14,  5, 1,    1.00,    2.21
 27,   14,  6, 1,    1.00,    4.36
 12,   28,  7, 1,    1.00,    2.39
 76,   28,  8, 1,    1.00,    1.73
 15,   28,  9, 1,    1.00,    1.29
  8,   28, 10, 1,    1.00,    2.07
 71,   28, 11, 1,    1.00,    2.70
 67,   28, 12, 1,    1.00,    1.75
 20,   56, 13, 1,    1.00,    2.51
 59,   56, 14, 1,    1.00,    1.79
 30,   56, 15, 1,    1.00,    6.58
 19,   56, 16, 1,    1.00,    3.34
 97,   56, 17, 1,    1.00,    2.79
 52,   56, 18, 1,    1.00,    2.16
 82, 1456, 19, 1,    1.00,    2.00
 57, 1456, 20, 1,    1.00,    1.96
 96, 1456, 21, 1,    1.00,    2.07
 18, 1456, 22, 1,    1.00,    3.56
 35, 1456, 23, 1,    1.00,    2.68
 65, 1456, 24, 1,    1.00,    3.11
 89,    0, 25, 1,    1.00,    2.71
