# VP02   2013-11-06_13-36-38
# Elapsed time of measurement: 281 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 44,   14,  1, 1,    1.00,    3.54
 29,   14,  2, 1,    1.00,    2.23
 51,   14,  3, 1,    1.00,    2.20
 57,   14,  4, 1,    1.00,    1.74
 65,   14,  5, 1,    1.00,    2.66
 62,   28,  6, 1,    1.00,    2.23
 18,   28,  7, 1,    1.00,    3.01
 71,   28,  8, 1,    1.00,    5.75
 12,   28,  9, 1,    1.00,    4.07
 23,   28, 10, 1,    1.00,    3.15
 63,   56, 11, 1,    1.00,    2.09
 73,   56, 12, 1,    1.00,    3.92
 38,   56, 13, 1,    1.00,    2.86
 45,   56, 14, 1,    1.00,    3.39
 49,   56, 15, 1,    1.00,    4.14
 30, 1456, 16, 1,    1.00,    3.26
 54, 1456, 17, 1,    1.00,    2.67
 77, 1456, 18, 1,    1.00,    4.03
 69, 1456, 19, 1,    1.00,    1.51
 13, 1456, 20, 1,    1.00,    2.88
  3,    0, 21, 1,    1.00,    9.14
 33,   14,  1, 1,    1.00,    1.20
 74,   14,  2, 1,    1.00,    2.19
 83,   14,  3, 1,    1.00,    2.87
 16,   14,  4, 1,    1.00,    3.11
  2,   14,  5, 1,    1.00,    3.86
 47,   28,  6, 1,    1.00,    2.69
 37,   28,  7, 1,    1.00,    3.51
 55,   28,  8, 1,    1.00,    2.62
 34,   28,  9, 1,    1.00,    3.26
 53,   28, 10, 1,    1.00,    2.27
 14,   56, 11, 1,    1.00,    2.96
 59,   56, 12, 1,    1.00,    2.36
 20,   56, 13, 1,    1.00,    3.07
 81,   56, 14, 1,    1.00,    4.13
 36,   56, 15, 1,    1.00,    5.11
 46, 1456, 16, 1,    1.00,    4.30
 26, 1456, 17, 1,    1.00,    3.63
 25, 1456, 18, 1,    1.00,    4.86
 39, 1456, 19, 1,    1.00,    2.56
 22, 1456, 20, 1,    1.00,    4.61
 28,    0, 21, 1,    1.00,    2.17
 32,   14,  1, 1,    1.00,    1.80
 27,   14,  2, 1,    1.00,    2.19
 42,   14,  3, 1,    1.00,    2.55
 19,   14,  4, 1,    1.00,    3.15
  6,   14,  5, 1,    1.00,    6.20
 78,   28,  6, 1,    1.00,    2.28
 70,   28,  7, 1,    1.00,    4.21
  4,   28,  8, 1,    1.00,    6.04
 52,   28,  9, 1,    1.00,    2.74
  5,   28, 10, 1,    1.00,    5.95
 15,   56, 11, 1,    1.00,    1.58
  9,   56, 12, 1,    1.00,    4.50
 31,   56, 13, 1,    1.00,    5.99
 61,   56, 14, 1,    1.00,    2.42
  7,   56, 15, 1,    1.00,    2.42
 48, 1456, 16, 1,    1.00,    2.25
 64, 1456, 17, 1,    1.00,    2.74
 80, 1456, 18, 1,    1.00,    2.24
 68, 1456, 19, 1,    1.00,    2.44
 58, 1456, 20, 1,    1.00,    2.24
 21,    0, 21, 1,    1.00,    4.62
 10,   14,  1, 1,    1.00,    3.34
  1,   14,  2, 1,    1.00,    8.79
 79,   14,  3, 1,    1.00,    5.42
 56,   14,  4, 1,    1.00,    2.23
  8,   14,  5, 1,    1.00,    3.15
 41,   28,  6, 1,    1.00,    3.49
 60,   28,  7, 1,    1.00,    2.62
 43,   28,  8, 1,    1.00,    2.20
 76,   28,  9, 1,    1.00,    2.27
 40,   28, 10, 1,    1.00,    2.54
 67,   56, 11, 1,    1.00,    3.06
 35,   56, 12, 1,    1.00,    1.62
 11,   56, 13, 1,    1.00,    4.10
 72,   56, 14, 1,    1.00,    2.57
 84,   56, 15, 1,    1.00,    2.25
 17, 1456, 16, 1,    1.00,    6.27
 82, 1456, 17, 1,    1.00,    2.59
 50, 1456, 18, 1,    1.00,    2.46
 24, 1456, 19, 1,    1.00,    4.59
 75, 1456, 20, 1,    1.00,    2.21
 66,    0, 21, 1,    1.00,    2.17
