# VP05   2013-11-08_17-08-20
# Elapsed time of measurement: 222 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 72,   14,  1, 1,    1.00,    1.76
 54,   14,  2, 1,    1.00,    2.00
 62,   14,  3, 1,    1.00,    1.80
 59,   14,  4, 1,    1.00,    1.93
  1,   14,  5, 1,    1.00,   11.72
 69,   28,  6, 1,    1.00,    2.20
 46,   28,  7, 1,    1.00,    1.44
 27,   28,  8, 1,    1.00,    1.82
 24,   28,  9, 1,    1.00,    1.83
 20,   28, 10, 1,    2.00,    2.58
 50,   56, 11, 1,    1.00,    2.24
  6,   56, 12, 1,    1.00,    2.42
 75,   56, 13, 1,    2.00,    3.78
 78,   56, 14, 1,    1.00,    2.17
 55,   56, 15, 1,    1.00,    3.02
 49, 1456, 16, 1,    1.00,    1.61
 19, 1456, 17, 1,    1.00,    1.54
  3, 1456, 18, 1,    1.00,    2.37
 18, 1456, 19, 1,    1.00,    1.97
 23, 1456, 20, 1,    1.00,    2.18
 42,    0, 21, 1,    1.00,    1.58
 73,   14,  1, 1,    1.00,    2.14
 64,   14,  2, 1,    1.00,    1.57
 79,   14,  3, 1,    1.00,    2.09
 63,   14,  4, 1,    1.00,    1.72
 11,   14,  5, 1,    2.00,    7.77
 57,   28,  6, 1,    1.00,    1.66
 71,   28,  7, 1,    1.00,    2.28
 82,   28,  8, 1,    1.00,    1.61
 32,   28,  9, 1,    2.00,    3.52
 17,   28, 10, 1,    2.00,    2.62
 43,   56, 11, 1,    1.00,    1.60
 31,   56, 12, 1,    1.00,    2.00
 16,   56, 13, 1,    1.00,    3.13
 77,   56, 14, 1,    1.00,    1.74
 67,   56, 15, 1,    1.00,    6.30
 74, 1456, 16, 1,    1.00,    2.25
  2, 1456, 17, 1,    1.00,    2.69
 47, 1456, 18, 1,    1.00,    1.66
 21, 1456, 19, 1,    1.00,    2.30
 44, 1456, 20, 1,    1.00,    2.03
  5,    0, 21, 1,    1.00,    2.61
 68,   14,  1, 1,    1.00,    2.15
 25,   14,  2, 1,    1.00,    2.05
 65,   14,  3, 1,    1.00,    1.91
 34,   14,  4, 1,    2.00,    9.01
 40,   14,  5, 1,    1.00,    3.72
 33,   28,  6, 1,    1.00,    4.16
 29,   28,  7, 1,    1.00,    2.25
 76,   28,  8, 1,    1.00,    1.76
 35,   28,  9, 1,    1.00,    1.88
  8,   28, 10, 1,    1.00,    2.28
 28,   56, 11, 1,    1.00,    1.46
 10,   56, 12, 1,    1.00,    2.18
  9,   56, 13, 1,    1.00,    4.97
  7,   56, 14, 1,    1.00,    4.37
 56,   56, 15, 1,    1.00,    2.20
 45, 1456, 16, 1,    1.00,    1.97
  4, 1456, 17, 1,    1.00,    1.73
 12, 1456, 18, 1,    1.00,    2.49
 53, 1456, 19, 1,    1.00,    2.01
 36, 1456, 20, 1,    1.00,    2.26
 37,    0, 21, 1,    1.00,    2.03
 66,   14,  1, 1,    1.00,    1.22
 52,   14,  2, 1,    1.00,    2.44
 48,   14,  3, 1,    1.00,    2.05
 26,   14,  4, 1,    1.00,    3.30
 14,   14,  5, 1,    2.00,    9.15
 83,   28,  6, 1,    1.00,    1.62
 39,   28,  7, 1,    1.00,    1.57
 13,   28,  8, 1,    1.00,    2.55
 80,   28,  9, 1,    1.00,    2.39
 58,   28, 10, 1,    2.00,    2.70
 38,   56, 11, 1,    1.00,    2.08
 22,   56, 12, 1,    1.00,    1.74
 51,   56, 13, 1,    1.00,    1.60
 41,   56, 14, 1,    1.00,    1.91
 60,   56, 15, 1,    1.00,    1.77
 30, 1456, 16, 1,    1.00,    2.23
 81, 1456, 17, 1,    1.00,    1.64
 61, 1456, 18, 1,    1.00,    1.86
 84, 1456, 19, 1,    1.00,    1.84
 70, 1456, 20, 1,    1.00,    1.92
 15,    0, 21, 1,    1.00,    2.57
