# VP01   2013-10-29_19-34-20
# Elapsed time of measurement: 288 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 78,   14,  1, 1,    1.00,    2.08
 58,   14,  2, 1,    1.00,    5.07
 69,   14,  3, 1,    2.00,    3.03
 39,   14,  4, 1,    2.00,    2.31
 49,   14,  5, 1,    2.00,    6.03
 26,   28,  6, 1,    1.00,    1.22
 66,   28,  7, 1,    1.00,    1.24
 73,   28,  8, 1,    1.00,    2.07
 67,   28,  9, 1,    1.00,    3.02
 36,   28, 10, 1,    2.00,    1.49
 40,   56, 11, 1,    1.00,    1.88
 32,   56, 12, 1,    1.00,    2.84
 14,   56, 13, 1,    1.00,    3.07
 23,   56, 14, 1,    1.00,    3.32
 53,   56, 15, 1,    2.00,    6.12
 33, 1456, 16, 1,    1.00,    2.92
  3, 1456, 17, 1,    1.00,    4.89
 29, 1456, 18, 1,    1.00,    2.83
 82, 1456, 19, 1,    1.00,    1.69
 52, 1456, 20, 1,    1.00,    1.23
 61,    0, 21, 1,    1.00,    1.35
 38,   14,  1, 1,    1.00,    2.31
 79,   14,  2, 1,    1.00,    7.14
 10,   14,  3, 1,    2.00,   11.14
 76,   14,  4, 1,    2.00,    6.11
 70,   14,  5, 1,    2.00,    2.21
 25,   28,  6, 1,    1.00,    2.90
 55,   28,  7, 1,    1.00,    2.89
 13,   28,  8, 1,    1.00,    1.96
 48,   28,  9, 1,    1.00,    3.15
 71,   28, 10, 1,    2.00,    7.18
  2,   56, 11, 1,    1.00,    1.99
  9,   56, 12, 1,    1.00,    1.92
 16,   56, 13, 1,    2.00,    4.12
 47,   56, 14, 1,    1.00,    1.85
 19,   56, 15, 1,    1.00,    2.97
 56, 1456, 16, 1,    1.00,    1.82
 20, 1456, 17, 1,    1.00,    2.82
  8, 1456, 18, 1,    1.00,    2.26
 44, 1456, 19, 1,    1.00,    2.25
 27, 1456, 20, 1,    1.00,    6.84
 11,    0, 21, 1,    1.00,    1.76
 72,   14,  1, 1,    1.00,    1.78
 18,   14,  2, 1,    1.00,    6.08
 17,   14,  3, 1,    2.00,   11.57
 37,   14,  4, 1,    2.00,    3.38
 64,   14,  5, 1,    2.00,    4.05
 34,   28,  6, 1,    1.00,    4.48
 22,   28,  7, 1,    1.00,    3.84
 75,   28,  8, 1,    1.00,    1.29
  1,   28,  9, 1,    2.00,    6.15
 45,   28, 10, 1,    2.00,    5.19
 80,   56, 11, 1,    1.00,    2.69
 60,   56, 12, 1,    1.00,    2.01
 46,   56, 13, 1,    1.00,    1.95
 31,   56, 14, 1,    1.00,    2.64
 81,   56, 15, 1,    2.00,    4.74
 43, 1456, 16, 1,    1.00,    1.37
 28, 1456, 17, 1,    1.00,    2.83
 42, 1456, 18, 1,    1.00,    1.60
 74, 1456, 19, 1,    1.00,    1.71
 77, 1456, 20, 1,    1.00,    2.17
 54,    0, 21, 1,    1.00,    1.64
 59,   14,  1, 1,    1.00,    1.30
 30,   14,  2, 1,    1.00,    4.10
 62,   14,  3, 1,    2.00,    4.39
 84,   14,  4, 1,    2.00,    3.28
  7,   14,  5, 1,    2.00,    4.19
  4,   28,  6, 1,    1.00,    3.08
 65,   28,  7, 1,    1.00,    5.91
  6,   28,  8, 1,    1.00,    1.68
  5,   28,  9, 1,    2.00,    2.53
 35,   28, 10, 1,    2.00,    2.09
 24,   56, 11, 1,    1.00,    2.00
 15,   56, 12, 1,    1.00,    2.79
 21,   56, 13, 1,    2.00,    4.18
 12,   56, 14, 1,    2.00,    3.07
 68,   56, 15, 1,    2.00,    4.27
 50, 1456, 16, 1,    1.00,    1.94
 83, 1456, 17, 1,    1.00,    2.15
 63, 1456, 18, 1,    1.00,    2.18
 41, 1456, 19, 1,    1.00,    1.86
 51, 1456, 20, 1,    1.00,    1.72
 57,    0, 21, 1,    1.00,    2.12
