# VP06   2013-11-07_17-19-02
# Elapsed time of measurement: 854 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 16,   14,  1, 1,    1.00,    6.88
 63,   14,  2, 1,    1.00,    9.32
 67,   14,  3, 1,    1.00,    5.14
 74,   14,  4, 1,    1.00,   13.04
 89,   14,  5, 1,    1.00,    4.25
 26,   14,  6, 1,    2.00,    7.71
 80,   28,  7, 1,    1.00,    7.09
 77,   28,  8, 1,    1.00,    6.48
 79,   28,  9, 1,    2.00,    4.73
 18,   28, 10, 1,    1.00,   10.77
 87,   28, 11, 1,    2.00,    3.84
 47,   28, 12, 1,    1.00,   17.16
 90,   56, 13, 1,    1.00,    4.18
 43,   56, 14, 1,    1.00,   13.58
 12,   56, 15, 1,    1.00,   12.24
 70,   56, 16, 1,    2.00,    3.69
 76,   56, 17, 1,    1.00,    6.71
  9,   56, 18, 1,    2.00,   14.10
 60, 1456, 19, 1,    1.00,    9.08
 30, 1456, 20, 1,    1.00,   11.18
 21, 1456, 21, 1,    1.00,    7.14
 10, 1456, 22, 1,    1.00,    5.16
 31, 1456, 23, 1,    1.00,    6.02
  6, 1456, 24, 1,    1.00,   12.91
 94,    0, 25, 1,    1.00,   14.40
  4,   14,  1, 1,    1.00,   14.09
 83,   14,  2, 1,    2.00,    3.99
 88,   14,  3, 1,    2.00,   14.11
 85,   14,  4, 1,    2.00,    4.69
 33,   14,  5, 1,    2.00,    5.69
 29,   14,  6, 1,    2.00,    7.72
 37,   28,  7, 1,    2.00,    7.44
 62,   28,  8, 1,    1.00,   12.15
 22,   28,  9, 1,    2.00,   15.42
 27,   28, 10, 1,    1.00,    6.71
 58,   28, 11, 1,    2.00,    4.70
 68,   28, 12, 1,    2.00,    4.45
 56,   56, 13, 1,    1.00,    6.37
 95,   56, 14, 1,    2.00,    3.96
  5,   56, 15, 1,    1.00,    8.93
 55,   56, 16, 1,    1.00,    6.48
 78,   56, 17, 1,    1.00,    5.30
 48,   56, 18, 1,    1.00,    7.48
 23, 1456, 19, 1,    1.00,   10.04
 20, 1456, 20, 1,    1.00,    6.82
 13, 1456, 21, 1,    1.00,    7.04
 19, 1456, 22, 1,    2.00,    4.94
 96, 1456, 23, 1,    1.00,    4.79
 41, 1456, 24, 1,    1.00,   14.61
 45,    0, 25, 1,    1.00,   20.49
 51,   14,  1, 1,    1.00,    9.61
 64,   14,  2, 1,    2.00,    9.33
 15,   14,  3, 1,    1.00,    5.25
 32,   14,  4, 1,    2.00,    5.75
 84,   14,  5, 1,    1.00,    6.09
 14,   14,  6, 1,    1.00,   10.43
 81,   28,  7, 1,    1.00,    5.10
 72,   28,  8, 1,    1.00,    6.78
 82,   28,  9, 1,    1.00,    4.01
 71,   28, 10, 1,    1.00,    5.29
 38,   28, 11, 1,    2.00,    6.18
  3,   28, 12, 1,    1.00,    6.34
 59,   56, 13, 1,    1.00,   16.57
 24,   56, 14, 1,    1.00,    9.29
 54,   56, 15, 1,    1.00,    8.37
100,   56, 16, 1,    2.00,    4.67
 28,   56, 17, 1,    1.00,   15.08
 65,   56, 18, 1,    1.00,    7.54
 53, 1456, 19, 1,    1.00,   12.03
 50, 1456, 20, 1,    1.00,    5.06
 57, 1456, 21, 1,    1.00,    5.62
 34, 1456, 22, 1,    1.00,   10.25
 91, 1456, 23, 1,    1.00,    4.04
 35, 1456, 24, 1,    1.00,   11.41
 98,    0, 25, 1,    1.00,    5.68
 25,   14,  1, 1,    2.00,   15.96
 36,   14,  2, 1,    1.00,    6.51
  8,   14,  3, 1,    1.00,   15.85
  7,   14,  4, 1,    1.00,   16.47
 17,   14,  5, 1,    2.00,    9.33
 40,   14,  6, 1,    2.00,    6.52
 99,   28,  7, 1,    1.00,   14.48
  1,   28,  8, 1,    1.00,   15.29
 75,   28,  9, 1,    2.00,    4.49
 92,   28, 10, 1,    2.00,    5.50
 61,   28, 11, 1,    2.00,    6.67
 52,   28, 12, 1,    2.00,   14.53
 42,   56, 13, 1,    1.00,   12.52
 11,   56, 14, 1,    1.00,    8.09
 97,   56, 15, 1,    2.00,    4.77
  2,   56, 16, 1,    1.00,    9.76
 46,   56, 17, 1,    1.00,    7.63
 66,   56, 18, 1,    1.00,    9.41
 93, 1456, 19, 1,    2.00,    5.13
 49, 1456, 20, 1,    2.00,    6.52
 69, 1456, 21, 1,    1.00,    7.06
 86, 1456, 22, 1,    1.00,    2.69
 73, 1456, 23, 1,    1.00,    7.18
 39, 1456, 24, 1,    1.00,    7.40
 44,    0, 25, 1,    2.00,    5.09
