# VP02   2013-11-07_11-10-31
# Elapsed time of measurement: 287 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 47,   14,  1, 1,    1.00,    2.61
  1,   14,  2, 1,    1.00,    2.55
 24,   14,  3, 1,    1.00,    2.29
  2,   14,  4, 1,    1.00,    2.41
 31,   14,  5, 1,    1.00,    1.99
 21,   14,  6, 1,    1.00,   16.98
 58,   28,  7, 1,    1.00,    5.41
 16,   28,  8, 1,    1.00,    2.21
 45,   28,  9, 1,    1.00,    1.98
  8,   28, 10, 1,    1.00,    2.39
 38,   28, 11, 1,    1.00,    2.40
 65,   28, 12, 1,    1.00,    2.19
 70,   56, 13, 1,    1.00,    2.44
 11,   56, 14, 1,    1.00,    3.60
100,   56, 15, 1,    1.00,    3.99
 95,   56, 16, 1,    1.00,    4.19
 18,   56, 17, 1,    1.00,    2.07
 79,   56, 18, 1,    1.00,    2.60
 33, 1456, 19, 1,    1.00,    2.26
 13, 1456, 20, 1,    1.00,    2.81
  7, 1456, 21, 1,    1.00,    2.57
 80, 1456, 22, 1,    1.00,    2.83
  4, 1456, 23, 1,    1.00,    2.28
 63, 1456, 24, 1,    1.00,    2.06
 20,    0, 25, 1,    1.00,    2.20
 96,   14,  1, 1,    1.00,    5.26
 23,   14,  2, 1,    1.00,    2.36
 43,   14,  3, 1,    1.00,    1.75
 69,   14,  4, 1,    1.00,    3.93
 64,   14,  5, 1,    1.00,    3.44
 97,   14,  6, 1,    1.00,    3.77
 29,   28,  7, 1,    1.00,    2.47
 22,   28,  8, 1,    1.00,    2.91
 68,   28,  9, 1,    1.00,    3.69
 78,   28, 10, 1,    1.00,    2.18
 42,   28, 11, 1,    1.00,    1.63
 83,   28, 12, 1,    1.00,    2.37
 76,   56, 13, 1,    1.00,    2.42
 12,   56, 14, 1,    1.00,    1.64
 51,   56, 15, 1,    1.00,    1.60
 71,   56, 16, 1,    1.00,    2.58
 73,   56, 17, 1,    1.00,    5.79
 41,   56, 18, 1,    1.00,    1.59
 25, 1456, 19, 1,    1.00,    2.08
 44, 1456, 20, 1,    1.00,    5.40
  3, 1456, 21, 1,    1.00,    3.75
 93, 1456, 22, 1,    1.00,    1.87
 59, 1456, 23, 1,    1.00,    1.77
 61, 1456, 24, 1,    1.00,    4.01
 72,    0, 25, 1,    1.00,    3.00
 37,   14,  1, 1,    1.00,    1.92
 30,   14,  2, 1,    1.00,    1.71
 15,   14,  3, 1,    1.00,    3.04
 32,   14,  4, 1,    1.00,    2.35
 89,   14,  5, 1,    1.00,    3.12
 34,   14,  6, 1,    1.00,    5.25
 26,   28,  7, 1,    1.00,    1.76
 10,   28,  8, 1,    1.00,    1.99
 36,   28,  9, 1,    1.00,    1.78
 85,   28, 10, 1,    1.00,    1.76
 87,   28, 11, 1,    1.00,    5.05
 27,   28, 12, 1,    1.00,    1.87
 98,   56, 13, 1,    1.00,    3.30
 49,   56, 14, 1,    1.00,    3.62
 90,   56, 15, 1,    1.00,    2.03
  6,   56, 16, 1,    1.00,    2.28
 82,   56, 17, 1,    1.00,    2.45
 54,   56, 18, 1,    1.00,    2.33
 74, 1456, 19, 1,    1.00,    2.22
 62, 1456, 20, 1,    1.00,    3.10
 48, 1456, 21, 1,    1.00,    2.41
 99, 1456, 22, 1,    1.00,    1.83
 86, 1456, 23, 1,    1.00,    1.39
 14, 1456, 24, 1,    1.00,    4.33
 57,    0, 25, 1,    1.00,    2.39
 92,   14,  1, 1,    1.00,    2.30
 60,   14,  2, 1,    1.00,    1.33
 77,   14,  3, 1,    1.00,    2.44
 39,   14,  4, 1,    1.00,    2.38
 67,   14,  5, 1,    1.00,    3.92
 94,   14,  6, 1,    1.00,    8.14
 91,   28,  7, 1,    1.00,    2.39
  5,   28,  8, 1,    1.00,    2.21
 46,   28,  9, 1,    1.00,    1.44
 81,   28, 10, 1,    1.00,    3.09
 50,   28, 11, 1,    1.00,    3.53
 40,   28, 12, 1,    1.00,    2.54
 52,   56, 13, 1,    1.00,    2.36
 55,   56, 14, 1,    1.00,    2.18
  9,   56, 15, 1,    1.00,    1.71
 19,   56, 16, 1,    1.00,    2.16
 53,   56, 17, 1,    1.00,    1.94
 56,   56, 18, 1,    1.00,    2.41
 75, 1456, 19, 1,    1.00,    2.19
 17, 1456, 20, 1,    1.00,    2.65
 35, 1456, 21, 1,    1.00,    2.11
 88, 1456, 22, 1,    1.00,    2.12
 66, 1456, 23, 1,    1.00,    1.78
 84, 1456, 24, 1,    1.00,    1.53
 28,    0, 25, 1,    1.00,    1.77
