# VP04   2013-11-07_10-06-26
# Elapsed time of measurement: 485 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 33,   14,  1, 1,    1.00,   22.19
 17,   14,  2, 1,    1.00,   11.97
 24,   14,  3, 1,    1.00,    3.81
 41,   14,  4, 1,    1.00,    6.20
  9,   14,  5, 1,    1.00,    4.21
 48,   28,  6, 1,    1.00,    3.43
 51,   28,  7, 1,    1.00,   13.86
 14,   28,  8, 1,    1.00,    7.14
 83,   28,  9, 1,    1.00,    4.06
  4,   28, 10, 1,    1.00,    3.48
 64,   56, 11, 1,    2.00,    3.85
 49,   56, 12, 1,    1.00,    4.26
 34,   56, 13, 1,    2.00,    7.47
 46,   56, 14, 1,    1.00,    3.05
 82,   56, 15, 1,    2.00,    4.22
 56, 1456, 16, 1,    2.00,    7.81
 61, 1456, 17, 1,    2.00,    3.44
 40, 1456, 18, 1,    1.00,    6.13
  6, 1456, 19, 1,    1.00,    4.02
 70, 1456, 20, 1,    1.00,    4.27
 57,    0, 21, 1,    2.00,    4.20
 78,   14,  1, 1,    1.00,    3.52
 35,   14,  2, 1,    1.00,    4.37
 54,   14,  3, 1,    1.00,   12.43
 36,   14,  4, 1,    2.00,    6.61
 55,   14,  5, 1,    1.00,    5.62
 28,   28,  6, 1,    1.00,    5.61
 12,   28,  7, 1,    1.00,    8.15
 25,   28,  8, 1,    1.00,    4.20
 16,   28,  9, 1,    1.00,   14.36
  8,   28, 10, 1,    1.00,    4.05
 81,   56, 11, 1,    1.00,    4.17
 76,   56, 12, 1,    2.00,    2.55
 65,   56, 13, 1,    1.00,    7.53
 62,   56, 14, 1,    1.00,    3.83
 15,   56, 15, 1,    1.00,   12.34
 23, 1456, 16, 1,    1.00,    6.12
  3, 1456, 17, 1,    1.00,    4.05
 66, 1456, 18, 1,    2.00,    2.66
 68, 1456, 19, 1,    2.00,    3.36
  5, 1456, 20, 1,    1.00,    3.61
 77,    0, 21, 1,    1.00,    2.55
 38,   14,  1, 1,    1.00,    9.17
 43,   14,  2, 1,    1.00,    5.26
 50,   14,  3, 1,    1.00,   14.10
 18,   14,  4, 1,    2.00,    3.32
 37,   14,  5, 1,    1.00,    4.19
 30,   28,  6, 1,    1.00,    9.77
 42,   28,  7, 1,    1.00,    9.09
 11,   28,  8, 1,    1.00,    4.29
 59,   28,  9, 1,    1.00,    2.49
 21,   28, 10, 1,    1.00,    8.81
 29,   56, 11, 1,    1.00,    5.71
 79,   56, 12, 1,    1.00,    3.20
 52,   56, 13, 1,    1.00,    3.00
 22,   56, 14, 1,    1.00,    4.36
 53,   56, 15, 1,    2.00,    5.34
 19, 1456, 16, 1,    1.00,    5.99
 84, 1456, 17, 1,    1.00,    8.07
 44, 1456, 18, 1,    2.00,    5.51
 27, 1456, 19, 1,    1.00,    8.74
 39, 1456, 20, 1,    1.00,    4.39
 80,    0, 21, 1,    1.00,    1.97
 13,   14,  1, 1,    1.00,    8.13
 60,   14,  2, 1,    1.00,    4.14
 71,   14,  3, 1,    1.00,    7.60
 74,   14,  4, 1,    2.00,    7.47
 47,   14,  5, 1,    1.00,    3.03
 10,   28,  6, 1,    1.00,    5.36
 58,   28,  7, 1,    1.00,    2.53
 45,   28,  8, 1,    1.00,    2.00
 69,   28,  9, 1,    1.00,    3.92
 26,   28, 10, 1,    1.00,    6.78
 67,   56, 11, 1,    1.00,    2.05
 72,   56, 12, 1,    1.00,    2.79
 20,   56, 13, 1,    1.00,    7.83
 63,   56, 14, 1,    1.00,    2.73
  1,   56, 15, 1,    1.00,    3.18
 32, 1456, 16, 1,    1.00,    5.56
  7, 1456, 17, 1,    1.00,    4.19
  2, 1456, 18, 1,    1.00,    3.12
 73, 1456, 19, 1,    2.00,    9.57
 31, 1456, 20, 1,    2.00,    3.82
 75,    0, 21, 1,    1.00,    2.14
