# VP05   2013-11-08_17-29-29
# Elapsed time of measurement: 222 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 93,   14,  1, 1,    1.00,    1.71
 22,   14,  2, 1,    1.00,    1.99
 12,   14,  3, 1,    1.00,    1.46
 57,   14,  4, 1,    1.00,    1.85
 10,   14,  5, 1,    1.00,    7.93
  3,   14,  6, 1,    1.00,    4.18
  7,   28,  7, 1,    1.00,    2.07
 13,   28,  8, 1,    1.00,    1.61
 75,   28,  9, 1,    1.00,    2.28
 31,   28, 10, 1,    1.00,    1.79
 53,   28, 11, 1,    1.00,    1.39
 17,   28, 12, 1,    1.00,    1.70
 63,   56, 13, 1,    1.00,    2.00
  5,   56, 14, 1,    1.00,    1.77
 58,   56, 15, 1,    1.00,    1.74
 86,   56, 16, 1,    1.00,    1.61
 65,   56, 17, 1,    1.00,    1.87
 59,   56, 18, 1,    1.00,    1.79
 96, 1456, 19, 1,    1.00,    1.88
 43, 1456, 20, 1,    1.00,    2.79
 33, 1456, 21, 1,    1.00,    2.15
  8, 1456, 22, 1,    1.00,    1.73
 73, 1456, 23, 1,    1.00,    2.04
 39, 1456, 24, 1,    1.00,    2.28
 48,    0, 25, 1,    1.00,    1.89
 67,   14,  1, 1,    1.00,    2.61
 35,   14,  2, 1,    1.00,    2.61
 15,   14,  3, 1,    1.00,    1.99
 83,   14,  4, 1,    2.00,    2.58
 46,   14,  5, 1,    1.00,    2.94
 40,   14,  6, 1,    1.00,    2.00
 97,   28,  7, 1,    1.00,    2.14
 68,   28,  8, 1,    1.00,    2.01
 95,   28,  9, 1,    1.00,    2.67
 69,   28, 10, 1,    1.00,    2.19
 27,   28, 11, 1,    1.00,    2.05
 78,   28, 12, 1,    1.00,    1.84
  6,   56, 13, 1,    1.00,    1.66
 47,   56, 14, 1,    1.00,    3.13
 84,   56, 15, 1,    1.00,    1.68
  9,   56, 16, 1,    1.00,    1.68
 37,   56, 17, 1,    1.00,    2.10
 42,   56, 18, 1,    1.00,    2.02
 32, 1456, 19, 1,    1.00,    2.21
 85, 1456, 20, 1,    1.00,    1.83
 45, 1456, 21, 1,    1.00,    2.13
  1, 1456, 22, 1,    1.00,    2.02
 88, 1456, 23, 1,    1.00,    1.96
 71, 1456, 24, 1,    1.00,    1.86
 50,    0, 25, 1,    1.00,    1.50
 99,   14,  1, 1,    1.00,    1.88
 28,   14,  2, 1,    1.00,    2.02
 60,   14,  3, 1,    1.00,    1.78
 55,   14,  4, 1,    2.00,    3.74
 56,   14,  5, 1,    1.00,    2.55
 23,   14,  6, 1,    1.00,    2.11
 79,   28,  7, 1,    1.00,    1.96
 64,   28,  8, 1,    1.00,    1.94
 70,   28,  9, 1,    1.00,    3.84
 26,   28, 10, 1,    1.00,    1.67
 77,   28, 11, 1,    1.00,    1.99
 21,   28, 12, 1,    2.00,    3.22
 61,   56, 13, 1,    1.00,    1.72
 34,   56, 14, 1,    1.00,    2.33
 90,   56, 15, 1,    1.00,    1.68
 52,   56, 16, 1,    1.00,    1.77
 19,   56, 17, 1,    1.00,    1.89
 82,   56, 18, 1,    1.00,    1.77
 24, 1456, 19, 1,    1.00,    2.02
 25, 1456, 20, 1,    1.00,    2.05
 94, 1456, 21, 1,    1.00,    1.75
 72, 1456, 22, 1,    1.00,    1.83
100, 1456, 23, 1,    1.00,    1.90
  4, 1456, 24, 1,    1.00,    1.57
  2,    0, 25, 1,    1.00,    1.28
 29,   14,  1, 1,    1.00,    2.23
 30,   14,  2, 1,    1.00,    2.45
 36,   14,  3, 1,    1.00,    3.72
 91,   14,  4, 1,    2.00,    2.56
 16,   14,  5, 1,    1.00,    2.99
 18,   14,  6, 1,    2.00,    9.14
 44,   28,  7, 1,    1.00,    2.06
 20,   28,  8, 1,    1.00,    2.32
 92,   28,  9, 1,    1.00,    1.93
 41,   28, 10, 1,    1.00,    1.82
 66,   28, 11, 1,    1.00,    2.54
 80,   28, 12, 1,    1.00,    1.77
 62,   56, 13, 1,    1.00,    1.96
 38,   56, 14, 1,    1.00,    1.83
 98,   56, 15, 1,    1.00,    1.89
 54,   56, 16, 1,    1.00,    1.46
 74,   56, 17, 1,    1.00,    1.91
 11,   56, 18, 1,    1.00,    1.94
 89, 1456, 19, 1,    1.00,    1.86
 81, 1456, 20, 1,    1.00,    2.09
 87, 1456, 21, 1,    1.00,    1.64
 14, 1456, 22, 1,    1.00,    2.12
 49, 1456, 23, 1,    1.00,    1.47
 76, 1456, 24, 1,    1.00,    2.24
 51,    0, 25, 1,    1.00,    1.39
