# VP06   2013-11-08_10-22-16
# Elapsed time of measurement: 433 s
# Localization experiment - number of sources
# mode: 0 => generic; 14/28/56/1456 => NFC-HOA with 14/28/56/14 loudspeakers
# trial_number, mode, source, n, number_of_sources, elapsed_time
 60,   14,  1, 1,    1.00,    2.99
 43,   14,  2, 1,    1.00,    3.96
 82,   14,  3, 1,    1.00,    3.91
 40,   14,  4, 1,    2.00,    5.41
 29,   14,  5, 1,    2.00,    3.24
 62,   28,  6, 1,    1.00,    3.47
 23,   28,  7, 1,    1.00,    5.16
 57,   28,  8, 1,    1.00,    3.19
 19,   28,  9, 1,    1.00,    7.18
 54,   28, 10, 1,    1.00,    3.32
 49,   56, 11, 1,    1.00,    3.91
 46,   56, 12, 1,    1.00,    4.36
  8,   56, 13, 1,    1.00,    7.43
 41,   56, 14, 1,    1.00,    3.94
 78,   56, 15, 1,    1.00,    4.49
 69, 1456, 16, 1,    1.00,    3.18
 65, 1456, 17, 1,    1.00,    3.35
 59, 1456, 18, 1,    1.00,    2.60
 10, 1456, 19, 1,    1.00,    6.83
 47, 1456, 20, 1,    1.00,    4.38
 76,    0, 21, 1,    1.00,    6.61
 67,   14,  1, 1,    1.00,    3.88
 58,   14,  2, 1,    1.00,    5.11
 16,   14,  3, 1,    1.00,    4.89
 61,   14,  4, 1,    2.00,    4.39
 75,   14,  5, 1,    2.00,    2.22
  7,   28,  6, 1,    1.00,    6.03
 45,   28,  7, 1,    1.00,    9.31
  6,   28,  8, 1,    1.00,    9.66
 79,   28,  9, 1,    1.00,    7.57
 11,   28, 10, 1,    2.00,    5.86
 66,   56, 11, 1,    1.00,    8.29
 27,   56, 12, 1,    1.00,    3.33
 70,   56, 13, 1,    1.00,    4.03
 26,   56, 14, 1,    1.00,    5.11
 84,   56, 15, 1,    1.00,    4.22
 28, 1456, 16, 1,    1.00,   22.76
 30, 1456, 17, 1,    1.00,    6.02
 48, 1456, 18, 1,    1.00,    3.77
 37, 1456, 19, 1,    1.00,    3.55
 53, 1456, 20, 1,    1.00,    3.94
  5,    0, 21, 1,    1.00,    7.13
 83,   14,  1, 1,    1.00,    3.66
 38,   14,  2, 1,    1.00,    4.61
 77,   14,  3, 1,    2.00,    2.91
 35,   14,  4, 1,    2.00,   12.07
 52,   14,  5, 1,    2.00,    2.70
 63,   28,  6, 1,    1.00,    3.75
 18,   28,  7, 1,    1.00,    4.49
  9,   28,  8, 1,    1.00,    6.19
 42,   28,  9, 1,    1.00,    4.01
 34,   28, 10, 1,    1.00,    4.44
  2,   56, 11, 1,    1.00,    5.21
 72,   56, 12, 1,    1.00,    4.01
 73,   56, 13, 1,    1.00,    3.39
 21,   56, 14, 1,    1.00,    6.02
 20,   56, 15, 1,    1.00,    5.93
 64, 1456, 16, 1,    1.00,    4.06
  1, 1456, 17, 1,    1.00,    4.20
 36, 1456, 18, 1,    1.00,    3.32
 68, 1456, 19, 1,    1.00,    2.74
 81, 1456, 20, 1,    2.00,    7.13
 80,    0, 21, 1,    1.00,    4.08
 17,   14,  1, 1,    1.00,    6.01
 15,   14,  2, 1,    1.00,    5.61
 55,   14,  3, 1,    1.00,    3.45
 13,   14,  4, 1,    2.00,    5.22
 56,   14,  5, 1,    2.00,    2.68
 22,   28,  6, 1,    1.00,    5.56
 32,   28,  7, 1,    1.00,    3.34
  3,   28,  8, 1,    1.00,    5.15
 24,   28,  9, 1,    1.00,    4.78
 74,   28, 10, 1,    1.00,    5.20
 71,   56, 11, 1,    1.00,    2.83
 51,   56, 12, 1,    1.00,    5.10
 31,   56, 13, 1,    1.00,    4.03
 14,   56, 14, 1,    1.00,    6.38
  4,   56, 15, 1,    1.00,    4.08
 39, 1456, 16, 1,    1.00,    4.11
 50, 1456, 17, 1,    1.00,    5.63
 12, 1456, 18, 1,    1.00,    8.42
 33, 1456, 19, 1,    1.00,    3.30
 25, 1456, 20, 1,    1.00,    5.67
 44,    0, 21, 1,    2.00,    7.51
